,priority,GDR3_ID_number,expTime,expN,obsN,groupEnableTime,groupDisableTime,acqType,schedulingMode,t0,period,delta,moonMaxFI,minMoonDist1,ifExceedsMinFI1,minMoonDist2,ifExceedsMinFI2,rvMoonRange,rvMoonMinFI,rvMoonMinAlt,twilight,maxSeeing,maxExtinction,maxSkyBrightness,minAltitude
126,9,174156255225869440,600,1,72,2026-09-21T11:00:00.432,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
127,9,188771135583573504,540,1,68,2026-09-27T11:00:04.968,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
128,9,281179246740400384,822,1,67,2026-09-28T10:59:57.840,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
129,9,263916708025623680,435,1,64,2026-10-02T11:00:00.864,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
130,9,215599288018509824,828,1,64,2026-10-02T11:00:00.864,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
131,9,942860190374658688,840,1,57,2026-10-12T10:59:52.656,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
132,9,3352152743956693376,637,1,56,2026-10-14T10:59:54.168,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
133,9,3381727613874753536,420,1,53,2026-10-18T11:00:12.960,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
134,9,887822001246832384,420,1,52,2026-10-19T23:00:10.152,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
135,9,974887555341533440,540,1,50,2026-10-22T11:00:00.216,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
136,9,890234402772937472,670,1,50,2026-10-22T23:00:04.536,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
137,9,876370076542359936,740,1,43,2026-11-01T10:59:52.008,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
138,9,5726982995343100928,444,1,40,2026-11-05T11:00:10.800,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
139,9,918107434852949888,480,1,39,2026-11-06T23:00:07.992,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
140,9,746545172372256384,480,1,24,2026-11-28T11:00:04.536,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
141,9,823773494718931968,602,1,23,2026-11-30T11:00:06.048,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
142,9,806000816970521728,543,1,52,2026-12-02T11:00:07.560,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
143,9,777254360337133312,480,1,14,2026-12-12T10:59:59.352,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
144,9,762815470562110464,1195,1,14,2026-12-12T10:59:59.352,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
145,9,773861404893710208,425,1,8,2026-12-21T23:00:02.592,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
146,9,3905603054348141440,986,1,2,2026-12-29T11:00:04.320,2026-12-31T23:59:00.000,OBJECT,MONITORING,NULL,1,0.3,0.99,5,0.5,10,0.75,15,0.5,-5,-12,2,1.1,15,35
