,index,RA,DEC,PRIMARY,GAIA,HIP,HD,TIC,plx,pmra,pmdec,gmag,BP-RP,RV,spH1D,spH2D,spS1D,spS2D,teff,teff_err,logg,logg_err,feh,feh_err,vmic,vmic_err,vmac,vmac_err,vsini,vsini_err,instrument,gdr3_teff,gdr3_teff_err,gdrs3_logg,gdr3_logg_err,gdr3_feh,gdr3_feh_err,w1mag,w1mag_err,w2mag,w2mag_err,w3mag,w3mag_err,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,bmag,bmag_err,vmag,vmag_err,U,U_err,V,V_err,W,W_err,LikeMemb,MembProb,simbad_Otype,PlanetHost,SB,A550,chisqSED,nptsSED,radius_SED,radius_SED_up,radius_SED_low,teff_SED,teff_SED_up,teff_SED_low,FiltFlag,goodFlag
1021,2625,236.8212,-0.26991087,HD141103,Gaia DR3 4410452820495105024,77335.0,141103,187411636.0,20.0427,-243.362,-22.064,6.819098,0.675899,-47.94,,,,,,,,,,,,,,,,,,,,,,,,5.745,0.114,5.569,0.044,5.681,0.015,5.942,0.019,5.727,0.045,5.617,0.027,7.43,0.025,6.94,0.03,-58.8985986326673,0.381817330057043,-46.5074758224145,0.0539313677378359,2.56855229118686,0.319608594752378,ThinDisk,95.5740391011572,HighPM*,,,0.0437228829,0.417716979919771,5.0,1.61367105929883,1.64404213,1.56895602,6220.0,6311.03662,6162.01807,False,False
1022,2627,229.73114,-1.5923868,HD136118,Gaia DR3 4415515934099120768,74948.0,136118,38991680.0,19.8116,-123.024,22.18,6.813325,0.690198,-2.98,,,True,True,6156.0,140.0,3.8,0.21,-0.07,0.06,1.3,0.06,6.55,0.56,6.53,0.64,SOPHIE,,,,,,,5.618,0.128,5.472,0.027,5.653,0.014,5.935,0.029,5.694,0.051,5.599,0.02,7.462,0.025,6.946,0.023,-19.9588452331294,0.357713300682463,-15.6184280454504,0.0082389695842825,16.1643267014749,0.349589348984321,ThinDisk,98.6129932266637,HighPM*,Yes,,0.0395043045,5.68935438344156,8.0,1.62007729459,1.65447712,1.59382367,6250.0,6307.80127,6174.89258,True,True
1023,2628,234.7544,-0.31150088,HD139590,Gaia DR3 4416468248608733440,76635.0,139590,46263737.0,19.722,-209.302,-83.116,7.367295,0.70393,-29.07,True,True,True,True,6069.0,101.0,4.19,0.1,0.07,0.04,1.23,0.05,5.76,0.36,1.49,0.1,"HARPS,SOPHIE",,,,,,,6.202,0.037,6.13,0.032,6.201,0.015,6.495,0.024,6.247,0.04,6.185,0.02,8.151,0.241,7.5,0.03,-35.1874394432914,0.373870242043078,-50.3452213055647,0.0448411717592244,1.53890305197836,0.33011390214436,ThinDisk,96.2362697878742,HighPM*,,,0.0424352624,0.0503405074067885,5.0,1.26533628764559,1.30221307,1.23629272,6240.0,6299.19092,6159.33838,False,True
1024,2629,228.46207,-1.3513879,HD135204,Gaia DR3 4418203587193988480,74537.0,135204,38838329.0,57.9205,-1270.39,-503.671,6.388939,0.937559,-69.4,,,,,5379.0,176.0,4.47,0.3,0.05,0.13,1.11,0.08,3.33,0.15,0.73,1.71,FIES,,,,,,,,,,,,,5.286,0.037,4.986,0.076,4.766,0.018,7.355,0.022,6.597,0.023,-85.2350072137841,0.350809703685898,-99.1681801635287,0.0181904084907938,-15.0664894347144,0.356336778943524,ThickDisk,82.452387573409,**,,,,,,,,,,,,,
1025,2630,228.99652,0.7963612,HD135599,Gaia DR3 4419140645978987904,74702.0,135599,461272840.0,63.2139,178.098,-137.155,6.703806,1.009797,-3.25,,,True,True,5188.0,104.0,4.42,0.12,0.02,0.12,1.11,0.13,3.03,0.07,0.0,0.0,SOPHIE,,,,,,,4.92,0.173,4.805,0.064,4.953,0.014,5.484,0.018,5.115,0.027,4.958,0.017,7.765,0.023,6.932,0.023,9.93536199833126,0.344226926149483,1.13818481227764,0.0114273520720162,-13.9542282233786,0.362471343563653,ThinDisk,99.0369911565588,BYDraV*,,,,,,,,,,,,,
1026,2633,237.03943,1.5717407,HD141272,Gaia DR3 4422809716282811776,77408.0,141272,272595871.0,46.1575,-176.036,-166.105,7.234875,0.983572,-26.72,,,True,True,5184.0,103.0,4.02,0.11,0.14,0.12,1.11,0.07,2.97,0.08,0.0,0.0,SOPHIE,,,,,,,5.4,0.163,5.302,0.055,5.516,0.015,5.991,0.021,5.61,0.027,5.501,0.018,8.254,0.024,7.44,0.03,-19.1351906134794,0.374542552251963,-27.9212015556265,0.0631515909429968,-13.6414678949342,0.325208954535803,ThinDisk,98.2933381608139,BYDraV*,,,0.0244533028,0.41471253159211,5.0,0.814451040541711,0.833116233,0.800261021,5300.0,5339.66309,5249.63867,True,True
1027,2634,236.00758,2.5151668,23Ser,Gaia DR3 4423865487962417024,77052.0,140538,459427073.0,67.6007,-42.431,-136.845,5.700448,0.852508,19.12,True,True,,,5689.0,101.0,4.46,0.1,0.06,0.04,1.04,0.05,3.81,0.2,0.0,0.0,HARPS,,,,,,,4.203,0.282,3.891,0.191,4.176,0.015,4.593,0.352,4.045,0.348,4.297,0.036,6.545,0.021,5.86,0.03,17.6616756711288,0.36641664428139,-6.66346350633158,0.0631275701461279,10.4965810817859,0.334300680530062,ThinDisk,99.0510471198908,HighPM*,,,0.0156072676,0.580473926198107,5.0,0.971255980932728,0.988180876,0.948007345,5650.0,5711.5376,5604.9458,False,True
1028,2635,235.72688,4.102006,HD140324,Gaia DR3 4424734377026016896,76963.0,140324,459422799.0,17.387,-39.195,-12.506,7.271841,0.750004,32.72,,,True,True,6078.0,118.0,4.06,0.12,-0.22,0.05,1.23,0.05,6.08,0.43,1.85,0.89,SOPHIE,,,,,,,5.963,0.106,5.921,0.041,5.984,0.015,6.295,0.017,6.036,0.029,5.953,0.026,7.983,0.024,7.41,0.03,20.4995698011937,0.358036665992526,-4.86754917852906,0.0720036905780258,27.4316617241458,0.341587034598533,ThinDisk,97.640117546533,Star,,,0.0389622636,1.74277735080286,8.0,1.60340362265379,1.63910162,1.57516658,6040.0,6098.14404,5968.69629,False,True
1029,2639,236.61089,7.353069,27Ser,Gaia DR3 4430238051199001216,77257.0,141004,296740796.0,83.9214,-223.952,-69.763,4.246856,0.7825,-66.41,True,True,,,5876.0,174.0,4.03,0.21,-0.03,0.09,1.39,0.04,4.79,0.49,1.48,0.46,HARPS,,,,,,,2.05,,1.948,,3.0,0.011,3.43,0.22,3.07,0.216,2.989,0.23,5.01,0.021,4.415,0.023,-49.1120067329383,0.345580788365859,-24.1511492038895,0.0976040522255567,-39.8821040799126,0.347923121731703,ThinDisk,85.9140652343957,HighPM*,Yes,,,,,,,,,,,,
1030,2640,249.01262,1.3813891,HD149652,Gaia DR3 4432109042032654848,81279.0,149652,281690605.0,18.9855,-145.395,-88.528,7.139465,0.657799,-31.0,,,,,,,,,,,,,,,,,,,,,,,,6.036,0.121,5.954,0.046,6.035,0.016,6.279,0.019,6.056,0.038,6.016,0.017,7.737,0.024,7.25,0.03,-23.8210928173331,0.411496790489314,-46.886611165358,0.130321242701,1.32481660386361,0.253378036089781,ThinDisk,97.134267389577,HighPM*,,,0.045392938,1.56818702330711,8.0,1.39285406942132,1.42201757,1.37038982,6400.0,6461.21777,6321.3252,True,True
1031,2642,247.61858,4.178223,HD148816,Gaia DR3 4433711099194059904,80837.0,148816,281371481.0,23.4482,-435.529,-1393.18,7.13478,0.740528,-47.57,True,True,True,True,5852.0,105.0,3.51,0.13,-0.65,0.04,1.19,0.06,5.51,0.28,0.0,0.0,"HARPS,SOPHIE",,,,,,,,,,,,,6.159,0.027,5.862,0.026,5.809,0.02,7.827,0.027,7.27,0.03,90.8024330024392,0.39918068996809,-273.462862395061,0.177897448119231,-79.4911100849638,0.273594502009299,Halo,99.9185952354771,HighPM*,,,0.0382441282,0.774568411638348,5.0,1.29585262532508,1.31778288,1.26552165,5980.0,6050.06494,5923.20361,True,True
1032,2643,244.85794,5.5381165,HD147062,Gaia DR3 4437848836328249088,79975.0,147062,326861224.0,14.1086,-33.307,-23.532,7.463553,0.753916,-46.88,,,True,True,5914.0,103.0,3.72,0.16,0.26,0.15,1.16,0.02,4.77,0.32,0.0,0.0,SOPHIE,,,,,,,6.177,0.101,6.136,0.033,6.205,0.016,6.499,0.019,6.269,0.047,6.233,0.026,8.163,0.0,7.59,0.03,-34.9326607929977,0.381634036378183,-25.2714883029914,0.132823605046999,-22.9467336084513,0.294669741587185,ThinDisk,97.0855291502813,Star,,,0.0445121899,1.9572117508158,8.0,1.77228299723368,1.81219006,1.74210894,6100.0,6160.38916,6023.84424,False,True
1033,2648,255.06822,10.82281,HD153627,Gaia DR3 4444857157801998080,83204.0,153627,291505147.0,23.6786,95.685,-100.806,7.245065,0.740087,-1.45,,,True,True,5978.0,112.0,4.28,0.24,-0.05,0.18,0.65,0.05,5.25,0.38,0.0,0.0,SOPHIE,,,,,,,5.96,0.105,5.875,0.044,5.961,0.015,6.288,0.024,6.035,0.034,5.956,0.017,7.862,0.0,7.38,0.03,15.0481523514157,0.375806921437882,-2.93585739318581,0.219185288937681,-23.2655559361979,0.246724695017994,ThinDisk,98.3368671969284,HighPM*,,,0.0330201387,1.11064546869226,8.0,1.18138171201031,1.20690191,1.16120493,6060.0,6116.43896,5989.69775,True,True
1034,2651,242.36095,11.574458,HD145229,Gaia DR3 4456798781792997888,79165.0,145229,291067698.0,29.6032,-99.96,99.787,7.301699,0.758794,-36.28,,,True,True,6020.0,128.0,4.24,0.21,-0.12,0.06,1.18,0.06,5.57,0.43,2.78,0.81,SOPHIE,,,,,,,6.089,0.056,5.907,0.038,5.999,0.016,6.323,0.021,6.056,0.033,5.997,0.023,7.938,0.0,7.45,0.03,-40.7162653030549,0.342839943085135,-10.4933887417267,0.156146296369534,-7.73774902946333,0.328850437237426,ThinDisk,98.8462202407668,HighPM*,,,0.026047295,1.94915579134645,8.0,0.936418633185198,0.957375348,0.917355657,6000.0,6064.58008,5935.0752,False,True
1035,2654,243.32675,13.528046,49SerB,Gaia DR3 4464207428577214464,79492.0,145958B,119985831.0,41.1545,194.154,-422.438,7.262869,0.938375,18.51,,,,,5272.0,103.0,4.0,0.13,-0.17,0.09,0.97,0.05,3.34,0.06,2.0,0.29,FIES,,,,,,,4.778,0.187,4.677,0.131,4.831,0.013,5.596,0.021,5.268,0.018,5.23,0.018,8.189,0.023,6.68,0.03,52.1339262157478,0.334769710366007,-12.538549960521,0.173278190721168,-18.3125721124863,0.328748978688988,ThinDisk,97.9115180069963,SB*,,,,,,,,,,,,,
1036,2655,243.32687,13.526901,49SerA,Gaia DR3 4464207428579939840,79492.0,145958A,119985828.0,41.1287,178.934,-419.941,7.181707,0.919627,17.86,,,,,5420.0,123.0,4.48,0.19,0.03,0.11,0.91,0.05,3.18,0.13,2.7,0.87,FIES,5370.846,14.80127,4.4555,0.015199661,0.0213,0.055,4.778,0.187,4.677,0.131,4.831,0.013,5.59,0.03,5.238,0.029,5.172,0.042,8.118,0.023,6.664,0.023,50.9333817181527,0.334771499419845,-13.7047459869286,0.173278323045913,-17.4660132913887,0.328738443818981,ThinDisk,97.9952437744545,**,,,,,,,,,,,,,
1037,2656,247.21942,18.414055,HD148653A,Gaia DR3 4467355154275146112,,148653A,1205012279.0,51.808,-348.586,383.346,7.414201,1.070373,,,,,,5055.0,103.0,4.18,0.12,-0.43,0.13,0.92,0.18,3.61,0.09,0.93,0.44,FIES,,,,,,,4.649,,4.57,0.107,4.815,0.014,5.387,0.019,4.971,0.017,4.901,0.017,0.0,0.0,7.631,0.046,,0.315533249528475,,0.222200332126361,,0.31804276085265,,,HighPM*,,,,,,,,,,,,,
1038,2659,271.36444,2.498947,70OphB,Gaia DR3 4468557611977674496,,165341B,1674663308.0,195.8563,333.292,-1068.354,5.539218,1.485655,,,,,,5118.0,302.0,3.87,0.28,0.1,0.08,1.31,0.04,3.42,0.14,2.95,0.23,FIES,,,,,,,-0.181,,0.168,,1.828,0.016,2.343,0.296,1.876,0.244,1.791,0.304,0.0,0.0,5.931,0.046,,0.424684231487532,,0.244845581821067,,0.0984681395281929,,,**,,,,,,,,,,,,,
1039,2660,271.36353,2.5001464,70OphA,Gaia DR3 4468557611984384512,,165341A,398120047.0,195.5674,206.525,-1107.492,3.987364,1.003693,,True,True,,,5378.0,100.0,4.56,0.1,0.01,0.11,1.26,0.05,3.14,0.1,0.94,0.13,HARPS,,,,,,,,,,,,,2.343,0.296,1.876,0.244,1.791,0.304,4.97,0.019,6.17,0.1,,0.424679433998103,,0.244849721937269,,0.0984787250665179,,,SB*,,,,,,,,,,,,,
1040,2662,271.40607,4.657166,HD165401,Gaia DR3 4471087175915086080,88622.0,165401,399244384.0,41.4741,-13.754,-319.047,6.649316,0.787088,-118.23,,,,,5918.0,214.0,4.27,0.47,-0.27,0.12,1.11,0.03,4.64,0.64,0.06,3.72,FIES,,,,,,,5.174,0.156,5.042,0.063,5.259,0.015,5.656,0.023,5.349,0.036,5.254,0.023,7.387,0.0,6.802,0.023,-77.699130441657,0.414550481181016,-87.6596143804348,0.2585917997653,-39.8657503636064,0.106575080319425,ThickDisk,90.2063993142894,HighPM*,,,0.0255376827,0.144673150519184,5.0,0.957846119038496,0.982478917,0.928134263,5840.0,5910.58789,5782.37451,False,True
1041,2672,271.71167,8.875939,HD165670,Gaia DR3 4482248936925366400,88728.0,165670,391368040.0,23.1277,35.586,-144.925,6.854615,0.644264,19.66,,,,,,,,,,,,,,,,,,,,,,,,5.659,0.168,5.593,0.047,5.757,0.015,5.999,0.02,5.79,0.029,5.735,0.027,7.412,0.0,6.96,0.03,33.0673960066838,0.392892524963411,-5.08204444699978,0.285167533816282,-14.2420848728103,0.120408714420555,ThinDisk,98.7978324701622,SB*,,,0.0420057699,2.62898738269478,8.0,1.29834311788825,1.32566452,1.27269053,6410.0,6479.93945,6334.31934,False,True
1042,2675,264.20917,10.5745325,HD159909,Gaia DR3 4492471268326460416,86193.0,159909,291726554.0,27.8772,-148.517,-9.015,7.122201,0.839425,-76.69,,,,,5737.0,176.0,4.37,0.33,0.36,0.13,1.11,0.06,4.04,0.4,0.99,1.84,FIES,,,,,,,5.78,0.081,5.627,0.038,5.704,0.013,6.091,0.027,5.775,0.034,5.712,0.021,7.953,0.0,7.28,0.03,-58.9218935223706,0.38513316203325,-54.7565904644171,0.262111896034277,-7.1729096854014,0.181818480422229,ThinDisk,92.9357242176333,HighPM*,,,0.0345765762,1.38561050623758,8.0,1.15765547968304,1.17809618,1.13789189,5810.0,5865.64941,5757.91699,False,True
1043,2678,269.69562,14.843413,HD164043,Gaia DR3 4501418784715701248,,164043,5262805.0,19.5939,-39.672,-114.528,7.080001,0.696334,-1.88,,,,,,,,,,,,,,,,,,,,,,,,5.88,0.118,5.795,0.047,5.889,0.014,6.171,0.02,5.936,0.021,5.868,0.024,7.73,0.023,7.211,0.023,18.3166186960532,0.360080513428008,-22.773676326475,0.310066938725973,-3.04581963785825,0.156320816144572,ThinDisk,98.8643599922948,HighPM*,,,0.0434320718,1.59817625807976,8.0,1.45687131609365,1.48651755,1.43489397,6240.0,6297.0498,6166.22852,True,True
1044,2684,285.65854,14.567027,HD177082,Gaia DR3 4506650604692623488,93509.0,177082,1802666838.0,34.6916,176.617,-5.782,6.730132,0.80755,-3.33,,,,,5781.0,104.0,3.87,0.16,-0.24,0.14,1.02,0.06,4.63,0.26,4.36,0.36,FIES,,,,,,,5.291,0.174,5.143,0.066,5.313,0.015,5.624,0.02,5.333,0.017,5.283,0.018,0.0,0.0,6.851,0.046,-8.6983812533249,0.338529492188296,5.67704001957838,0.366189845192548,-22.0516055166754,0.0368098168631979,ThinDisk,98.5699588226007,HighPM*,,,0.0278418679,4.85890323947819,8.0,1.13065697990064,1.14859724,1.10947883,5770.0,5826.96094,5719.99414,True,True
1045,2685,282.50858,15.311509,HD174457,Gaia DR3 4507523307652284288,92418.0,174457,235784135.0,15.5365,114.642,125.892,7.403251,0.782588,-27.26,,,,,,,,,,,,,,,,,,,,,,,,5.93,0.108,5.89,0.04,5.982,0.015,6.312,0.021,6.031,0.02,5.99,0.016,8.125,0.024,7.52,0.03,-53.5922498674383,0.341908646981353,16.0098988295927,0.360835010576412,-17.7114680394321,0.0635086361228305,ThinDisk,98.2184203693241,SB*,,,0.0512411222,2.741580734943,8.0,1.81836436690608,1.85095942,1.78983033,5880.0,5931.89453,5821.2583,False,True
1046,2687,278.0436,13.736565,HD171067,Gaia DR3 4508601275714721152,90864.0,171067,50226706.0,38.3448,112.616,122.562,7.034855,0.849056,-46.27,,,True,True,5643.0,101.0,4.24,0.11,-0.06,0.04,1.05,0.05,3.82,0.18,0.0,0.0,SOPHIE,,,,,,,5.621,0.148,5.437,0.047,5.565,0.014,5.897,0.024,5.626,0.023,5.557,0.021,7.892,0.023,7.197,0.023,-45.855906428687,0.358482917094363,-16.0643888263752,0.336679373778233,-14.2654208759163,0.090381700490251,ThinDisk,98.3161145740894,HighPM*,,,0.0275340341,1.90162023482896,5.0,0.935069982655403,0.950012565,0.911268175,5640.0,5705.87891,5598.18848,True,True
1047,2689,278.97174,16.975693,HD171746A,Gaia DR3 4511848202261111424,,171746A,1683329526.0,29.3281,46.178,-73.836,6.797068,0.796469,,,,,,,,,,,,,,,,,,,,,,,,,4.895,0.194,4.709,0.103,4.891,0.014,5.178,0.024,4.974,0.016,4.875,0.018,0.0,0.0,6.873,0.048,,0.337429733395248,,0.356452605557788,,0.0954514360701752,,,HighPM*,,,,,,,,,,,,,
1048,2690,278.97195,16.975264,HD171746B,Gaia DR3 4511848202267498624,,171746B,1683329536.0,29.3519,56.354,-65.16,6.884065,0.84335,,,,,,,,,,,,,,,,,,,,,,,,,4.895,0.194,4.709,0.103,4.891,0.014,5.178,0.024,4.974,0.016,4.875,0.018,0.0,0.0,7.002,0.049,,0.337429136759586,,0.356449851187256,,0.0954608171828814,,,HighPM*,,,,,,,,,,,,,
1049,2691,286.98883,16.853382,HD178428,Gaia DR3 4513165073646443008,93966.0,178428,394647304.0,47.3289,65.286,-303.234,5.910282,0.862083,17.43,,,,,,,,,,,,,,,,,,,,,,,,4.488,0.247,4.012,0.147,4.41,0.012,4.812,0.037,4.562,0.036,4.43,0.016,6.771,0.022,6.077,0.023,30.4869107115966,0.321462153786623,-1.13829525920205,0.381363526367113,-18.3922032456638,0.0356235927530948,ThinDisk,98.6313168307264,SB*,,,,,,,,,,,,,
1050,2693,284.9272,16.252577,HD176441,Gaia DR3 4513821963108970368,93252.0,176441,330503485.0,22.1022,-103.5,-123.453,6.957041,0.627722,22.25,,,True,True,6404.0,107.0,4.39,0.24,-0.02,0.16,1.34,0.06,8.21,0.54,0.0,0.0,SOPHIE,,,,,,,5.836,0.107,5.759,0.046,5.9,0.016,6.12,0.026,5.869,0.038,5.894,0.023,7.529,0.024,7.079,0.023,39.342328469337,0.330354944388164,-6.31284132116322,0.372513410012458,10.0629734024721,0.0485073415995675,ThinDisk,98.8668424414049,HighPM*,,,0.0414953604,2.38384105435643,8.0,1.26169159296893,1.29132318,1.24018836,6500.0,6561.12939,6410.20557,False,True
1051,2694,285.8608,17.067358,HD177305,Gaia DR3 4513971290539167616,93566.0,177305,355720666.0,22.637,-119.458,-62.589,7.465906,0.772791,-51.89,,,True,True,5780.0,101.0,3.95,0.1,-0.31,0.04,1.12,0.05,4.66,0.24,0.0,0.0,SOPHIE,,,,,,,6.116,0.103,6.017,0.033,6.117,0.015,6.447,0.027,6.153,0.018,6.114,0.016,8.169,0.0,7.61,0.03,-16.9642857038181,0.323035202578971,-55.3640175932398,0.379169174130105,11.7133286446528,0.0452041337407558,ThinDisk,94.9111778879656,HighPM*,,,0.0404695868,2.36642808769872,8.0,1.17199928923001,1.19518054,1.15378821,5930.0,5979.896,5869.67627,True,True
1052,2695,286.04065,17.556087,HD177459,Gaia DR3 4514202217999314560,93645.0,177459,1807526078.0,21.3898,131.9,78.716,6.826951,0.63625,-67.73,,,,,,,,,,,,,,,,,,,,,,,,5.691,0.061,5.48,0.034,5.441,0.013,,,,,,,0.0,0.0,6.897,0.046,-64.2872110562244,0.319645007934162,-32.0219888571574,0.38206529390676,-24.2476975510552,0.0460031652962639,ThinDisk,93.898652892238,HighPM*,,,,,,,,,,,,,
1053,2696,289.20242,18.976316,HD180684,Gaia DR3 4515383166527921152,94751.0,180684,1808572163.0,17.9127,10.747,-65.166,6.900482,0.716248,-1.47,,,True,True,6101.0,135.0,3.74,0.19,0.0,0.06,1.29,0.06,6.14,0.51,5.06,0.64,SOPHIE,,,,,,,5.682,0.131,5.542,0.048,5.682,0.014,5.975,0.026,5.743,0.018,5.707,0.018,0.0,0.0,6.998,0.046,10.5704356832172,0.302383806685281,-9.15814937310478,0.397329912159731,-10.5857984456528,0.028323033622246,ThinDisk,99.0456418055149,HighPM*,,,0.0422600769,1.74845738993669,8.0,1.75121170195884,1.78462434,1.72451019,6200.0,6259.40186,6131.57031,True,False
1054,2704,278.58377,18.690065,HD171488,Gaia DR3 4524317420039164544,91043.0,171488,471000657.0,28.2951,-20.104,-50.307,7.381988,0.843083,,True,True,True,True,5588.0,128.0,3.97,0.2,-0.2,0.06,1.59,1.27,3.89,0.21,41.21,1.19,"HARPS,SOPHIE",,,,,,,5.926,0.111,5.737,0.049,5.818,0.014,6.22,0.029,5.896,0.033,5.848,0.016,8.068,0.0,7.39,0.03,,0.327220306039513,,0.363367894642381,,0.104434418805431,,,BYDraV*,,,0.0379494764,2.09686539636485,8.0,1.09654465026549,1.11545146,1.07574403,5620.0,5672.01318,5570.42871,False,True
1055,2705,282.06836,23.514748,HD174160,Gaia DR3 4532560355640612608,92270.0,174160,348503219.0,34.0021,25.349,-7.144,6.067812,0.65224,3.31,,,True,True,6405.0,115.0,4.23,0.12,-0.04,0.04,1.37,0.05,8.27,0.57,2.47,0.99,SOPHIE,,,,,,,4.968,0.17,4.766,0.086,4.978,0.015,5.244,0.021,5.031,0.034,4.993,0.023,6.672,0.022,6.187,0.023,1.85544643758743,0.289335447915267,3.5331649928913,0.396191462898869,-2.91751611732571,0.0965524563195307,ThinDisk,99.2823535113071,Star,,,0.0305837747,1.12836112367465,8.0,1.25233139135507,1.28051734,1.23022377,6440.0,6502.14697,6357.55762,True,True
1056,2707,279.29355,24.433315,HD172085,Gaia DR3 4535986674382296704,91283.0,172085,322710502.0,15.5627,-52.159,-122.333,7.380598,0.715923,-34.15,,,True,True,6146.0,120.0,4.08,0.13,0.21,0.05,1.27,0.04,6.03,0.47,0.84,1.15,SOPHIE,,,,,,,6.179,0.095,6.135,0.033,6.2,0.015,6.478,0.023,6.256,0.049,6.18,0.029,8.083,0.023,7.51,0.03,13.0379405313622,0.288588349248214,-50.6174071779139,0.391327969422035,-8.66505250144032,0.11947918423936,ThinDisk,96.4153111105333,HighPM*,,,0.0494986139,1.2540287390103,8.0,1.59154930852877,1.62520278,1.56175482,6250.0,6316.77246,6175.2998,True,True
1057,2715,262.97546,16.824013,HD159063,Gaia DR3 4549900100674763264,85799.0,159063,400231203.0,20.5844,-36.599,-19.454,6.882366,0.662796,-6.31,,,True,True,6052.0,153.0,3.66,0.21,0.07,0.08,1.28,0.33,5.81,0.54,11.25,0.61,SOPHIE,,,,,,,5.792,0.108,5.688,0.049,5.779,0.016,6.021,0.023,5.814,0.026,5.747,0.02,7.511,0.023,6.984,0.023,-1.6121288364008,0.347750188673618,-10.9688171361514,0.290956241241203,2.83093913081632,0.210823106101239,ThinDisk,99.1684736317703,Star,,,0.0354165509,1.49667856650462,8.0,1.44778188800663,1.4789145,1.42502236,6380.0,6439.3291,6299.08105,False,False
1058,2719,265.8153,21.609203,HD161198,Gaia DR3 4556066746008265344,86722.0,161198,1507128971.0,45.7443,-151.428,-631.512,7.297045,0.971423,21.04,,,True,True,5275.0,106.0,4.12,0.12,-0.42,0.04,0.96,0.05,3.55,0.03,0.0,0.0,SOPHIE,,,,,,,5.534,0.17,5.361,0.054,5.515,0.015,6.009,0.018,5.654,0.018,5.545,0.016,0.0,0.0,7.471,0.046,63.7956388063403,0.31751971420086,-30.0269620984812,0.327571031346141,0.524656590078475,0.205175628033961,ThinDisk,97.4997585518661,SB*,,,0.020402601,2.06052712000169,5.0,0.814003257940072,0.824947238,0.796179652,5260.0,5309.7417,5229.64746,True,True
1059,2721,253.17142,18.062132,HD152446,Gaia DR3 4559467329305126912,82568.0,152446,351491907.0,21.1386,28.812,-22.628,6.690349,0.67689,-42.53,,,True,True,6085.0,142.0,3.7,0.21,-0.2,0.06,1.28,0.07,6.28,0.52,9.25,0.75,SOPHIE,,,,,,,5.57,0.135,5.362,0.062,5.526,0.016,5.773,0.021,5.567,0.029,5.534,0.015,7.319,0.023,6.82,0.023,-23.0758417738517,0.329698170002828,-20.5837336237317,0.25063899274167,-30.3333944417056,0.280186323618674,ThinDisk,95.9857601153222,Star,,,0.0283535123,2.66289941022741,8.0,1.59253006879812,1.62279391,1.56343198,6270.0,6334.4248,6202.22461,False,True
1060,2723,250.8754,20.716112,HD150933,Gaia DR3 4564058546264232192,81880.0,150933,347598989.0,21.3716,21.782,-30.822,7.061695,0.714715,-27.56,,,,,,,,,,,,,,,,,,,,,,,,5.932,0.138,5.803,0.051,5.892,0.015,6.137,0.026,5.93,0.023,5.85,0.017,7.742,0.023,7.198,0.023,-10.7381188260655,0.308511336447632,-15.1502271431484,0.253377242251604,-22.0181883948359,0.301074596417831,ThinDisk,98.1930138455369,Star,,,0.0259297881,2.233156500205,8.0,1.3477077316696,1.37452781,1.32519388,6210.0,6270.99609,6141.6333,False,True
1061,2726,260.6152,24.879427,HD157466,Gaia DR3 4570293086432167168,85007.0,157466,286377115.0,33.5684,74.258,-176.618,6.747256,0.705533,34.19,,,True,True,6030.0,104.0,4.09,0.12,-0.41,0.05,1.19,0.06,5.96,0.36,0.0,0.0,SOPHIE,,,,,,,5.502,0.157,5.353,0.056,5.513,0.015,5.781,0.024,5.547,0.051,5.463,0.018,7.802,0.0,6.884,0.023,41.0384979212172,0.292867739016462,14.6407675270522,0.320050309329758,1.58169093207942,0.248727242170714,ThinDisk,99.0606625032374,HighPM*,,,0.0228143539,3.52262169637379,8.0,1.0294788688695,1.0509783,1.01026952,6110.0,6171.85498,6041.02295,True,True
1062,2727,261.89407,26.794956,HD158332,Gaia DR3 4571079649562719488,85436.0,158332,359391026.0,32.6936,-101.581,273.511,7.492713,0.958102,-24.35,,,True,True,5479.0,103.0,4.28,0.12,0.28,0.04,1.02,0.05,3.0,0.12,1.76,0.14,SOPHIE,,,,,,,5.932,0.104,5.807,0.044,5.871,0.015,6.261,0.03,5.904,0.029,5.852,0.023,8.501,0.021,7.69,0.03,-47.383763938698,0.280133746267146,-4.62979106123894,0.334211911505216,10.7695986726978,0.244947192623076,ThinDisk,98.7336427942122,HighPM*,,,0.0226786975,0.917945759131957,5.0,0.979099471985069,1.00858343,0.960944474,5390.0,5429.6958,5326.19775,False,False
1063,2728,272.24445,24.158272,HD166301,Gaia DR3 4579178927092945152,88913.0,166301,332695739.0,27.6378,87.087,83.202,7.283207,0.80778,-7.51,,,,,5828.0,153.0,4.37,0.34,0.06,0.12,1.11,0.07,4.63,0.4,0.0,0.0,FIES,,,,,,,5.813,0.152,5.702,0.053,5.805,0.015,6.176,0.029,5.925,0.051,5.793,0.023,8.345,0.0,7.41,0.03,-17.2059226468146,0.297778675521707,8.63566782809422,0.364885490002369,-10.6095532355095,0.168071996508683,ThinDisk,99.134120904176,SB*,,,0.0352968313,1.80906979064273,8.0,1.11778903429357,1.14040136,1.09581065,5770.0,5827.22656,5707.99609,False,True
