,code,star,ins,drs,pipeline,yvx,ra,dec,teff,logg,feh,mhk,mhk_err,rhk,rhk_err,fwhm_ins,fwhm_g2,fwhm_garfield,fwhm_kitty,vsini,sb1,sb2,IF_SPEC,IF_CCF
1323,HD68146_HARPS15_3.3.6_Snaky,HD68146,HARPS15,3.3.6,Snaky,YV0,122.66594,-13.799205,6304.0,4.25,0.02,-16.7,20.78,-5.53,0.427,3.44,14.2,11.66,10.86,7.51,0.0,0.0,1,1
1324,HD68146_HARPS15_3.5_Snaky,HD68146,HARPS15,3.5,Snaky,YV0,122.66594,-13.799205,6304.0,4.25,0.02,-14.6,21.61,-5.48,0.416,3.45,14.21,11.67,10.85,7.51,0.0,0.0,1,1
1325,HD68168_HARPS03_3.3.6_Snaky,HD68168,HARPS03,3.3.6,Snaky,YV0,122.954952,16.523862,5722.0,4.36,0.12,2.5,3.73,-4.96,0.037,3.31,7.57,6.21,5.85,1.98,0.0,0.0,1,1
1326,HD68168_HARPS03_3.5_Snaky,HD68168,HARPS03,3.5,Snaky,YV0,122.954952,16.523862,5716.0,4.38,0.12,3.9,12.36,-4.97,0.121,3.4,7.57,6.2,5.84,1.96,0.0,0.0,1,1
1327,HD68168_HARPS15_3.3.6_Snaky,HD68168,HARPS15,3.3.6,Snaky,YV0,122.954952,16.523862,5744.0,4.35,0.16,2.2,11.9,-4.97,0.121,3.47,7.58,6.22,5.87,2.03,0.0,0.0,1,1
1328,HD68168_SOPHIE_1.0_Snaky,HD68168,SOPHIE,1.0,Snaky,YV0,122.954583,16.523861,5715.0,4.4,0.04,1.3,15.15,-4.97,0.16,4.2,7.99,6.63,6.22,1.54,0.0,0.0,1,1
1329,HD68257_SOPHIE_1.0_Snaky,HD68257,SOPHIE,1.0,Snaky,YV0,123.052917,17.647778,6136.0,4.28,0.08,0.4,37.94,-4.98,0.298,3.89,9.49,8.06,7.58,3.7,0.0,0.0,1,1
1330,HD6963_SOPHIE_1.0_Snaky,HD6963,SOPHIE,1.0,Snaky,YV0,17.674583,42.931833,5493.0,4.48,-0.24,63.8,40.93,-4.58,0.175,3.91,7.78,6.35,5.95,1.18,0.0,0.0,1,1
1331,HD69830_CORALIE14_3.8_Snaky,HD69830,CORALIE14,3.8,Snaky,YV0,124.599779,-12.632171,5436.0,4.46,0.0,3.6,12.38,-4.96,0.125,5.18,8.23,6.7,6.23,0.62,0.0,0.0,1,1
1332,HD69830_ESPRESSO18_3.2.5_Snaky,HD69830,ESPRESSO18,3.2.5,Snaky,YV0,124.599779,-12.632171,5428.0,4.46,-0.03,0.9,,-4.98,,2.63,6.91,5.43,5.07,0.91,0.0,0.0,1,1
1333,HD69830_ESPRESSO18_3.3.1_Snaky,HD69830,ESPRESSO18,3.3.1,Snaky,YV0,124.599779,-12.632171,5428.0,4.46,-0.03,0.9,,-4.98,,2.63,6.91,5.43,5.07,0.9,0.0,0.0,1,1
1334,HD69830_ESPRESSO19_3.2.5_Snaky,HD69830,ESPRESSO19,3.2.5,Snaky,YV0,124.599779,-12.632171,5431.0,4.46,-0.03,5.9,,-4.93,,2.71,6.94,5.44,5.08,0.91,0.0,0.0,1,1
1335,HD69830_ESPRESSO19_3.3.1_Snaky,HD69830,ESPRESSO19,3.3.1,Snaky,YV0,124.599779,-12.632171,5431.0,4.46,-0.03,5.9,,-4.93,,2.71,6.94,5.44,5.08,0.91,0.0,0.0,1,1
1336,HD69830_HARPS03_3.2.5_Snaky,HD69830,HARPS03,3.2.5,Snaky,YV0,124.599779,-12.632171,5431.0,4.46,-0.03,2.1,2.99,-4.96,0.029,3.32,7.03,5.58,5.2,0.79,0.0,0.0,1,1
1337,HD69830_HARPS03_3.3.6_Snaky,HD69830,HARPS03,3.3.6,Snaky,YV0,124.599779,-12.632171,5431.0,4.46,-0.03,2.0,3.01,-4.96,0.029,3.32,7.03,5.58,5.2,0.93,0.0,0.0,1,1
1338,HD69830_HARPS03_3.5_Snaky,HD69830,HARPS03,3.5,Snaky,YV0,124.599779,-12.632171,5431.0,4.46,-0.03,2.2,3.06,-4.96,0.03,3.31,7.03,5.57,5.19,0.9,0.0,0.0,1,1
1339,HD69830_HARPS15_3.3.6_Snaky,HD69830,HARPS15,3.3.6,Snaky,YV0,124.599779,-12.632171,5428.0,4.46,-0.03,2.3,1.63,-4.96,0.017,3.41,7.06,5.61,5.24,0.88,0.0,0.0,1,1
1340,HD69830_HARPS15_3.5_Snaky,HD69830,HARPS15,3.5,Snaky,YV0,124.599779,-12.632171,5428.0,4.46,-0.03,2.6,1.8,-4.96,0.018,3.43,7.06,5.61,5.23,0.86,0.0,0.0,1,1
1341,HD69897_SOPHIE_1.0_Snaky,HD69897,SOPHIE,1.0,Snaky,YV0,125.01625,27.218611,6229.0,4.28,-0.28,2.7,19.64,-4.96,0.201,4.0,9.58,8.3,7.81,3.96,0.0,0.0,1,1
1342,HD69965_HARPS03_3.3.6_Snaky,HD69965,HARPS03,3.3.6,Snaky,YV0,124.812901,-5.619516,5884.0,4.35,-0.08,-0.0,25.18,-5.09,0.316,3.29,7.58,6.37,6.07,2.28,0.0,0.0,1,1
1343,HD69965_HARPS03_3.5_Snaky,HD69965,HARPS03,3.5,Snaky,YV0,124.812901,-5.619516,5879.0,4.32,-0.07,6.6,27.36,-5.0,0.287,3.26,7.59,6.37,6.06,2.26,0.0,0.0,1,1
1344,HD70110_CORALIE07_3.4_Snaky,HD70110,CORALIE07,3.4,Snaky,YV0,125.054165,-0.909314,5962.0,4.21,0.14,7.0,20.78,-5.0,0.2,5.21,9.73,8.2,7.67,3.46,0.0,0.0,1,1
1345,HD70110_SOPHIE_1.0_Snaky,HD70110,SOPHIE,1.0,Snaky,YV0,125.054083,-0.909111,5993.0,4.21,0.17,6.8,35.79,-5.0,0.321,4.3,9.14,7.8,7.33,3.47,0.0,0.0,1,1
1346,HD70923_CORALIE14_3.8_Snaky,HD70923,CORALIE14,3.8,Snaky,YV0,126.138578,-1.148413,,,,,,,,,8.78,7.09,6.39,,0.0,0.0,0,1
1347,HD70958_HARPN_3.0.1_Snaky,HD70958,HARPN,3.0.1,Snaky,YV0,126.145892,-3.751242,7182.0,4.0,0.0,97.0,43.55,-4.48,0.138,3.1,75.77,68.37,188.01,77.87,0.0,0.0,1,1
1348,HD71148_SOPHIE_1.0_Snaky,HD71148,SOPHIE,1.0,Snaky,YV0,126.90325,45.652972,5818.0,4.41,0.01,12.9,57.0,-5.32,0.484,4.26,8.08,6.77,6.39,1.91,0.0,0.0,1,1
1349,HD71244_SOPHIE_1.0_Snaky,HD71244,SOPHIE,1.0,Snaky,YV0,127.215833,53.862222,6068.0,4.34,-0.25,-4.3,50.57,-5.04,0.464,4.08,9.2,7.98,7.51,3.79,0.0,0.0,1,1
1350,HD7134_CORALIE14_3.8_Snaky,HD7134,CORALIE14,3.8,Snaky,YV0,17.883668,-12.843082,5933.0,4.38,-0.23,-6.6,19.0,-5.12,0.271,5.85,8.32,7.08,6.68,1.43,0.0,0.0,1,1
1351,HD7134_HARPN_3.0.1_Snaky,HD7134,HARPN,3.0.1,Snaky,YV0,17.883668,-12.843082,5961.0,4.36,-0.27,-1.4,5.39,-5.0,0.059,3.09,7.21,6.04,5.78,1.9,0.0,0.0,1,1
1352,HD7134_HARPS03_3.2.5_Snaky,HD7134,HARPS03,3.2.5,Snaky,YV0,17.883668,-12.843082,5961.0,4.36,-0.27,-0.5,3.6,-4.99,0.039,3.29,7.27,6.11,5.85,1.74,0.0,0.0,1,1
1353,HD7134_HARPS03_3.3.6_Snaky,HD7134,HARPS03,3.3.6,Snaky,YV0,17.883668,-12.843082,5961.0,4.36,-0.27,-0.5,3.56,-4.99,0.039,3.29,7.27,6.11,5.85,1.74,0.0,0.0,1,1
1354,HD7134_HARPS03_3.5_Snaky,HD7134,HARPS03,3.5,Snaky,YV0,17.883668,-12.843082,5961.0,4.36,-0.27,-0.7,4.22,-4.99,0.046,3.27,7.27,6.1,5.84,1.72,0.0,0.0,1,1
1355,HD7134_HARPS15_3.2.5_Snaky,HD7134,HARPS15,3.2.5,Snaky,YV0,17.883668,-12.843082,5961.0,4.36,-0.27,0.4,5.56,-4.98,0.06,3.42,7.3,6.15,5.89,1.87,0.0,0.0,1,1
1356,HD7134_HARPS15_3.3.6_Snaky,HD7134,HARPS15,3.3.6,Snaky,YV0,17.883668,-12.843082,5961.0,4.36,-0.27,0.4,5.62,-4.98,0.06,3.42,7.3,6.15,5.88,2.04,0.0,0.0,1,1
1357,HD7134_HARPS15_3.5_Snaky,HD7134,HARPS15,3.5,Snaky,YV0,17.883668,-12.843082,5972.0,4.37,-0.25,1.1,5.01,-4.98,0.052,3.5,7.31,6.15,5.88,1.84,0.0,0.0,1,1
1358,HD7134_SOPHIE_1.0_Snaky,HD7134,SOPHIE,1.0,Snaky,YV0,17.88375,-12.842917,5998.0,4.37,-0.24,6.1,58.92,-5.25,0.472,3.88,7.73,6.55,6.3,1.36,0.0,0.0,1,1
1359,HD71479_CORALIE14_3.8_Snaky,HD71479,CORALIE14,3.8,Snaky,YV0,126.89636,-5.148636,5879.0,4.2,0.19,-3.2,18.29,-5.13,0.228,5.07,9.0,7.52,7.04,2.38,0.0,0.0,1,1
1360,HD71479_HARPN_3.0.1_Snaky,HD71479,HARPN,3.0.1,Snaky,YV0,126.89636,-5.148636,5925.0,4.25,0.22,3.4,14.72,-4.96,0.147,3.17,7.96,6.62,6.23,2.7,0.0,0.0,1,1
1361,HD71479_HARPS03_3.3.6_Snaky,HD71479,HARPS03,3.3.6,Snaky,YV0,126.89636,-5.148636,5902.0,4.23,0.19,2.7,3.42,-4.96,0.034,3.32,7.98,6.65,6.25,2.53,0.0,0.0,1,1
1362,HD71479_HARPS03_3.5_Snaky,HD71479,HARPS03,3.5,Snaky,YV0,126.89636,-5.148636,5902.0,4.23,0.19,2.8,3.7,-4.96,0.037,3.3,7.98,6.64,6.25,2.52,0.0,0.0,1,1
1363,HD71640_SOPHIE_1.0_Snaky,HD71640,SOPHIE,1.0,Snaky,YV0,127.15,1.2475,6110.0,4.31,-0.18,32.6,82.54,-4.74,0.458,4.07,8.45,7.23,6.81,2.61,0.0,0.0,1,1
1364,HD71827_SOPHIE_1.0_Snaky,HD71827,SOPHIE,1.0,Snaky,YV0,129.31,77.046778,6110.0,4.31,-0.18,-1.1,63.69,-5.01,0.458,4.17,9.54,8.2,7.69,4.01,0.0,1.0,1,1
1365,HD71881_SOPHIE_1.0_Snaky,HD71881,SOPHIE,1.0,Snaky,YV0,127.979583,50.616694,5898.0,4.36,-0.01,4.5,39.75,-4.94,0.248,4.19,7.92,6.63,6.26,1.41,0.0,0.0,1,1
1366,HD7193_HARPS15_3.3.6_Snaky,HD7193,HARPS15,3.3.6,Snaky,YV0,18.07979,12.28182,6133.0,4.25,-0.23,69.2,32.5,-4.58,0.129,3.49,12.44,10.39,9.72,6.66,0.0,0.0,1,1
1367,HD7193_SOPHIE_1.0_Snaky,HD7193,SOPHIE,1.0,Snaky,YV0,18.08,12.281944,6079.0,4.32,-0.38,76.2,38.01,-4.53,0.131,4.08,12.7,10.45,9.7,7.76,0.0,0.0,1,1
1368,HD72659_HARPS03_3.3.6_Snaky,HD72659,HARPS03,3.3.6,Snaky,YV0,128.513292,-1.568216,5903.0,4.19,0.0,4.8,15.28,-4.94,0.149,3.28,7.65,6.35,6.02,2.13,0.0,0.0,1,1
1369,HD72659_HARPS03_3.5_Snaky,HD72659,HARPS03,3.5,Snaky,YV0,128.513292,-1.568216,5903.0,4.19,0.0,4.8,13.3,-4.94,0.125,3.26,7.64,6.34,6.01,2.35,0.0,0.0,1,1
1370,HD72659_HARPS15_3.3.6_Snaky,HD72659,HARPS15,3.3.6,Snaky,YV0,128.513292,-1.568216,5908.0,4.2,-0.0,4.1,12.08,-4.94,0.119,3.39,7.67,6.38,6.05,2.23,0.0,0.0,1,1
1371,HD72659_HARPS15_3.5_Snaky,HD72659,HARPS15,3.5,Snaky,YV0,128.513292,-1.568216,5903.0,4.19,0.0,3.8,13.94,-4.95,0.14,3.36,7.67,6.37,6.05,2.23,0.0,0.0,1,1
1372,HD7284_SOPHIE_1.0_Snaky,HD7284,SOPHIE,1.0,Snaky,YV0,18.54375,58.812306,6102.0,4.28,-0.05,7.9,28.22,-4.95,0.348,3.35,11.85,9.96,9.3,5.89,0.0,0.0,1,1
1373,HD72905_NEID_1.0_Snaky,HD72905,NEID,1.0,Snaky,YV0,129.798491,65.021285,5884.0,4.44,-0.0,62.1,4.74,-4.58,0.02,2.79,14.57,13.53,13.16,9.61,0.0,0.0,1,1
1374,HD72905_SOPHIE_1.0_Snaky,HD72905,SOPHIE,1.0,Snaky,YV0,129.799167,65.020889,5845.0,4.45,-0.01,184.3,43.8,-4.24,0.101,4.28,14.44,11.58,10.79,7.46,0.0,0.0,1,1
1375,HD72946_SOPHIE_1.0_Snaky,HD72946,SOPHIE,1.0,Snaky,YV0,128.963625,6.622778,5561.0,4.45,0.01,52.8,16.01,-4.62,0.075,4.21,8.38,6.92,6.46,2.31,0.0,0.0,1,1
1376,HD73344_NEID_1.0_Snaky,HD73344,NEID,1.0,Snaky,YV0,129.689445,23.685265,6126.0,4.37,0.14,36.2,14.22,-4.71,0.073,3.17,10.49,8.89,8.37,5.31,0.0,0.0,1,1
1377,HD73344_SOPHIE_1.0_Snaky,HD73344,SOPHIE,1.0,Snaky,YV0,129.689667,23.685906,6086.0,4.34,0.09,40.1,27.66,-4.69,0.134,4.16,10.81,9.14,8.59,5.94,0.0,0.0,1,1
1378,HD73350_CORALIE14_3.8_Snaky,HD73350,CORALIE14,3.8,Snaky,YV0,129.459557,-6.806883,5717.0,4.46,0.08,69.1,17.04,-4.56,0.068,4.83,9.34,7.72,7.22,3.07,0.0,0.0,1,1
1379,HD73350_HARPS03_3.3.6_Snaky,HD73350,HARPS03,3.3.6,Snaky,YV0,129.459557,-6.806883,5741.0,4.39,0.06,84.6,11.77,-4.5,0.043,3.13,8.37,6.97,6.54,3.34,0.0,0.0,1,1
1380,HD73350_HARPS03_3.5_Snaky,HD73350,HARPS03,3.5,Snaky,YV0,129.459557,-6.806883,5727.0,4.43,0.07,98.1,11.9,-4.45,0.037,3.38,8.39,6.98,6.56,3.38,0.0,0.0,1,1
1381,HD73350_HARPS15_3.3.6_Snaky,HD73350,HARPS15,3.3.6,Snaky,YV0,129.459557,-6.806883,5758.0,4.39,0.07,77.7,4.85,-4.52,0.018,3.22,8.37,6.97,6.55,3.3,0.0,0.0,1,1
1382,HD7345_HARPS03_3.3.6_Snaky,HD7345,HARPS03,3.3.6,Snaky,YV0,18.438561,7.578244,6273.0,4.07,-0.17,1.3,13.39,-4.97,0.151,3.25,11.16,9.47,8.84,5.84,1.0,1.0,1,1
1383,HD7345_HARPS15_3.3.6_Snaky,HD7345,HARPS15,3.3.6,Snaky,YV0,18.438561,7.578244,6323.0,4.06,-0.17,-25.6,20.26,-5.73,0.51,3.93,11.13,9.34,8.78,5.38,0.0,1.0,1,1
1384,HD7345_SOPHIE_1.0_Snaky,HD7345,SOPHIE,1.0,Snaky,YV0,18.43875,7.57825,6308.0,4.24,-0.19,-34.1,25.53,-6.03,0.458,4.24,14.91,9.64,471.41,61.28,1.0,1.0,1,1
1385,HD73636_SOPHIE_1.0_Snaky,HD73636,SOPHIE,1.0,Snaky,YV0,130.310833,47.480611,6005.0,4.25,0.13,1.0,47.35,-4.99,0.43,4.18,10.23,8.7,8.18,4.62,0.0,1.0,1,1
1386,HD73667_HARPS03_3.3.6_Snaky,HD73667,HARPS03,3.3.6,Snaky,YV0,129.961633,11.522672,5108.0,4.55,-0.42,-3.1,12.91,-5.03,0.156,3.34,6.65,5.17,4.77,0.19,0.0,0.0,1,1
1387,HD73667_HARPS03_3.5_Snaky,HD73667,HARPS03,3.5,Snaky,YV0,129.961633,11.522672,5108.0,4.55,-0.42,-4.5,13.85,-5.05,0.173,3.31,6.64,5.16,4.76,0.19,0.0,0.0,1,1
1388,HD73667_SOPHIE_1.0_Snaky,HD73667,SOPHIE,1.0,Snaky,YV0,129.9625,11.522778,5124.0,4.56,-0.5,0.1,,-4.99,,4.13,7.17,5.76,5.3,0.32,0.0,0.0,1,1
1389,HD73835_SOPHIE_1.0_Snaky,HD73835,SOPHIE,1.0,Snaky,YV0,134.101667,83.887389,6060.0,4.35,-0.25,-2.8,46.72,-5.12,0.455,3.26,7.76,6.64,6.35,1.48,0.0,0.0,1,1
1390,HD74011_SOPHIE_1.0_Snaky,HD74011,SOPHIE,1.0,Snaky,YV0,130.628417,34.187694,5769.0,4.24,-0.54,-3.6,16.44,-5.04,0.198,4.16,7.69,6.56,6.29,1.94,0.0,0.0,1,1
1391,HD74014_HARPS03_3.3.6_Snaky,HD74014,HARPS03,3.3.6,Snaky,YV0,130.327338,-4.80894,5547.0,4.36,0.24,0.9,2.4,-4.98,0.025,3.3,7.5,6.05,5.64,1.61,0.0,0.0,1,1
1392,HD74014_HARPS03_3.5_Snaky,HD74014,HARPS03,3.5,Snaky,YV0,130.327338,-4.80894,5552.0,4.36,0.24,0.8,2.56,-4.98,0.027,3.28,7.5,6.04,5.64,1.6,0.0,0.0,1,1
1393,HD7439_HARPN_3.0.1_Snaky,HD7439,HARPN,3.0.1,Snaky,YV0,18.600169,-7.922826,6361.0,4.12,-0.26,-2.6,22.89,-5.04,0.3,3.18,10.53,9.03,8.44,4.96,0.0,0.0,1,1
1394,HD7439_HARPS03_3.3.6_Snaky,HD7439,HARPS03,3.3.6,Snaky,YV0,18.600169,-7.922826,6392.0,4.14,-0.26,-4.3,2.57,-5.04,0.032,3.3,10.48,8.87,8.26,4.71,0.0,0.0,1,1
1395,HD7439_HARPS03_3.5_Snaky,HD7439,HARPS03,3.5,Snaky,YV0,18.600169,-7.922826,6392.0,4.14,-0.26,-2.8,22.32,-5.1,0.293,3.19,10.62,9.0,8.38,4.85,0.0,0.0,1,1
1396,HD7439_HARPS15_3.3.6_Snaky,HD7439,HARPS15,3.3.6,Snaky,YV0,18.600169,-7.922826,6380.0,4.12,-0.25,-2.9,23.35,-5.22,0.314,3.57,10.51,9.0,8.42,4.89,0.0,0.0,1,1
1397,HD7449_HARPS03_3.3.6_Snaky,HD7449,HARPS03,3.3.6,Snaky,YV0,18.622176,-5.047393,5930.0,4.38,-0.16,9.4,4.54,-4.9,0.039,3.33,8.03,6.83,6.47,3.1,0.0,0.0,1,1
1398,HD7449_HARPS03_3.5_Snaky,HD7449,HARPS03,3.5,Snaky,YV0,18.622176,-5.047393,5913.0,4.37,-0.16,8.5,4.75,-4.9,0.042,3.32,8.03,6.83,6.46,3.1,0.0,0.0,1,1
1399,HD7449_HARPS15_3.3.6_Snaky,HD7449,HARPS15,3.3.6,Snaky,YV0,18.622176,-5.047393,5930.0,4.38,-0.16,11.8,5.12,-4.88,0.043,3.4,8.06,6.86,6.5,3.14,0.0,0.0,1,1
1400,HD7449_HARPS15_3.5_Snaky,HD7449,HARPS15,3.5,Snaky,YV0,18.622176,-5.047393,5920.0,4.38,-0.16,11.5,5.24,-4.88,0.044,3.39,8.06,6.86,6.49,3.14,0.0,0.0,1,1
1401,HD74655_SOPHIE_1.0_Snaky,HD74655,SOPHIE,1.0,Snaky,YV0,131.458608,20.022279,6103.0,4.24,-0.03,-35.5,83.52,-5.94,0.512,3.3,9.39,8.03,7.53,3.72,0.0,1.0,1,1
1402,HD75302_HARPS03_3.3.6_Snaky,HD75302,HARPS03,3.3.6,Snaky,YV0,132.302203,3.484755,5684.0,4.45,0.06,55.1,14.17,-4.61,0.064,3.3,7.67,6.26,5.88,2.15,0.0,0.0,1,1
1403,HD75302_HARPS03_3.5_Snaky,HD75302,HARPS03,3.5,Snaky,YV0,132.302203,3.484755,5683.0,4.45,0.06,56.8,14.94,-4.61,0.067,3.88,7.69,6.26,5.88,2.14,0.0,0.0,1,1
1404,HD75302_HARPS15_3.3.6_Snaky,HD75302,HARPS15,3.3.6,Snaky,YV0,132.302203,3.484755,5676.0,4.46,0.06,63.3,7.49,-4.58,0.032,3.4,7.73,6.28,5.9,2.24,0.0,0.0,1,1
1405,HD75302_SOPHIE_1.0_Snaky,HD75302,SOPHIE,1.0,Snaky,YV0,132.302083,3.48475,5701.0,4.48,0.02,57.9,18.21,-4.6,0.087,4.17,8.14,6.72,6.29,1.79,0.0,0.0,1,1
1406,HD75332_SOPHIE_1.0_Snaky,HD75332,SOPHIE,1.0,Snaky,YV0,132.633333,33.285,6057.0,4.34,0.03,92.3,20.03,-4.47,0.065,4.04,13.76,11.31,10.6,7.16,0.0,0.0,1,1
1407,HD75528_SOPHIE_1.0_Snaky,HD75528,SOPHIE,1.0,Snaky,YV0,132.755833,15.350639,5959.0,4.25,0.19,18.6,24.2,-4.84,0.263,4.52,8.88,7.52,7.06,3.1,0.0,0.0,1,1
1408,HD75616_SOPHIE_1.0_Snaky,HD75616,SOPHIE,1.0,Snaky,YV0,133.275417,52.390139,6229.0,4.28,-0.26,91.4,19.31,-4.47,0.064,3.76,15.75,14.58,14.02,9.79,0.0,0.0,1,1
1409,HD75732_ESPRESSO18_3.2.5_Snaky,HD75732,ESPRESSO18,3.2.5,Snaky,YV0,133.149213,28.330821,5289.0,4.44,0.34,8.2,,-4.91,,2.81,7.39,5.8,5.28,1.36,0.0,0.0,1,1
1410,HD75732_ESPRESSO19_3.2.5_Snaky,HD75732,ESPRESSO19,3.2.5,Snaky,YV0,133.149213,28.330821,5283.0,4.45,0.32,6.5,,-4.92,,2.78,7.39,5.79,5.27,1.33,0.0,0.0,1,1
1411,HD75732_ESPRESSO19_3.3.1_Snaky,HD75732,ESPRESSO19,3.3.1,Snaky,YV0,133.149213,28.330821,5283.0,4.45,0.32,6.4,,-4.92,,2.78,7.39,5.79,5.27,1.33,0.0,0.0,1,1
1412,HD75732_HARPN_3.0.1_Snaky,HD75732,HARPN,3.0.1,Snaky,YV0,133.149213,28.330821,5263.0,4.46,0.3,3.9,1.0,-4.95,0.01,3.13,7.48,5.94,5.43,1.59,0.0,0.0,1,1
1413,HD75732_HARPS03_3.3.6_Snaky,HD75732,HARPS03,3.3.6,Snaky,YV0,133.149213,28.330821,5283.0,4.45,0.32,2.3,5.82,-4.96,0.059,3.43,7.46,5.94,5.43,1.43,0.0,0.0,1,1
1414,HD75732_HARPS03_3.5_Snaky,HD75732,HARPS03,3.5,Snaky,YV0,133.149213,28.330821,5283.0,4.45,0.32,2.2,5.83,-4.96,0.059,3.41,7.46,5.93,5.42,1.41,0.0,0.0,1,1
1415,HD75732_NEID-HE_1.0_Snaky,HD75732,NEID-HE,1.0,Snaky,YV0,133.146837,28.329815,5269.0,4.45,0.27,7.4,5.98,-4.92,0.054,4.14,7.93,6.34,5.8,0.99,0.0,0.0,1,1
1416,HD75732_NEID_1.0_Snaky,HD75732,NEID,1.0,Snaky,YV0,133.146837,28.329815,5260.0,4.46,0.26,-2.8,3.09,-5.02,0.031,3.09,7.49,5.89,5.38,1.49,0.0,0.0,1,1
1417,HD75732_SOPHIE_1.0_Snaky,HD75732,SOPHIE,1.0,Snaky,YV0,133.149208,28.330819,5269.0,4.46,0.3,1.8,3.91,-4.97,0.04,4.17,7.94,6.43,5.89,1.16,0.0,0.0,1,1
1418,HD75782_SOPHIE_1.0_Snaky,HD75782,SOPHIE,1.0,Snaky,YV0,133.297917,37.070278,5984.0,4.21,0.23,4.6,48.15,-5.14,0.482,4.28,9.36,7.98,7.47,4.2,0.0,0.0,1,1
1419,HD75881_HARPS03_3.3.6_Snaky,HD75881,HARPS03,3.3.6,Snaky,YV0,133.085049,-12.808694,6141.0,4.18,0.09,1.7,14.88,-4.97,0.155,3.1,10.46,8.93,8.36,5.22,0.0,0.0,1,1
1420,HD75881_HARPS15_3.3.6_Snaky,HD75881,HARPS15,3.3.6,Snaky,YV0,133.085049,-12.808694,6130.0,4.17,0.08,1.3,20.0,-4.97,0.199,3.42,10.48,8.94,8.37,5.25,0.0,0.0,1,1
1421,HD75881_HARPS15_3.5_Snaky,HD75881,HARPS15,3.5,Snaky,YV0,133.085049,-12.808694,6130.0,4.17,0.09,0.9,15.11,-4.98,0.174,3.44,10.49,8.94,8.37,5.24,0.0,0.0,1,1
1422,HD75881_SOPHIE_1.0_Snaky,HD75881,SOPHIE,1.0,Snaky,YV0,133.085125,-12.808444,6097.0,4.25,0.09,-9.5,58.57,-5.59,0.554,4.29,10.87,9.22,8.64,5.92,0.0,0.0,1,1
1423,HD7590_SOPHIE_1.0_Snaky,HD7590,SOPHIE,1.0,Snaky,YV0,19.121875,42.939417,5843.0,4.43,-0.13,87.0,45.2,-4.49,0.155,4.22,11.6,9.64,9.02,5.73,0.0,0.0,1,1
1424,HD75933_SOPHIE_1.0_Snaky,HD75933,SOPHIE,1.0,Snaky,YV0,133.625,40.133278,5898.0,4.24,-0.13,0.9,15.64,-4.98,0.166,4.15,8.04,6.81,6.43,1.9,0.0,0.0,1,1
1425,HD76151_ESPRESSO19_3.2.5_Snaky,HD76151,ESPRESSO19,3.2.5,Snaky,YV0,133.574779,-5.434459,5726.0,4.4,0.06,29.6,2.91,-4.75,0.018,2.7,7.26,5.78,5.44,1.27,0.0,0.0,1,1
1426,HD76151_ESPRESSO19_3.3.1_Snaky,HD76151,ESPRESSO19,3.3.1,Snaky,YV0,133.574779,-5.434459,5726.0,4.4,0.06,,,,,2.74,7.26,5.78,5.44,1.27,0.0,0.0,0,1
1427,HD76151_HARPN_3.0.1_Snaky,HD76151,HARPN,3.0.1,Snaky,YV0,133.574779,-5.434459,5727.0,4.4,0.06,44.1,11.8,-4.67,0.061,2.79,7.38,5.93,5.59,1.7,0.0,0.0,1,1
1428,HD76151_HARPS03_3.3.6_Snaky,HD76151,HARPS03,3.3.6,Snaky,YV0,133.574779,-5.434459,5727.0,4.4,0.05,38.6,3.81,-4.7,0.021,3.28,7.35,5.92,5.58,1.36,0.0,0.0,1,1
1429,HD76151_HARPS03_3.5_Snaky,HD76151,HARPS03,3.5,Snaky,YV0,133.574779,-5.434459,5729.0,4.4,0.06,38.7,4.0,-4.7,0.022,3.26,7.35,5.91,5.57,1.34,0.0,0.0,1,1
1430,HD76151_HARPS15_3.3.6_Snaky,HD76151,HARPS15,3.3.6,Snaky,YV0,133.574779,-5.434459,5726.0,4.4,0.06,36.2,5.86,-4.71,0.034,3.41,7.38,5.96,5.62,1.37,0.0,0.0,1,1
1431,HD76151_HARPS15_3.5_Snaky,HD76151,HARPS15,3.5,Snaky,YV0,133.574779,-5.434459,5727.0,4.4,0.06,34.2,5.96,-4.72,0.035,3.44,7.38,5.92,5.56,1.25,0.0,0.0,1,1
1432,HD76349_SOPHIE_1.0_Snaky,HD76349,SOPHIE,1.0,Snaky,YV0,134.164167,33.257806,6054.0,4.31,-0.37,2.9,50.55,-5.01,0.442,4.1,8.14,7.03,6.65,2.28,0.0,0.0,1,1
1433,HD7661_CORALIE14_3.8_Snaky,HD7661,CORALIE14,3.8,Snaky,YV0,19.100812,-12.097001,5456.0,4.49,0.1,129.1,25.88,-4.37,0.066,4.71,9.56,7.84,7.2,3.28,0.0,0.0,1,1
1434,HD7661_HARPS03_3.3.6_Snaky,HD7661,HARPS03,3.3.6,Snaky,YV0,19.100812,-12.097001,5437.0,4.53,0.02,120.4,10.38,-4.39,0.029,3.3,8.48,6.93,6.45,3.39,0.0,0.0,1,1
1435,HD7661_HARPS03_3.5_Snaky,HD7661,HARPS03,3.5,Snaky,YV0,19.100812,-12.097001,5441.0,4.53,0.02,119.6,11.45,-4.39,0.032,3.28,8.47,6.91,6.42,3.36,0.0,0.0,1,1
