,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,ID,WDS_code,hip,Sptype,mv1,mv2,period,ecc,prlx,semi_arcsec,semi_AU,inc,Mdyn,Mph,Msp,M1,M2,origin,bibcode,Ms2,node,T0,omega,sep_arcsec,sep_last,vmag,plx,dist,Ms,Flux_ratio,WDS(code),Ms1,src
1638,HD26990,Gaia DR3 3297396274614449920,HD26990,HIP19911,-,TIC283826260,-,-,J04163+0710AB,G0V:,**,64.0688,7.1594,787,04163+0710,,,7.7,9.7,5.7,0.8,,0.1,,148.0,,,,,,StelleDoppie,ORB6,0.57,358.0,1997.0,48.0,,,7.471,24.8147,40.299,0.905,15.85,04163+0710,,4
1639,HD29310,Gaia DR3 3309493720019304576,HD29310,HIP21543,-,TIC245902283,-,-,J04375+1509AB,G0,BY*,69.3833,15.1465,793,04375+1509,,G0,6.2,8.0,,,,,,,,,,,,WDS_THE.csv,,0.66,,,,0.0,0.1,7.545,25.6437,38.996,1.005,19.05,04375+1509,,8
1640,HD29310,Gaia DR3 3309493720019304576,HD29310,HIP21543,-,TIC245902283,-,-,J04375+1509AB,G0,BY*,69.3833,15.1465,793,04375+1509,HIP21543,G0            ,7.6,11.1,72.4,0.74,20.0,0.54,,,,,,,,Malkov+12,2012A&A...546A..69M,0.45,,,,,,7.545,25.6437,38.996,1.005,3.98,04375+1509,,4
1641,HD29310,Gaia DR3 3309493720019304576,HD29310,HIP21543,-,TIC245902283,-,-,J04375+1509AB,G0,BY*,69.3833,15.1465,793,04375+1509,,,7.53,,2.1,,,0.04,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.545,25.6437,38.996,1.005,,04375+1509,,2
1642,HD29310,Gaia DR3 3309493720019304576,HD29310,HIP21543,-,TIC245902283,-,-,J04375+1509AB,G0,BY*,69.3833,15.1465,793,04375+1509,HIP21543,,7.6,11.1,124.9,0.2,,,,73.7,,,,,,ORB6,Tok2021b,0.45,324.0,2049.6,260.5,,,7.545,25.6437,38.996,1.005,3.98,04375+1509,,5
1643,HD29310,Gaia DR3 3309493720019304576,HD29310,HIP21543,-,TIC245902283,-,-,J04375+1509AB,G0,BY*,69.3833,15.1465,793,04375+1509,HIP21543,,7.6,,2.1,0.4,,,,144.0,,,,,,ORB6,Tok2021b,,319.3,1999.82,339.2,,,7.545,25.6437,38.996,1.005,,04375+1509,,6
1644,HD29310,Gaia DR3 3309493720019304576,HD29310,HIP21543,-,TIC245902283,-,-,J04375+1509AB,G0,BY*,69.3833,15.1465,793,04375+1509,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.545,25.6437,38.996,1.005,,04375+1509,,7
1645,HD29310,Gaia DR3 3309493720019304576,HD29310,HIP21543,-,TIC245902283,-,-,J04375+1509AB,G0,BY*,69.3833,15.1465,793,04375+1509,,G0,7.6,11.1,,,,,,,,,,,,WDS_THE.csv,,0.45,,,,0.2,0.6,7.545,25.6437,38.996,1.005,3.98,04375+1509,,9
1646,HD29310,Gaia DR3 3309493720019304576,HD29310,HIP21543,-,TIC245902283,-,-,J04375+1509AB,G0,BY*,69.3833,15.1465,793,04375+1509,,,7.53,,124.9,,,0.67,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.545,25.6437,38.996,1.005,,04375+1509,,3
1647,HD29310,Gaia DR3 3309493720019304576,HD29310,HIP21543,-,TIC245902283,-,-,J04375+1509AB,G0,BY*,69.3833,15.1465,793,04375+1509,HIP21543,G0            ,7.6,11.1,72.4,0.4,20.0,0.54,,108.85,,,,,,COMPOSITE,,0.45,321.65,2024.71,299.85,0.1,,7.545,25.6437,38.996,1.005,3.98,04375+1509,,1
1648,HD27836,Gaia DR3 3311151233797884416,HD27836,HIP20553,-,TIC435939639,-,-,J04242+1445AB,G0V(e),BY*,66.052,14.7582,795,04242+1445,,,7.58,,111.8,,,0.73,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.58,20.8562,47.947,1.045,,04242+1445,,2
1649,HD27836,Gaia DR3 3311151233797884416,HD27836,HIP20553,-,TIC435939639,-,-,J04242+1445AB,G0V(e),BY*,66.052,14.7582,795,04242+1445,,G1V,7.78,10.8,,,,,,,,,,,,WDS_THE.csv,,0.52,,,,0.3,0.6,7.58,20.8562,47.947,1.045,6.19,04242+1445,,6
1650,HD27836,Gaia DR3 3311151233797884416,HD27836,HIP20553,-,TIC435939639,-,-,J04242+1445AB,G0V(e),BY*,66.052,14.7582,795,04242+1445,,,7.78,10.8,111.8,0.97,,0.73,,116.05,,,,,,COMPOSITE,,0.52,162.8,1995.165,108.05,0.3,,7.58,20.8562,47.947,1.045,5.75,04242+1445,,1
1651,HD27836,Gaia DR3 3311151233797884416,HD27836,HIP20553,-,TIC435939639,-,-,J04242+1445AB,G0V(e),BY*,66.052,14.7582,795,04242+1445,HIP20553,,7.78,10.8,111.8,0.97,,,,116.1,,,,,,ORB6,Zir2008,0.52,162.6,1995.33,108.1,,,7.58,20.8562,47.947,1.045,6.19,04242+1445,,4
1652,HD27836,Gaia DR3 3311151233797884416,HD27836,HIP20553,-,TIC435939639,-,-,J04242+1445AB,G0V(e),BY*,66.052,14.7582,795,04242+1445,HIP20553,G1V           ,7.78,10.8,111.8,0.97,22.77,0.73,,,,,,,,Malkov+12,2012A&A...546A..69M,0.52,,,,,,7.58,20.8562,47.947,1.045,6.19,04242+1445,,3
1653,HD27836,Gaia DR3 3311151233797884416,HD27836,HIP20553,-,TIC435939639,-,-,J04242+1445AB,G0V(e),BY*,66.052,14.7582,795,04242+1445,,,7.7,10.8,112.0,0.97,,0.73,,116.0,,,,,,StelleDoppie,ORB6,0.51,163.0,1995.0,108.0,,,7.58,20.8562,47.947,1.045,5.75,04242+1445,,5
1654,HD27691A,Gaia DR3 3311221224583178368,HD27691A,-,-,-,-,-,J04227+1503A,F8V,SB*,65.6841,15.0561,796,04227+1503,,,7.3,8.6,247.0,0.28,,1.2,,138.0,,,,,,StelleDoppie,ORB6,0.57,197.0,1893.0,56.7,,,7.251,21.1877,47.197,0.775,30.2,04227+1503,,6
1655,HD27691A,Gaia DR3 3311221224583178368,HD27691A,-,-,-,-,-,J04227+1503A,F8V,SB*,65.6841,15.0561,796,04227+1503,,G0V,5.7,8.5,,,,,,,,,,,,WDS_THE.csv,,0.41,,,,-1.0,-1.0,7.251,21.1877,47.197,0.775,7.59,04227+1503,,7
1656,HD27691A,Gaia DR3 3311221224583178368,HD27691A,-,-,-,-,-,J04227+1503A,F8V,SB*,65.6841,15.0561,796,04227+1503,,F9V,7.31,8.63,,,,,,,,,,,,WDS_THE.csv,,0.57,,,,1.0,1.2,7.251,21.1877,47.197,0.775,29.65,04227+1503,,8
1657,HD27691A,Gaia DR3 3311221224583178368,HD27691A,-,-,-,-,-,J04227+1503A,F8V,SB*,65.6841,15.0561,796,04227+1503,HIP20440,,7.31,8.63,246.9,0.28,,,,137.8,,,,,,ORB6,USN2021b,0.57,197.0,1892.78,56.7,,,7.251,21.1877,47.197,0.775,29.65,04227+1503,,4
1658,HD27691A,Gaia DR3 3311221224583178368,HD27691A,-,-,-,-,-,J04227+1503A,F8V,SB*,65.6841,15.0561,796,04227+1503,HIP20440,,5.7,8.5,0.1,0.03,,,,48.31,,,,,,ORB6,CIA2022b,0.41,220.4,59501.5,273.71,,,7.251,21.1877,47.197,0.775,7.59,04227+1503,,5
1659,HD27691A,Gaia DR3 3311221224583178368,HD27691A,-,-,-,-,-,J04227+1503A,F8V,SB*,65.6841,15.0561,796,04227+1503,HIP20440,F9V           ,7.31,8.63,241.0,0.26,22.92,1.16,,,,,,,,Malkov+12,2012A&A...546A..69M,0.57,,,,,,7.251,21.1877,47.197,0.775,29.65,04227+1503,,3
1660,HD27691A,Gaia DR3 3311221224583178368,HD27691A,-,-,-,-,-,J04227+1503A,F8V,SB*,65.6841,15.0561,796,04227+1503,,,6.97,,252.2,,,1.21,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.251,21.1877,47.197,0.775,,04227+1503,,2
1661,HD27691A,Gaia DR3 3311221224583178368,HD27691A,-,-,-,-,-,J04227+1503A,F8V,SB*,65.6841,15.0561,796,04227+1503,,,7.3,8.615,246.9,0.27,,1.2,,137.8,,,,,,COMPOSITE,,0.57,197.0,1893.0,56.7,0.0,,7.251,21.1877,47.197,0.775,30.2,04227+1503,,1
1662,55Tau,Gaia DR3 3312324550143212288,HD27383,HIP20215,-,TIC435911720,-,55Tau,J04199+1631AB,F8V,**,64.9786,16.5226,797,04199+1631,,,7.26,8.62,89.7,0.6,,0.59,,53.0,2.57,2.25,1.07,,,COMPOSITE,,0.87,62.0,,134.0,0.3,,6.931,21.7253,46.029,1.195,,04199+1631,,1
1663,55Tau,Gaia DR3 3312324550143212288,HD27383,HIP20215,-,TIC435911720,-,55Tau,J04199+1631AB,F8V,**,64.9786,16.5226,797,04199+1631,,,6.85,,89.7,,,0.59,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.931,21.7253,46.029,1.195,,04199+1631,,2
1664,55Tau,Gaia DR3 3312324550143212288,HD27383,HIP20215,-,TIC435911720,-,55Tau,J04199+1631AB,F8V,**,64.9786,16.5226,797,04199+1631,HIP20215,,7.26,8.62,89.7,0.6,,,,53.0,,,,,,ORB6,Sod1999,0.87,62.0,,134.0,,,6.931,21.7253,46.029,1.195,28.58,04199+1631,,5
1665,55Tau,Gaia DR3 3312324550143212288,HD27383,HIP20215,-,TIC435911720,-,55Tau,J04199+1631AB,F8V,**,64.9786,16.5226,797,04199+1631,HIP20215,F9V           ,7.26,8.62,89.7,0.6,21.49,0.59,,,2.57,2.25,1.07,,,Malkov+12,2012A&A...546A..69M,0.87,,,,,,6.931,21.7253,46.029,1.195,28.58,04199+1631,,3
1666,55Tau,Gaia DR3 3312324550143212288,HD27383,HIP20215,-,TIC435911720,-,55Tau,J04199+1631AB,F8V,**,64.9786,16.5226,797,04199+1631,,F9V,7.26,8.62,,,,,,,,,,,,WDS_THE.csv,,0.87,,,,0.3,0.6,6.931,21.7253,46.029,1.195,28.58,04199+1631,,7
1667,55Tau,Gaia DR3 3312324550143212288,HD27383,HIP20215,-,TIC435911720,-,55Tau,J04199+1631AB,F8V,**,64.9786,16.5226,797,04199+1631,HIP20215,F9V           ,7.26,8.62,89.3,0.6,21.49,0.58,,,2.57,2.25,1.07,,,Malkov+12,2012A&A...546A..69M,0.87,,,,,,6.931,21.7253,46.029,1.195,28.58,04199+1631,,4
1668,55Tau,Gaia DR3 3312324550143212288,HD27383,HIP20215,-,TIC435911720,-,55Tau,J04199+1631AB,F8V,**,64.9786,16.5226,797,,HIP20215,,,,89.7,0.6,,0.59,,53.0,,,,,,Soederhjem+99,1999A&A...341..121S,,,,,,,6.931,21.7253,46.029,1.195,,04199+1631,,6
1669,HD28363,Gaia DR3 3312892757136810880,HD28363,HIP20916,-,TIC456892231,-,-,J04290+1610AB,F8V,**,67.2489,16.1591,800,,HIP20916,F8+,6.59,,21.3,0.27,,,,,,,,,,Pourbaix+04,1995AstL...21..396S,,,,348.7,0.18,,6.574,22.1751,45.096,1.245,,04290+1610,,5
1670,HD28363,Gaia DR3 3312892757136810880,HD28363,HIP20916,-,TIC456892231,-,-,J04290+1610AB,F8V,**,67.2489,16.1591,800,04290+1610,,,6.85,8.38,40.7,0.325,,0.39,,92.53,,,,,,COMPOSITE,,0.88,78.4,1960.84,333.08,0.29000000000000004,,6.574,22.1751,45.096,1.245,,04290+1610,,1
1671,HD28363,Gaia DR3 3312892757136810880,HD28363,HIP20916,-,TIC456892231,-,-,J04290+1610AB,F8V,**,67.2489,16.1591,800,04290+1610,,,6.59,,40.8,,,0.37,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.574,22.1751,45.096,1.245,,04290+1610,,2
1672,HD28363,Gaia DR3 3312892757136810880,HD28363,HIP20916,-,TIC456892231,-,-,J04290+1610AB,F8V,**,67.2489,16.1591,800,04290+1610,HIP20916,,6.85,8.38,40.8,0.32,,,,93.06,,,,,,ORB6,Trr2019b,0.88,78.4,1960.84,317.46,,,6.574,22.1751,45.096,1.245,24.43,04290+1610,,4
1673,HD28363,Gaia DR3 3312892757136810880,HD28363,HIP20916,-,TIC456892231,-,-,J04290+1610AB,F8V,**,67.2489,16.1591,800,04290+1610,HIP20916,F7V           ,6.85,8.38,40.7,0.33,20.65,0.39,,,,,,,,Malkov+12,2012A&A...546A..69M,0.88,,,,,,6.574,22.1751,45.096,1.245,24.43,04290+1610,,3
1674,HD28363,Gaia DR3 3312892757136810880,HD28363,HIP20916,-,TIC456892231,-,-,J04290+1610AB,F8V,**,67.2489,16.1591,800,04290+1610,,F7V,6.85,8.38,,,,,,,,,,,,WDS_THE.csv,,0.88,,,,0.4,0.4,6.574,22.1751,45.096,1.245,24.43,04290+1610,,7
1675,HD28363,Gaia DR3 3312892757136810880,HD28363,HIP20916,-,TIC456892231,-,-,J04290+1610AB,F8V,**,67.2489,16.1591,800,,HIP20916,,,,40.7,0.33,,0.39,,92.0,,,,,,Soederhjem+99,1999A&A...341..121S,,,,,,,6.574,22.1751,45.096,1.245,,04290+1610,,6
1676,HD43587,Gaia DR3 3317901165746471552,HD43587,HIP29860,GJ231.1A+GJ9208A,TIC265361101,-,-,"J06173+0506Aa,Ab",G0V,SB*,94.3172,5.1,801,06173+0506,,,5.8,11.1,35.5,0.81,,0.65,,41.0,,,,,,StelleDoppie,ORB6,0.29,166.0,1998.0,76.0,,,5.712,51.6165,19.374,0.982,0.76,06173+0506,,6
1677,HD43587,Gaia DR3 3317901165746471552,HD43587,HIP29860,GJ231.1A+GJ9208A,TIC265361101,-,-,"J06173+0506Aa,Ab",G0V,SB*,94.3172,5.1,801,,HIP29860,G0.5Vb+,5.7,,12490.0,0.8,,,,,,,,,,Pourbaix+04,2013AJ....145...41K,,,,75.21,27.62,,5.712,51.6165,19.374,0.982,,06173+0506,,5
1678,HD43587,Gaia DR3 3317901165746471552,HD43587,HIP29860,GJ231.1A+GJ9208A,TIC265361101,-,-,"J06173+0506Aa,Ab",G0V,SB*,94.3172,5.1,801,06173+0506,HIP29860,F9V           ,5.77,0.0,32.1,0.8,51.95,0.6,,,,,,,,Malkov+12,2012A&A...546A..69M,3.71,,,,,,5.712,51.6165,19.374,0.982,20323.57,06173+0506,,3
1679,HD43587,Gaia DR3 3317901165746471552,HD43587,HIP29860,GJ231.1A+GJ9208A,TIC265361101,-,-,"J06173+0506Aa,Ab",G0V,SB*,94.3172,5.1,801,06173+0506,HIP29860,,5.77,11.1,35.6,0.81,,,,41.3,,,,,,ORB6,Tok2018e,0.29,166.8,1998.06,76.0,,,5.712,51.6165,19.374,0.982,0.74,06173+0506,,4
1680,HD43587,Gaia DR3 3317901165746471552,HD43587,HIP29860,GJ231.1A+GJ9208A,TIC265361101,-,-,"J06173+0506Aa,Ab",G0V,SB*,94.3172,5.1,801,06173+0506,,F9V,5.77,11.1,,,,,,,,,,,,WDS_THE.csv,,0.29,,,,0.6,0.8,5.712,51.6165,19.374,0.982,0.74,06173+0506,,7
1681,HD43587,Gaia DR3 3317901165746471552,HD43587,HIP29860,GJ231.1A+GJ9208A,TIC265361101,-,-,"J06173+0506Aa,Ab",G0V,SB*,94.3172,5.1,801,06173+0506,,,5.7,,35.6,,,0.65,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,5.712,51.6165,19.374,0.982,,06173+0506,,2
1682,HD43587,Gaia DR3 3317901165746471552,HD43587,HIP29860,GJ231.1A+GJ9208A,TIC265361101,-,-,"J06173+0506Aa,Ab",G0V,SB*,94.3172,5.1,801,06173+0506,,F9V,5.77,11.1,35.6,0.805,,0.65,,41.15,,,,,,COMPOSITE,,0.29,166.4,1998.03,76.0,14.110000000000001,0.8,5.712,51.6165,19.374,0.982,0.74,06173+0506,,1
1683,HD47157,Gaia DR3 3326573774163806336,HD47157,HIP31655,-,TIC220204291,-,-,J06375+0909A,G5IV-V,PM*,99.3825,9.1443,805,06375+0909,,,7.71,12.1,,,,,,,,,,,,COMPOSITE,,0.4,,,,9.9,,7.61,24.9694,40.049,1.103,,06375+0909,,1
1684,HD47157,Gaia DR3 3326573774163806336,HD47157,HIP31655,-,TIC220204291,-,-,J06375+0909A,G5IV-V,PM*,99.3825,9.1443,805,06375+0909,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.61,24.9694,40.049,1.103,,06375+0909,,2
1685,HD47157,Gaia DR3 3326573774163806336,HD47157,HIP31655,-,TIC220204291,-,-,J06375+0909A,G5IV-V,PM*,99.3825,9.1443,805,06375+0909,,G5,7.71,12.1,,,,,,,,,,,,WDS_THE.csv,,0.4,,,,9.9,10.7,7.61,24.9694,40.049,1.103,1.75,06375+0909,,3
1686,HD35956,Gaia DR3 3340966243931480448,HD35956,HIP25662,GJ3347,TIC302492175,-,-,J05289+1233A,G0V,SB*,82.2151,12.5508,808,05289+1233,,G0V,6.74,11.24,,,,,,,,,,,,WDS_THE.csv,,0.35,,,,5.4,5.4,6.718,33.7879,29.596,0.975,1.58,05289+1233,,4
1687,HD35956,Gaia DR3 3340966243931480448,HD35956,HIP25662,GJ3347,TIC302492175,-,-,J05289+1233A,G0V,SB*,82.2151,12.5508,808,05289+1233,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.718,33.7879,29.596,0.975,,05289+1233,,3
1688,HD35956,Gaia DR3 3340966243931480448,HD35956,HIP25662,GJ3347,TIC302492175,-,-,J05289+1233A,G0V,SB*,82.2151,12.5508,808,05289+1233,,G0V,6.74,13.99,,,,,,,,,,,,WDS_THE.csv,,0.18,,,,8.5,12.3,6.718,33.7879,29.596,0.975,0.13,05289+1233,,5
1689,HD35956,Gaia DR3 3340966243931480448,HD35956,HIP25662,GJ3347,TIC302492175,-,-,J05289+1233A,G0V,SB*,82.2151,12.5508,808,,HIP25662,G0V+,6.71,,1426.8,0.62,,,,,,,,,,Pourbaix+04,2013AJ....145...41K,,,,326.55,4.25,,6.718,33.7879,29.596,0.975,,05289+1233,,2
1690,HD35956,Gaia DR3 3340966243931480448,HD35956,HIP25662,GJ3347,TIC302492175,-,-,J05289+1233A,G0V,SB*,82.2151,12.5508,808,05289+1233,,,6.74,12.615,1426.8,0.62,,,,,,,,,,COMPOSITE,,0.265,,,326.55,5.4,,6.718,33.7879,29.596,0.975,,05289+1233,,1
1691,HD41593,Gaia DR3 3345968334645285376,HD41593,HIP28954,GJ227,TIC415563103,-,-,J06067+1533A,K0V,PM*,91.6687,15.5421,810,06067+1533,,,4.82,17.6,,,,,,,,,,,,COMPOSITE,,0.05,,,,8.9,,6.747,63.4065,15.771,0.895,,06067+1533,,1
1692,HD41593,Gaia DR3 3345968334645285376,HD41593,HIP28954,GJ227,TIC415563103,-,-,J06067+1533A,K0V,PM*,91.6687,15.5421,810,06067+1533,,K0V,4.82,17.6,,,,,,,,,,,,WDS_THE.csv,,0.05,,,,8.9,9.1,6.747,63.4065,15.771,0.895,0.0,06067+1533,,3
1693,HD41593,Gaia DR3 3345968334645285376,HD41593,HIP28954,GJ227,TIC415563103,-,-,J06067+1533A,K0V,PM*,91.6687,15.5421,810,06067+1533,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.747,63.4065,15.771,0.895,,06067+1533,,2
1694,HD39881,Gaia DR3 3346787986201584896,HD39881,HIP28066,GJ224,TIC91928222,-,-,J05561+1356A,G2V,PM*,89.0143,13.9249,811,05561+1356,,G2V+WD,6.67,13.1,,,,,,,,,,,,COMPOSITE,,0.2,,,,9.5,9.5,6.621,36.4474,27.437,0.895,0.27,05561+1356,,1
1695,HD39881,Gaia DR3 3346787986201584896,HD39881,HIP28066,GJ224,TIC91928222,-,-,J05561+1356A,G2V,PM*,89.0143,13.9249,811,05561+1356,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.621,36.4474,27.437,0.895,,05561+1356,,2
1696,HD39881,Gaia DR3 3346787986201584896,HD39881,HIP28066,GJ224,TIC91928222,-,-,J05561+1356A,G2V,PM*,89.0143,13.9249,811,05561+1356,,G2V+WD,6.67,13.1,,,,,,,,,,,,WDS_THE.csv,,0.2,,,,9.5,9.5,6.621,36.4474,27.437,0.895,0.27,05561+1356,,3
1697,HD47127,Gaia DR3 3352152743956693376,HD47127,HIP31660,-,TIC307943195,-,-,J06376+1211A,G5,PM*,99.3912,12.1806,814,06376+1211,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.84,37.5607,26.624,0.955,,06376+1211,,2
1698,HD47127,Gaia DR3 3352152743956693376,HD47127,HIP31660,-,TIC307943195,-,-,J06376+1211A,G5,PM*,99.3912,12.1806,814,06376+1211,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,6.84,37.5607,26.624,0.955,,06376+1211,,1
1699,eGemB,Gaia DR3 3353254695123859456,HD50635B,-,GJ9220B,TIC155463741,-,eGemB,J06546+1311B,G4V,PM*,103.6622,13.1762,815,06546+1311,,,4.75,7.8,1846.9,0.48,,9.55,,116.24000000000001,,,,,,COMPOSITE,,0.45,36.41,1678.3,104.69,7.4,,7.634,33.3248,30.008,0.918,6.31,06546+1311,,1
1700,eGemB,Gaia DR3 3353254695123859456,HD50635B,-,GJ9220B,TIC155463741,-,eGemB,J06546+1311B,G4V,PM*,103.6622,13.1762,815,06546+1311,,,4.73,,1750.0,,,11.96,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.634,33.3248,30.008,0.918,,06546+1311,,2
1701,eGemB,Gaia DR3 3353254695123859456,HD50635B,-,GJ9220B,TIC155463741,-,eGemB,J06546+1311B,G4V,PM*,103.6622,13.1762,815,06546+1311,,,4.8,7.8,1749.0,0.84,,11.9,,116.0,,,,,,StelleDoppie,ORB6,0.46,36.0,1678.0,105.0,,,7.634,33.3248,30.008,0.918,6.31,06546+1311,,7
1702,eGemB,Gaia DR3 3353254695123859456,HD50635B,-,GJ9220B,TIC155463741,-,eGemB,J06546+1311B,G4V,PM*,103.6622,13.1762,815,06546+1311,HIP33202,F0Vp          ,4.75,7.8,1943.8,0.15,39.02,8.19,,,,,,,,Malkov+12,2012A&A...546A..69M,0.45,,,,,,7.634,33.3248,30.008,0.918,6.03,06546+1311,,3
1703,eGemB,Gaia DR3 3353254695123859456,HD50635B,-,GJ9220B,TIC155463741,-,eGemB,J06546+1311B,G4V,PM*,103.6622,13.1762,815,06546+1311,HIP33202,F0Vp          ,4.75,7.8,3190.0,0.48,39.02,9.55,,,,,,,,Malkov+12,2012A&A...546A..69M,0.45,,,,,,7.634,33.3248,30.008,0.918,6.03,06546+1311,,4
1704,eGemB,Gaia DR3 3353254695123859456,HD50635B,-,GJ9220B,TIC155463741,-,eGemB,J06546+1311B,G4V,PM*,103.6622,13.1762,815,06546+1311,HIP33202,,4.75,7.8,1750.0,0.84,,,,116.48,,,,,,ORB6,Izm2019,0.45,36.82,1678.6,104.38,,,7.634,33.3248,30.008,0.918,6.03,06546+1311,,6
1705,eGemB,Gaia DR3 3353254695123859456,HD50635B,-,GJ9220B,TIC155463741,-,eGemB,J06546+1311B,G4V,PM*,103.6622,13.1762,815,06546+1311,,F0Vp,4.75,7.8,,,,,,,,,,,,WDS_THE.csv,,0.45,,,,7.4,7.4,7.634,33.3248,30.008,0.918,6.03,06546+1311,,8
1706,eGemB,Gaia DR3 3353254695123859456,HD50635B,-,GJ9220B,TIC155463741,-,eGemB,J06546+1311B,G4V,PM*,103.6622,13.1762,815,06546+1311,HIP33202,F0Vp          ,4.75,7.8,1943.8,0.15,39.02,8.19,,,,,,,,Malkov+12,2012A&A...546A..69M,0.45,,,,,,7.634,33.3248,30.008,0.918,6.03,06546+1311,,5
1707,HD268518,Gaia DR3 3366754464528540416,HD268518,-,-,TIC436942358,-,-,J07041+2034C,G1V,PM*,106.0208,20.5975,817,07041+2034,,F7-G3Ib,4.5,4.5,,,,,,,,,,,,WDS_THE.csv,,0.96,,,,0.1,0.1,7.592,28.6412,34.915,0.955,100.0,07041+2034,,3
1708,HD268518,Gaia DR3 3366754464528540416,HD268518,-,-,TIC436942358,-,-,J07041+2034C,G1V,PM*,106.0208,20.5975,817,07041+2034,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.592,28.6412,34.915,0.955,,07041+2034,,2
1709,HD268518,Gaia DR3 3366754464528540416,HD268518,-,-,TIC436942358,-,-,J07041+2034C,G1V,PM*,106.0208,20.5975,817,07041+2034,,F7-G3Ib,4.5,4.5,,,,,,,,,,,,COMPOSITE,,0.96,,,,0.1,0.1,7.592,28.6412,34.915,0.955,100.0,07041+2034,,1
1710,HD48565,Gaia DR3 3378123861436589952,HD48565,HIP32329,-,TIC56748852,-,-,-,hF8gF8mF3,SB*,101.2288,20.8606,820,,HIP32329,F8+,7.18,,73.4,0.26,,,,,,,,,,Pourbaix+04,2018MNRAS.475.1375G,,,,221.0,0.34,,7.201,20.0198,49.951,0.875,,-,,2
1711,HD48565,Gaia DR3 3378123861436589952,HD48565,HIP32329,-,TIC56748852,-,-,-,hF8gF8mF3,SB*,101.2288,20.8606,820,,HIP32329,F8+,7.18,,73.4,0.22,,,,,,,,,,Pourbaix+04,2019A&A...626A.128E,,,,214.0,0.34,,7.201,20.0198,49.951,0.875,,-,,3
1712,HD48565,Gaia DR3 3378123861436589952,HD48565,HIP32329,-,TIC56748852,-,-,-,hF8gF8mF3,SB*,101.2288,20.8606,820,,-,hF8gF8mF3+A(pSr),7.18,,10531.0,0.37,,,,,,,,,,Pourbaix+04,2019A&A...626A.128E,,,,222.0,9.2,,7.201,20.0198,49.951,0.875,,-,,4
1713,HD48565,Gaia DR3 3378123861436589952,HD48565,HIP32329,-,TIC56748852,-,-,-,hF8gF8mF3,SB*,101.2288,20.8606,820,,HIP32329,F8+,7.18,,3559.2666666666664,0.2833333333333333,,,,,,,,,,COMPOSITE,,,,,219.0,3.293333333333333,,7.201,20.0198,49.951,0.875,,-,,1
1714,HD47415,Gaia DR3 3383000539103328768,HD47415,HIP31850,-,TIC284327831,-,-,J06395+2436A,F8IV,SB*,99.8812,24.6002,825,,HIP31850,F8IV+F5V,6.36,,5.7,0.005,,,,,,,,,,COMPOSITE,,,,,20.615,0.09,,6.452,27.6925,36.111,1.025,,06395+2436,,1
1715,HD47415,Gaia DR3 3383000539103328768,HD47415,HIP31850,-,TIC284327831,-,-,J06395+2436A,F8IV,SB*,99.8812,24.6002,825,,HIP31850,F8IV+F5V,6.36,,5.7,0.0,,,,,,,,,,Pourbaix+04,1983A&AS...52..293N,,,,0.0,0.09,,6.452,27.6925,36.111,1.025,,06395+2436,,2
1716,HD47415,Gaia DR3 3383000539103328768,HD47415,HIP31850,-,TIC284327831,-,-,J06395+2436A,F8IV,SB*,99.8812,24.6002,825,,HIP31850,F8IV+F5V,6.36,,5.7,0.01,,,,,,,,,,Pourbaix+04,1999A&A...346..532D,,,,41.23,0.09,,6.452,27.6925,36.111,1.025,,06395+2436,,3
1717,HD32851,Gaia DR3 3392062194249991040,HD32851,HIP23789,-,TIC293607951,-,-,J05067+1405AB,F8,**,76.6795,14.0848,828,05067+1405,,F8,7.39,10.64,,,,,,,,,,,,COMPOSITE,,0.67,,,,0.8,0.8,7.3,17.8312,56.081,1.425,5.01,05067+1405,,1
1718,HD32851,Gaia DR3 3392062194249991040,HD32851,HIP23789,-,TIC293607951,-,-,J05067+1405AB,F8,**,76.6795,14.0848,828,05067+1405,,F8,7.39,10.64,,,,,,,,,,,,WDS_THE.csv,,0.67,,,,0.8,0.8,7.3,17.8312,56.081,1.425,5.01,05067+1405,,2
