,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,plx,distance,pmra,pmdec,gmag,bp_rp,bmag,vmag,rv_sys,season_length_1.5,eff_nights_1.5,eff_airmass_mean_1.5,eff_seeing_1.5,tyr_rise_1.5,tyr_set_1.5,season_length_1.75,eff_nights_1.75,eff_airmass_mean_1.75,eff_seeing_1.75,tyr_rise_1.75,tyr_set_1.75,SG_NGT_Jan,SG_NGT_Feb,SG_NGT_Mar,SG_NGT_Apr,SG_NGT_May,SG_NGT_Jun,SG_NGT_Jul,SG_NGT_Aug,SG_NGT_Sep,SG_NGT_Oct,SG_NGT_Nov,SG_NGT_Dec
446,9UMi,Gaia DR3 1695571110421334144,HD133621,HIP73440,-,TIC233186332,-,9UMi,-,G0,SB*,225.1123,71.7655,28.8089,34.711,-403.503,80.383,6.484036,0.80919,7.281,6.659,-50.75,233.0,191.0,1.3789,1.07,2025.99589,2026.636986,292.0,234.0,1.4134,1.0836,2025.935616,2026.738356,3.568,5.279,6.727,8.154,8.382,6.337,4.343,2.673,1.241,0.112,0.013,1.366
447,HD200580,Gaia DR3 1730458373852682752,HD200580,HIP103987,-,TIC419262941,-,-,J21041+0300AB,F9V,SB*,316.0308,2.9945,15.9482,62.703,-292.932,-367.922,7.180009,0.756163,0.0,7.278,-7.88,238.0,192.0,1.1415,0.9004,2025.305479,2025.954795,256.0,206.0,1.1637,0.9202,2025.275342,2025.973973,0.002,0.0,0.08,1.176,2.743,4.624,6.533,6.85,6.283,4.86,3.218,1.246
448,HD202884,Gaia DR3 1743504800870418432,HD202884,HIP105202,-,TIC262277103,-,-,-,F5,PM*,319.6549,8.9597,23.2174,43.071,142.724,-41.353,7.14884,0.655033,7.753,7.27,-0.57,245.0,197.0,1.0999,0.889,2025.305479,2025.973973,263.0,210.0,1.1241,0.9077,2025.275342,2025.993151,0.147,0.0,0.017,0.909,2.476,4.357,6.514,7.333,6.981,5.61,3.968,1.996
449,HD204712,Gaia DR3 1745973032680936704,HD204712,HIP106157,-,TIC96704587,-,-,-,F5V,PM*,322.5352,12.2707,14.7427,67.83,-107.474,-143.147,7.491613,0.716441,8.011,7.62,-26.44,248.0,199.0,1.0833,0.8848,2025.308219,2025.984932,266.0,212.0,1.1087,0.9025,2025.275342,2026.006849,0.183,0.0,0.039,1.026,2.593,4.474,6.646,7.55,7.111,5.71,4.068,2.096
450,HD202908,Gaia DR3 1746335802793081344,HD202908,HIP105200,-,TIC262275042,-,-,J21186+1134AB,G0V+G6V,**,319.6454,11.5688,19.3447,51.694,29.213,-49.564,7.095118,0.75063,7.604,7.016,,248.0,199.0,1.0856,0.8831,2025.3,2025.976712,268.0,214.0,1.1134,0.9032,2025.264384,2025.99589,0.183,0.0,0.039,1.026,2.593,4.474,6.646,7.55,7.111,5.71,4.068,2.096
451,HD196885A,Gaia DR3 1754430373040023168,HD196885A,HIP101966,-,TIC282257777,-,-,J20399+1115Aa,F8V,SB*,309.9662,11.2496,29.4076,34.005,71.915,89.318,6.276973,0.68961,6.923,6.397,-30.78,255.0,206.0,1.089,0.8759,2025.256164,2025.952055,274.0,219.0,1.113,0.8989,2025.226027,2025.973973,0.0,0.0,0.633,2.059,3.626,5.507,7.32,7.348,6.108,4.677,3.035,1.064
452,HD198089,Gaia DR3 1761037029171296000,HD198089,HIP102610,-,TIC85213581,-,-,-,F8,*,311.9078,12.9862,24.9358,40.103,22.918,36.573,7.296031,0.764656,8.011,7.43,-33.17,256.0,206.0,1.0808,0.8752,2025.261644,2025.960274,275.0,219.0,1.1056,0.8968,2025.228767,2025.979452,0.048,0.0,0.297,1.626,3.193,5.074,7.138,7.643,6.674,5.243,3.602,1.629
453,HD197913A,Gaia DR3 1762987494080694016,HD197913A,-,-,TIC85085021,-,-,J20462+1554A,G8,RS*,311.5554,15.9073,27.2887,36.645,87.691,67.916,7.334961,0.920611,8.241,7.09,,260.0,209.0,1.0698,0.8713,2025.253425,2025.963014,278.0,221.0,1.0932,0.8921,2025.223288,2025.982192,0.07,0.0,0.364,1.726,3.293,5.174,7.268,7.817,6.774,5.343,3.702,1.729
454,HD198109,Gaia DR3 1763093218997965312,HD198109,HIP102611,-,TIC85218473,-,-,-,F9Vw,PM*,311.91,16.2384,18.1204,55.186,127.839,-32.275,7.476613,0.663532,8.048,7.6,23.09,260.0,209.0,1.0686,0.8706,2025.253425,2025.963014,278.0,221.0,1.092,0.8914,2025.223288,2025.982192,0.07,0.0,0.364,1.726,3.293,5.174,7.268,7.817,6.774,5.343,3.702,1.729
455,HD206860,Gaia DR3 1772187382746856320,HD206860,HIP107350,GJ836.7+GJ9751,TIC301880196,-,-,J21445+1446A,G0V+,BY*,326.1306,14.7719,55.148,18.133,231.108,-113.2,5.819592,0.760907,6.533,5.977,-17.18,249.0,199.0,1.0732,0.883,2025.316438,2025.99589,267.0,213.0,1.0994,0.9007,2025.283562,2026.017808,0.223,0.0,0.064,1.126,2.693,4.574,6.757,7.75,7.227,5.81,4.168,2.196
456,HD210483,Gaia DR3 1776388204359891712,HD210483,HIP109450,-,TIC258783637,-,-,-,G4,PM*,332.609,18.7971,19.6308,50.94,353.516,-28.653,7.427002,0.773021,8.173,7.59,-73.35,250.0,198.0,1.0607,0.8832,2025.332877,2026.020548,267.0,212.0,1.0871,0.9008,2025.30274,2026.036986,0.558,0.0,0.001,0.742,2.309,4.19,6.385,7.938,7.738,6.427,4.785,2.812
457,33Peg,Gaia DR3 1778551970227817728,HD212395,HIP110548,-,TIC279563894,-,33Peg,J22237+2051AB,F7IV,**,335.9149,20.8483,29.8125,33.543,333.057,10.827,6.160031,0.675714,6.705,6.218,-19.75,250.0,198.0,1.0559,0.8837,2025.341096,2026.028767,268.0,212.0,1.0847,0.9035,2025.310959,2026.047945,1.001,0.0,0.0,0.359,1.859,3.74,5.935,7.881,8.048,6.993,5.352,3.379
458,HD204277,Gaia DR3 1784061008815679232,HD204277,HIP105918,-,TIC268215639,-,-,-,F8V,PM*,321.7776,16.1242,30.2522,33.055,-78.256,-96.503,6.607284,0.677901,7.226,6.726,9.32,253.0,203.0,1.0682,0.8783,2025.29726,2025.987671,272.0,217.0,1.0956,0.8969,2025.261644,2026.009589,0.238,0.0,0.069,1.142,2.709,4.59,6.777,7.8,7.263,5.843,4.202,2.229
459,HD205160A,Gaia DR3 1787693589076213632,HD205160A,-,-,TIC283494365,-,-,J21330+2043A,F6IV,*,323.243,20.7114,16.7768,59.606,-12.44,-32.855,7.473315,0.652619,0.0,7.556,,256.0,205.0,1.0552,0.8741,2025.29726,2025.99589,277.0,220.0,1.0862,0.8944,2025.256164,2026.017808,0.307,0.0,0.159,1.376,2.943,4.824,7.018,8.18,7.424,5.993,4.352,2.379
460,HD201891,Gaia DR3 1787990525934491776,HD201891,HIP104659,-,TIC230168635,-,-,-,G5V_Fe-2.5,Pe*,317.996,17.7277,29.8775,33.47,-122.133,-899.404,7.231156,0.719812,7.882,7.371,-44.15,256.0,205.0,1.062,0.8727,2025.280822,2025.979452,276.0,220.0,1.0898,0.8929,2025.245205,2025.99863,0.086,0.0,0.412,1.792,3.359,5.24,7.353,7.929,6.841,5.41,3.768,1.796
461,HD201545,Gaia DR3 1789231256087445120,HD201545,HIP104471,-,TIC257444121,-,-,-,F8V,*,317.4412,19.2107,22.8206,43.82,-0.125,19.183,6.843096,0.641146,7.439,6.965,-24.45,258.0,207.0,1.0582,0.871,2025.275342,2025.979452,278.0,221.0,1.0858,0.8912,2025.239726,2025.99863,0.091,0.0,0.437,1.826,3.393,5.274,7.391,7.967,6.858,5.427,3.785,1.812
462,HD206374,Gaia DR3 1800378139330660992,HD206374,HIP107070,-,TIC248046660,-,-,-,G6.5V,PM*,325.2758,26.7507,36.8163,27.162,343.987,-90.947,7.276047,0.864703,8.153,7.467,-43.01,260.0,207.0,1.0487,0.8735,2025.294521,2026.009589,281.0,223.0,1.0799,0.8944,2025.256164,2026.028767,0.386,0.0,0.237,1.526,3.093,4.974,7.168,8.456,7.574,6.143,4.502,2.529
463,HD206332,Gaia DR3 1801257095797922048,HD206332,HIP107040,-,TIC248039969,-,-,-,G0V,PM*,325.1794,28.7557,21.1843,47.205,132.973,32.555,7.269737,0.75626,7.961,7.409,-44.32,261.0,208.0,1.0484,0.8732,2025.291781,2026.009589,282.0,224.0,1.079,0.894,2025.253425,2026.028767,0.414,0.0,0.266,1.576,3.143,5.024,7.218,8.542,7.624,6.193,4.552,2.579
464,HD194012,Gaia DR3 1805044913356835328,HD194012,HIP100511,GJ789,TIC456398764,-,-,-,F7V,PM*,305.7182,14.5511,38.4009,26.041,78.997,-7.143,6.03745,0.660738,6.634,6.166,4.81,262.0,211.0,1.074,0.8681,2025.231507,2025.946575,280.0,223.0,1.0966,0.8906,2025.20137,2025.965753,0.0,0.001,0.76,2.192,3.759,5.64,7.524,7.54,6.241,4.81,3.168,1.196
465,HD190516,Gaia DR3 1807876151501164032,HD190516,HIP98879,-,TIC258964346,-,-,J20048+1554A,G0V,PM*,301.1952,15.9031,24.1942,41.332,27.879,52.094,7.213954,0.688177,7.89,7.338,6.07,265.0,213.0,1.0671,0.8623,2025.212329,2025.935616,284.0,226.0,1.0906,0.8877,2025.182192,2025.957534,0.0,0.12,1.293,2.726,4.293,6.174,7.778,7.201,5.774,4.343,2.702,0.766
466,HD190067,Gaia DR3 1807953155988203264,HD190067,HIP98677,GJ775.1+GJ9681,TIC418189606,-,-,J20026+1536A,K0VFe-0.9,PM*,300.6423,15.5921,51.9167,19.262,-158.797,-581.785,6.95928,0.917321,7.879,7.166,20.39,265.0,213.0,1.0683,0.8621,2025.209589,2025.932877,284.0,226.0,1.0917,0.8876,2025.179452,2025.954795,0.0,0.12,1.293,2.726,4.293,6.174,7.778,7.201,5.774,4.343,2.702,0.766
467,HD191785,Gaia DR3 1809360187275432832,HD191785,HIP99452,GJ783.2A,TIC87216634,-,-,J20111+1611A,K0V,PM*,302.7753,16.188,48.9262,20.439,-415.062,398.487,7.113067,1.014488,8.155,7.351,-49.3,265.0,213.0,1.0669,0.8638,2025.217808,2025.941096,283.0,225.0,1.0893,0.887,2025.187671,2025.960274,0.0,0.12,1.293,2.726,4.293,6.174,7.778,7.201,5.774,4.343,2.702,0.766
468,HD191499A,Gaia DR3 1809456806859123584,HD191499A,-,-,TIC86876073,-,-,J20096+1648A,-,PM*,302.3929,16.8058,40.3276,24.797,2.897,175.71,7.472054,0.96969,8.497,7.56,-30.89,266.0,214.0,1.0649,0.8632,2025.215068,2025.941096,284.0,226.0,1.0874,0.8866,2025.184932,2025.960274,0.0,0.133,1.327,2.759,4.326,6.207,7.834,7.236,5.808,4.377,2.735,0.794
469,HD197076,Gaia DR3 1814241194252808704,HD197076,HIP102040,GJ797A,TIC330872058,-,-,J20408+1956A,G5V,PM*,310.1881,19.9355,47.7457,20.944,118.708,312.222,6.285079,0.786007,7.057,6.44,-35.29,265.0,213.0,1.0579,0.8663,2025.239726,2025.963014,283.0,225.0,1.0813,0.8876,2025.209589,2025.982192,0.008,0.014,0.91,2.342,3.909,5.79,7.745,7.743,6.391,4.96,3.318,1.346
470,HD195019,Gaia DR3 1815418118373631360,HD195019,HIP100970,-,TIC210171104,-,-,J20283+1846A,G1V,PM*,307.0777,18.7695,26.6465,37.528,349.62,-56.618,6.747173,0.812515,7.556,6.876,-91.17,265.0,213.0,1.0594,0.8645,2025.231507,2025.954795,284.0,226.0,1.0837,0.8876,2025.19863,2025.973973,0.007,0.011,0.893,2.326,3.893,5.774,7.721,7.721,6.374,4.943,3.302,1.329
471,HD195034,Gaia DR3 1818697205647102720,HD195034,HIP100963,-,TIC210119810,-,-,-,G5,PM*,307.0492,22.129,35.5219,28.152,-22.644,-244.007,6.938549,0.802354,7.736,7.089,-1.14,268.0,215.0,1.0519,0.8623,2025.226027,2025.957534,287.0,228.0,1.0763,0.8856,2025.193151,2025.976712,0.015,0.025,0.977,2.409,3.976,5.857,7.841,7.829,6.458,5.027,3.385,1.412
472,15Sge,Gaia DR3 1821708351374312064,HD190406,HIP98819,GJ779,TIC275240386,-,15Sge,J20041+1704A,G0V,PM*,301.0259,17.0702,56.2693,17.772,-387.472,-419.497,5.645246,0.768505,6.394,5.794,5.19,267.0,215.0,1.0638,0.8622,2025.209589,2025.938356,285.0,227.0,1.0862,0.886,2025.179452,2025.957534,0.0,0.133,1.327,2.759,4.326,6.207,7.834,7.236,5.808,4.377,2.735,0.794
473,HD189733A,Gaia DR3 1827242816201846144,HD189733A,HIP98505,GJ4130,TIC256364928,-,-,J20007+2243A,K2V,BY*,300.1821,22.7109,50.5668,19.776,-3.208,-250.323,7.428371,1.095916,8.607,7.67,-2.55,273.0,219.0,1.0506,0.8588,2025.19589,2025.941096,292.0,232.0,1.0749,0.8852,2025.165753,2025.963014,0.0,0.213,1.493,2.926,4.493,6.374,8.105,7.407,5.974,4.543,2.902,0.939
474,HD190404,Gaia DR3 1833199729671740800,HD190404,HIP98792,GJ778,TIC287947139,-,-,-,K1V,PM*,300.9672,23.3407,64.012,15.622,-1003.993,-912.718,7.035947,1.045036,8.09,7.274,-2.43,273.0,219.0,1.0497,0.859,2025.19863,2025.943836,291.0,231.0,1.0725,0.8833,2025.168493,2025.963014,0.0,0.213,1.493,2.926,4.493,6.374,8.105,7.407,5.974,4.543,2.902,0.939
475,HD189067,Gaia DR3 1834178638618346112,HD189067,HIP98206,-,TIC282283170,-,-,-,G2V,PM*,299.3324,24.0882,23.1482,43.2,-115.37,-124.833,7.047206,0.780796,7.815,7.202,-10.8,274.0,220.0,1.048,0.8579,2025.193151,2025.941096,292.0,232.0,1.0705,0.8825,2025.163014,2025.960274,0.0,0.232,1.527,2.959,4.526,6.407,8.155,7.44,6.008,4.577,2.935,0.969
476,HD200254,Gaia DR3 1837738822887425536,HD200254,HIP103784,-,TIC258531136,-,-,-,G5,PM*,315.4625,21.1054,19.7313,50.681,112.69,29.687,7.48746,0.826135,8.343,7.64,-18.72,263.0,211.0,1.0565,0.8696,2025.258904,2025.976712,281.0,223.0,1.0808,0.889,2025.228767,2025.99589,0.11,0.0,0.476,1.876,3.443,5.324,7.457,8.065,6.924,5.493,3.852,1.879
477,HD199598,Gaia DR3 1844639838900425472,HD199598,HIP103455,-,TIC247250544,-,-,J20577+2624AB,G0V,**,314.4153,26.4052,31.2765,31.973,251.123,84.965,6.806028,0.751255,7.518,6.934,-26.8,268.0,214.0,1.05,0.8678,2025.247945,2025.979452,287.0,228.0,1.0755,0.888,2025.215068,2025.99863,0.153,0.0,0.588,2.009,3.576,5.457,7.617,8.273,7.058,5.627,3.985,2.012
478,HD200391,Gaia DR3 1845206534070618624,HD200391,HIP103833,-,TIC126336928,-,-,-,G0V+G5V,Ae*,315.6079,27.8073,19.8012,50.502,87.102,6.364,7.191916,0.811948,7.951,7.345,,269.0,215.0,1.0507,0.8698,2025.250685,2025.984932,288.0,228.0,1.0766,0.8895,2025.215068,2026.006849,0.165,0.0,0.633,2.059,3.626,5.507,7.672,8.331,7.091,5.66,4.018,2.046
479,HD202108,Gaia DR3 1852732141404704512,HD202108,HIP104733,-,TIC76957315,-,-,-,G3V,PM*,318.2401,30.8095,36.816,27.162,-18.954,109.547,7.169595,0.820546,7.977,7.329,2.67,269.0,215.0,1.0516,0.8722,2025.258904,2025.993151,288.0,228.0,1.0776,0.8912,2025.223288,2026.015068,0.19,0.0,0.695,2.126,3.693,5.574,7.748,8.429,7.158,5.727,4.085,2.112
480,HD197310,Gaia DR3 1870443315230650240,HD197310,-,-,TIC99896567,-,-,-,G0,PM*,310.4215,35.5457,28.8734,34.634,92.184,48.252,7.279441,0.786125,8.062,7.424,-29.27,276.0,220.0,1.0562,0.8717,2025.223288,2025.976712,295.0,233.0,1.0805,0.893,2025.190411,2025.99589,0.07,0.12,1.293,2.726,4.293,6.174,8.268,8.201,6.774,5.343,3.702,1.729
481,61CygB,Gaia DR3 1872046574983497216,HD201092,HIP104217,GJ820B,TIC165602023,-,61CygB,J21069+3845B,K7V,PM*,316.7303,38.742,286.0054,3.496,4105.976,3155.942,5.450644,1.715341,7.247,6.07,-64.43,274.0,218.0,1.0664,0.88,2025.245205,2025.993151,295.0,233.0,1.0939,0.9014,2025.206849,2026.017808,0.26,0.006,0.843,2.276,3.843,5.724,7.914,8.655,7.324,5.893,4.252,2.279
482,61CygA,Gaia DR3 1872046609345556480,HD201091,HIP104214,GJ820A,TIC165602000,-,61CygA,J21069+3845A,K5V,BY*,316.7248,38.7494,285.9949,3.497,4164.209,3249.614,4.766713,1.46259,6.38,5.24,-65.94,274.0,218.0,1.0664,0.88,2025.245205,2025.993151,295.0,233.0,1.0939,0.9014,2025.206849,2026.017808,0.26,0.006,0.843,2.276,3.843,5.724,7.914,8.655,7.324,5.893,4.252,2.279
483,HD200325,Gaia DR3 1873204223289046272,HD200325,HIP103749,-,TIC196217196,-,-,J21014+4037AB,F5,**,315.3588,40.618,20.3638,49.107,61.819,-20.176,7.048247,0.647413,7.631,7.166,-9.16,275.0,219.0,1.0716,0.8822,2025.239726,2025.990411,297.0,235.0,1.1,0.9046,2025.19863,2026.015068,0.276,0.009,0.877,2.309,3.876,5.757,7.949,8.699,7.358,5.927,4.285,2.312
484,HD200077,Gaia DR3 1873356986678591744,HD200077,HIP103641,-,TIC196029004,-,-,J20599+4016Aa,F8,SB*,314.9803,40.2588,24.6709,40.534,231.501,210.149,6.468454,0.723926,7.134,6.578,-33.57,274.0,219.0,1.0691,0.8801,2025.239726,2025.987671,296.0,234.0,1.097,0.9024,2025.19863,2026.012329,0.268,0.007,0.86,2.292,3.859,5.74,7.932,8.677,7.341,5.91,4.268,2.296
485,HD216631,Gaia DR3 1891174366442281728,HD216631,HIP113076,-,TIC188907228,-,-,-,F8,PM*,343.5085,34.1987,22.6814,44.089,-74.148,-234.395,7.4808,0.688437,8.098,7.61,-35.81,256.0,201.0,1.0559,0.8938,2025.352055,2026.056164,274.0,216.0,1.0851,0.9134,2025.321918,2026.075342,1.785,0.078,0.0,0.244,1.676,3.557,5.752,8.026,8.703,7.793,6.152,4.179
486,HD210027,Gaia DR3 1891598193816300544,HD210027,HIP109176,GJ848,TIC357336603,-,24Peg+iotPeg+iotPegA+iotPegB,J22070+2521A,F5V,SB*,331.7528,25.3451,84.0054,11.904,295.476,27.442,3.663871,0.684483,4.191,3.772,,256.0,203.0,1.0506,0.8786,2025.319178,2026.023288,274.0,217.0,1.0781,0.8979,2025.289041,2026.042466,0.676,0.0,0.017,0.909,2.476,4.357,6.552,8.234,7.964,6.593,4.952,2.979
487,HD208906,Gaia DR3 1896891139712235008,HD208906,HIP108490,-,TIC18032286,-,-,J21587+2949A,G0VmF2,PM*,329.6701,29.8126,34.191,29.247,-362.87,-386.728,6.819438,0.69795,0.0,6.912,8.75,260.0,207.0,1.0502,0.8772,2025.305479,2026.020548,278.0,220.0,1.0767,0.8961,2025.275342,2026.039726,0.764,0.0,0.039,1.026,2.593,4.474,6.668,8.434,8.111,6.71,5.068,3.096
488,HD208313,Gaia DR3 1898230241798771584,HD208313,HIP108156,GJ840,TIC399897311,-,-,-,K1,BY*,328.6876,32.3286,49.0785,20.376,209.794,-234.457,7.483454,1.088224,8.648,7.73,-13.27,262.0,209.0,1.0521,0.8781,2025.3,2026.020548,281.0,223.0,1.0799,0.8977,2025.267123,2026.039726,0.803,0.0,0.046,1.059,2.626,4.507,6.702,8.502,8.167,6.76,5.118,3.146
489,HD210388,Gaia DR3 1900442940229593216,HD210388,HIP109361,-,TIC162457231,-,-,J22094+3508AB,G0,**,332.3437,35.1292,22.0356,45.381,25.781,-45.955,7.359045,0.713204,7.975,7.465,5.98,262.0,208.0,1.0576,0.8845,2025.310959,2026.031507,281.0,222.0,1.0859,0.9043,2025.278082,2026.050685,0.844,0.0,0.064,1.126,2.693,4.574,6.768,8.601,8.227,6.81,5.168,3.196
490,HD210667,Gaia DR3 1906647037667895424,HD210667,HIP109527,GJ850,TIC119514195,-,-,-,G9V,BY*,332.7996,36.2563,44.488,22.478,25.206,-252.113,7.026553,0.955166,8.078,7.266,-19.67,261.0,207.0,1.0585,0.8849,2025.313699,2026.031507,282.0,223.0,1.0895,0.9071,2025.278082,2026.053425,0.857,0.0,0.069,1.142,2.709,4.59,6.785,8.629,8.246,6.827,5.185,3.212
491,HD213391,Gaia DR3 1909443027017954944,HD213391,HIP111081,-,TIC120599496,-,-,J22302+4058A,F5,*,337.5536,40.9655,19.316,51.771,-30.573,-36.759,7.302219,0.605351,7.667,7.41,-2.14,261.0,206.0,1.0737,0.8977,2025.327397,2026.045205,282.0,223.0,1.1052,0.9196,2025.291781,2026.067123,1.402,0.01,0.001,0.726,2.293,4.174,6.368,8.519,8.715,7.41,5.768,3.796
492,HD221757,Gaia DR3 1918953867019478144,HD221757,HIP116360,-,TIC333374017,-,-,J23347+3748AB,F8,SB*,353.6718,37.7999,19.39,51.573,114.217,95.174,7.087729,0.732839,7.785,7.231,,253.0,196.0,1.0628,0.9087,2025.384932,2026.080822,272.0,212.0,1.0949,0.9291,2025.354795,2026.10274,2.352,0.301,0.0,0.06,1.243,3.124,5.318,7.664,8.849,8.333,6.718,4.746
493,HD221613,Gaia DR3 1924124427825883904,HD221613,HIP116259,GJ9830,TIC176640151,-,-,J23334+4251AB,G0,SB*,353.3503,42.8466,29.2246,34.218,234.181,191.516,6.990827,0.795271,7.742,7.165,-2.42,254.0,197.0,1.08,0.9171,2025.382192,2026.080822,274.0,214.0,1.1124,0.9374,2025.349315,2026.10274,2.435,0.345,0.0,0.086,1.326,3.207,5.402,7.747,9.013,8.43,6.802,4.829
494,HD215760,Gaia DR3 1929123838477867392,HD215760,HIP112475,-,TIC129128445,-,-,-,F8,PM*,341.7323,39.4172,17.4413,57.335,-48.655,38.956,7.472022,0.623806,8.041,7.58,-0.81,258.0,203.0,1.0677,0.8984,2025.343836,2026.053425,278.0,219.0,1.0986,0.9197,2025.310959,2026.075342,1.869,0.102,0.0,0.294,1.759,3.64,5.835,8.128,8.856,7.877,6.235,4.262
495,6And,Gaia DR3 1931708859034495488,HD218804,HIP114430,-,TIC455817128,-,6And,-,F5V,SB*,347.6135,43.544,35.5518,28.128,-211.689,-144.535,5.78713,0.624391,0.0,5.874,-37.36,257.0,201.0,1.0841,0.9139,2025.363014,2026.069863,277.0,217.0,1.1153,0.9344,2025.330137,2026.091781,1.952,0.129,0.0,0.348,1.843,3.724,5.918,8.227,9.003,7.96,6.318,4.346
496,HD218868,Gaia DR3 1935133906477014016,HD218868,HIP114456,-,TIC455819325,-,-,J23108+4531A,G8V,PM*,347.7086,45.5123,42.464,23.549,-86.646,-287.12,6.804549,0.902808,7.865,6.985,-30.69,257.0,201.0,1.0932,0.9185,2025.363014,2026.069863,278.0,218.0,1.1256,0.9393,2025.327397,2026.091781,1.969,0.135,0.0,0.359,1.859,3.74,5.935,8.246,9.032,7.977,6.335,4.362
497,HD220182,Gaia DR3 1937003729077791616,HD220182,HIP115331,GJ894.4+GJ9823,TIC173925925,-,-,-,G9V,BY*,350.4021,44.0979,46.6599,21.432,635.885,218.77,7.154228,0.973141,8.153,7.357,3.06,255.0,199.0,1.0851,0.9172,2025.373973,2026.075342,276.0,216.0,1.1183,0.938,2025.338356,2026.09726,2.452,0.355,0.0,0.092,1.343,3.224,5.418,7.764,9.045,8.448,6.818,4.846
498,HD220821,Gaia DR3 1937497444157480320,HD220821,HIP115715,-,TIC174158125,-,-,J23266+4520A,G2,PM*,351.6682,45.3381,28.5222,35.06,437.963,107.188,7.245266,0.832856,8.006,7.36,-1.99,255.0,199.0,1.0916,0.9217,2025.376712,2026.078082,276.0,216.0,1.1248,0.9422,2025.341096,2026.1,2.469,0.364,0.0,0.098,1.359,3.24,5.435,7.781,9.077,8.467,6.835,4.862
499,HD219306,Gaia DR3 1937681165678188928,HD219306,HIP114729,-,TIC173611213,-,-,-,F5,PM*,348.6084,43.6981,15.6046,64.084,46.978,-86.871,7.369967,0.69606,8.025,7.49,13.04,256.0,200.0,1.0841,0.914,2025.365753,2026.069863,277.0,217.0,1.1168,0.9362,2025.332877,2026.094521,1.952,0.129,0.0,0.348,1.843,3.724,5.918,8.227,9.003,7.96,6.318,4.346
500,HD222143,Gaia DR3 1939093660163197312,HD222143,HIP116613,GJ4351,TIC176791985,-,-,-,G2,BY*,354.4937,46.1994,43.8426,22.809,357.163,-11.729,6.428031,0.805318,7.235,6.587,-0.14,254.0,197.0,1.096,0.9265,2025.384932,2026.083562,275.0,214.0,1.129,0.9477,2025.352055,2026.108219,2.469,0.364,0.0,0.098,1.359,3.24,5.435,7.781,9.077,8.467,6.835,4.862
501,HD224465,Gaia DR3 1940954617956840192,HD224465,HIP118162,GJ4382,TIC346546437,-,-,-,G4V,SB*,359.5284,50.4477,40.7348,24.549,-46.113,244.761,6.570978,0.828062,7.398,6.741,4.96,252.0,194.0,1.1211,0.9445,2025.40137,2026.094521,275.0,213.0,1.1566,0.9663,2025.365753,2026.121918,3.019,0.743,0.0,0.003,0.909,2.79,4.985,7.331,9.072,8.901,7.385,5.412
502,HD218949,Gaia DR3 1942205346789877632,HD218949,HIP114512,-,TIC173464265,-,-,-,G5,PM*,347.9114,47.0987,22.2173,45.01,-249.53,-163.981,7.047411,0.849085,7.758,7.216,-10.23,257.0,201.0,1.1018,0.9227,2025.363014,2026.069863,279.0,219.0,1.1351,0.945,2025.327397,2026.094521,1.985,0.141,0.0,0.371,1.876,3.757,5.952,8.266,9.06,7.993,6.352,4.379
503,HD218739,Gaia DR3 1942533104334263552,HD218739,HIP114385,-,TIC173418717,-,-,J23100+4758A,G1V,PM*,347.4953,47.9594,32.9913,30.311,154.483,-4.642,6.996635,0.793838,7.788,7.149,-5.75,257.0,201.0,1.1064,0.9251,2025.363014,2026.069863,279.0,219.0,1.1396,0.9461,2025.324658,2026.091781,2.002,0.147,0.0,0.383,1.893,3.774,5.968,8.285,9.089,8.01,6.368,4.396
504,HD222155,Gaia DR3 1943363751009454976,HD222155,HIP116616,-,TIC26370518,-,-,-,G0,PM*,354.5013,48.9965,19.802,50.5,195.306,-117.335,6.952019,0.826955,7.759,7.117,-43.75,254.0,197.0,1.1123,0.9347,2025.384932,2026.083562,277.0,216.0,1.1476,0.9576,2025.349315,2026.110959,2.502,0.383,0.0,0.11,1.393,3.274,5.468,7.814,9.141,8.504,6.868,4.896
505,HD212107,Gaia DR3 1962417840846148864,HD212107,HIP110339,-,TIC199600136,-,-,-,F5,PM*,335.2144,46.0622,20.5849,48.579,5.009,-50.249,7.316308,0.630865,7.893,7.43,8.12,262.0,208.0,1.0951,0.9062,2025.319178,2026.039726,285.0,225.0,1.127,0.9295,2025.280822,2026.064384,1.469,0.017,0.004,0.792,2.359,4.24,6.435,8.611,8.808,7.477,5.835,3.862
506,HD203454,Gaia DR3 1965602679357877504,HD203454,HIP105406,-,TIC373445744,-,-,-,F8V,SB*,320.2559,40.345,37.468,26.689,-9.822,-213.495,6.247504,0.744052,6.927,6.397,30.88,272.0,217.0,1.0718,0.8838,2025.256164,2026.00411,293.0,232.0,1.0995,0.9051,2025.220548,2026.026027,0.547,0.0,0.412,1.792,3.359,5.24,7.435,8.886,7.841,6.41,4.768,2.796
507,HD210731,Gaia DR3 1975429427091671808,HD210731,-,-,TIC455681786,-,-,-,F8,*,332.8383,47.1479,23.6393,42.302,-7.622,-4.926,7.24927,0.754639,7.968,7.393,-20.96,264.0,209.0,1.1018,0.9072,2025.308219,2026.034247,287.0,227.0,1.133,0.9304,2025.269863,2026.058904,1.001,0.0,0.167,1.392,2.959,4.84,7.035,8.976,8.424,6.993,5.352,3.379
