,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,Ls,Ms,Rs,teff,logg,feh,age,Ls_lerr,Ms_lerr,Rs_lerr,teff_lerr,logg_lerr,feh_lerr,age_lerr,Ls_uerr,Ms_uerr,Rs_uerr,teff_uerr,logg_uerr,feh_uerr,age_uerr,Ls_origin,Ms_origin,Rs_origin,teff_origin,logg_origin,feh_origin,age_origin,HZ_period_inf,HZ_period_sup,HZ_amp_inf,HZ_amp_sup,vsini,logRHK,pmag,prot
842,HD32092,Gaia DR3 3420438360271164288,HD32092,HIP23395,-,TIC308569032,-,-,J05017+2640AB,G2V,**,75.4346,26.671,2.179,0.835,1.255,6260.0,4.157,-0.84,10.45,0.185,0.02,0.025,82.0,0.02,0.06,1.1,0.185,0.03,0.025,57.0,0.02,0.03,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,190,449,0.0938,0.1251,,,,
843,HD32963,Gaia DR3 3421680597955802624,HD32963,HIP23884,-,TIC69528586,-,-,-,G3V,PM*,76.9824,26.328,1.151,1.005,1.059,5810.0,4.386,0.09,5.55,0.081,0.02,0.018,53.0,0.02,0.02,1.5,0.081,0.03,0.018,50.0,0.02,0.02,1.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,373,813,0.0681,0.0883,3.6,-5.03,,21.8
844,HD33252,Gaia DR3 3422042582096699520,HD33252,HIP24046,-,TIC69760570,-,-,J05101+2733A,F8V,PM*,77.5161,27.5565,2.166,1.085,1.239,6290.0,4.281,-0.16,3.95,0.151,0.03,0.021,33.0,0.02,0.05,0.8,0.151,0.03,0.021,81.0,0.02,0.05,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,503,1017,0.0601,0.076,9.2,-4.965,,6.5
845,HD37648,Gaia DR3 3428662329291965056,HD37648,HIP26761,-,TIC75432545,-,-,-,F8,*,85.2727,24.3503,2.344,1.135,1.218,6470.0,4.296,-0.07,2.35,0.189,0.12,0.024,84.0,0.05,0.32,1.58,0.189,0.09,0.024,51.0,0.04,0.32,2.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,581,1148,0.056,0.0703,,,,
846,HD40001,Gaia DR3 3451146478788019200,HD40001,HIP28212,-,TIC309265383,-,-,-,F8,PM*,89.4155,33.2602,3.461,1.295,1.572,6280.0,4.156,0.15,2.95,0.284,0.03,0.03,72.0,0.02,0.04,0.3,0.284,0.02,0.03,65.0,0.01,0.04,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,843,1578,0.0461,0.0569,7.6,-5.158,,9.0
847,HD41330,Gaia DR3 3453257133093515648,HD41330,HIP28908,GJ226.3+GJ9199,TIC400316888,-,-,J06061+3523A,G0V,PM*,91.5356,35.3877,1.935,0.925,1.336,5890.0,4.15,-0.2,10.35,0.328,0.01,0.1,18.0,0.06,0.02,0.6,0.328,0.03,0.11,18.0,0.06,0.02,0.4,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,S2022,S2022,S2022,BRILLIANT_ISO_v005_logginput,271,617,0.0789,0.1037,,-4.982,,18.0
848,HD38230,Gaia DR3 3456337827237371264,HD38230,HIP27207,GJ217,TIC426400173,-,-,J05460+3717A,K0V,PM*,86.5079,37.2846,0.486,0.805,0.849,5230.0,4.501,-0.05,11.75,0.037,0.01,0.018,52.0,0.01,0.02,2.5,0.037,0.02,0.018,39.0,0.02,0.02,1.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,171,398,0.1001,0.1326,2.0,-4.996,26.7,40.2
849,HD108215,Gaia DR3 3527541135097360640,HD108215,HIP60665,-,TIC334968821,-,-,J12260-1457AB,F6V,**,186.4984,-14.9478,4.092,1.155,1.635,6420.0,4.07,-0.28,4.05,0.358,0.05,0.034,84.0,0.03,0.02,0.6,0.358,0.04,0.034,63.0,0.02,0.0,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,613,1201,0.0545,0.0682,,,,
850,HD108799A,Gaia DR3 3528362362908431616,HD108799A,-,GJ469.2A+GJ9409A,-,-,-,J12301-1324A,G0.1,PM*,187.5199,-13.3932,1.361,0.985,1.164,5780.0,4.286,0.16,8.75,0.11,0.08,0.024,49.0,0.04,0.33,2.3,0.11,0.06,0.024,65.0,0.03,0.33,2.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,342,763,0.0705,0.0921,7.1,,,5.8
851,HD111031,Gaia DR3 3529518709839090176,HD111031,HIP62345,GJ3746,TIC288529330,-,-,-,G5V,PM*,191.6285,-11.8124,1.477,1.065,1.208,5790.0,4.296,0.26,6.45,0.13,0.03,0.027,70.0,0.02,0.02,1.0,0.13,0.03,0.027,57.0,0.02,0.02,1.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,471,966,0.0619,0.0786,2.0,-4.976,13.0,20.9
852,HD99610,Gaia DR3 3562275841290443520,HD99610,HIP55900,-,TIC334895388,-,-,-,G4VCN+0.5,SB*,171.876,-12.436,1.124,1.005,1.08,5720.0,4.366,0.19,6.75,0.087,0.03,0.021,71.0,0.02,0.04,1.7,0.087,0.03,0.021,40.0,0.03,0.04,1.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,373,813,0.0681,0.0883,3.8,-5.078,,26.4
853,HD105590A,Gaia DR3 3574377616021489024,HD105590A,-,GJ9390A,TIC152854208,-,-,J12095-1151A,G4,PM*,182.3689,-11.8571,0.981,0.995,0.981,5800.0,4.436,0.03,3.75,0.083,0.05,0.022,66.0,0.03,0.09,2.2,0.083,0.05,0.022,51.0,0.03,0.09,2.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,357,788,0.0693,0.0902,3.0,,,
854,HD104304,Gaia DR3 3575733210781078016,HD104304,HIP58576,GJ454,TIC152738837,-,-,J12007-1028A,G8IV,SB*,180.1853,-10.4461,0.854,0.97,0.988,5583.0,4.436,0.22,5.79,0.484,0.07,0.119,244.0,0.183,0.16,3.9,0.484,0.092,0.268,244.0,0.09,0.16,4.35,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,318,714,0.0731,0.0956,2.8,-4.934,,26.1
855,HD108510,Gaia DR3 3579784327012046336,HD108510,HIP60816,-,TIC368438895,-,-,-,G1V_Fe-0.7,SB*,186.9812,-8.678,1.401,1.065,1.088,6020.0,4.385,0.02,3.25,0.125,0.04,0.025,54.0,0.03,0.05,1.5,0.125,0.04,0.025,77.0,0.03,0.05,1.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,471,966,0.0619,0.0786,5.6,-4.704,,8.9
856,HD101198,Gaia DR3 3585098090614578688,HD101198,HIP56802,GJ3677,TIC40535161,-,24Crt+iotCrt,J11387-1312A,F6.5V,PM*,174.6668,-13.2019,3.649,1.126,1.739,6049.0,4.009,-0.29,5.62,0.707,0.072,0.027,242.0,0.043,0.11,1.97,0.707,0.117,0.031,242.0,0.054,0.11,1.52,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,565,1122,0.0568,0.0713,3.8,-5.012,,14.2
857,HD101472,Gaia DR3 3591819100253606784,HD101472,HIP56960,-,TIC185260035,-,-,-,F7V,SB*,175.1524,-8.4057,1.648,1.105,1.109,6210.0,4.389,-0.07,2.05,0.13,0.03,0.02,63.0,0.03,0.03,1.0,0.13,0.03,0.02,67.0,0.02,0.03,1.0,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,534,1069,0.0584,0.0736,7.2,-4.507,,4.5
858,HD106116,Gaia DR3 3598278250031419008,HD106116,HIP59532,GJ458.1+GJ9396,TIC56812239,-,-,J12125-0305A,G5V,PM*,183.1202,-3.0845,1.1,0.995,1.068,5720.0,4.375,0.15,6.95,0.082,0.02,0.02,73.0,0.02,0.02,1.5,0.082,0.03,0.02,30.0,0.02,0.02,1.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,357,788,0.0693,0.0902,1.9,-4.965,22.8,18.2
859,HD103459,Gaia DR3 3602296587073060224,HD103459,HIP58093,-,TIC421194567,-,-,-,G5V,PM*,178.7165,-1.4515,2.753,1.145,1.666,5760.0,4.056,0.27,6.95,0.287,0.03,0.045,95.0,0.03,0.03,1.9,0.287,0.08,0.045,50.0,0.02,0.03,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,597,1174,0.0552,0.0692,,-5.002,,22.6
860,HD119638,Gaia DR3 3606091998132474752,HD119638,HIP67069,-,TIC290058172,-,-,-,F8.5V,PM*,206.1858,-14.2252,1.644,1.045,1.122,6170.0,4.349,-0.14,3.85,0.142,0.04,0.023,75.0,0.02,0.02,1.2,0.142,0.03,0.023,63.0,0.02,0.02,1.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,438,914,0.0638,0.0816,2.3,-4.982,11.5,10.8
861,HD121325A,Gaia DR3 3618910139048607616,HD121325A,-,-,-,-,-,J13550-0804A,F5e?,PM*,208.7425,-8.0588,2.852,1.045,1.404,6330.0,4.166,-0.3,5.35,0.023,0.01,0.01,1.0,0.003,0.01,0.1,0.023,0.01,0.0,1.0,0.003,0.02,0.1,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,GaiaDR3_gspphot,GaiaDR3_gspphot,GaiaDR3_gspphot,BRILLIANT_ISO_v005_logginput,438,914,0.0638,0.0816,,,,
862,HD121325B,Gaia DR3 3618910139048607744,HD121325B,-,-,-,-,-,J13550-0804B,F8e,PM*,208.7435,-8.059,1.395,1.025,1.111,5951.0,4.36,0.18,4.8,0.844,0.102,0.171,254.0,0.192,0.48,3.01,0.844,0.127,0.311,254.0,0.118,0.48,3.9,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,405,864,0.0659,0.0848,18.1,,,2.2
863,HD115080,Gaia DR3 3621929501058107264,HD115080,HIP64638,-,TIC135041892,-,-,J13149-1122A,G1.5V,**,198.7322,-11.3694,2.016,0.925,1.525,5570.0,4.031,-0.16,12.65,0.15,0.03,0.029,41.0,0.02,0.12,0.9,0.15,0.03,0.029,60.0,0.02,0.12,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,271,617,0.0789,0.1037,4.4,-5.035,,30.5
864,HD112758,Gaia DR3 3626268998574790656,HD112758,HIP63366,GJ491A+GJ491B,TIC319462683,-,-,J12590-0950AB,G9V,**,194.7565,-9.8341,0.376,0.705,0.764,5170.0,4.559,-0.44,12.45,0.03,0.01,0.017,36.0,0.01,0.02,1.8,0.03,0.01,0.017,60.0,0.01,0.02,1.0,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,112,284,0.1223,0.1667,2.7,-5.042,,44.5
865,HD117860,Gaia DR3 3630099250409312640,HD117860,HIP66115,-,TIC619444,-,-,-,G2V,PM*,203.2971,-8.4433,1.102,1.055,0.998,5920.0,4.455,0.07,1.65,0.103,0.03,0.024,72.0,0.03,0.04,1.08,0.103,0.03,0.024,60.0,0.02,0.04,1.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,454,940,0.0628,0.0801,4.1,-4.499,,5.9
866,HD117126,Gaia DR3 3638745672411053952,HD117126,HIP65708,-,TIC115071316,-,-,-,G3/5V,SB*,202.078,-0.8402,1.721,0.935,1.327,5740.0,4.161,-0.05,11.55,0.137,0.02,0.027,52.0,0.02,0.02,1.0,0.137,0.02,0.027,60.0,0.02,0.02,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,283,641,0.0773,0.1016,1.6,-4.997,,23.1
867,HD125906B,Gaia DR3 3639520621950395776,HD125906B,-,-,TIC6131663,-,-,J14226-0746B,G0V,PM*,215.6612,-7.7698,1.413,0.925,1.122,5940.0,4.298,-0.22,8.85,0.148,0.03,0.03,74.0,0.03,0.01,1.5,0.148,0.03,0.03,79.0,0.03,0.01,1.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,271,617,0.0789,0.1037,3.4,-5.001,,17.0
868,HD125906A,Gaia DR3 3639520621950395904,HD125906A,HIP70269,-,TIC6131661,-,-,J14226-0746A,G0V,PM*,215.6611,-7.7682,1.425,0.905,1.101,6010.0,4.306,-0.29,8.65,0.135,0.02,0.026,76.0,0.02,0.01,1.6,0.135,0.03,0.026,68.0,0.03,0.01,1.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,251,574,0.082,0.1081,3.4,-4.995,,14.9
869,HD125184,Gaia DR3 3639760521643499776,HD125184,HIP69881,GJ541.1,TIC6041460,-,-,J14180-0733A,G5IV,PM*,214.503,-7.5424,2.564,1.184,1.669,5654.0,4.076,0.35,6.36,0.265,0.044,0.027,101.0,0.032,0.06,1.71,0.265,0.092,0.026,101.0,0.029,0.06,1.23,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,645,1254,0.0531,0.0663,2.4,-4.894,20.4,36.8
870,HD124553,Gaia DR3 3640929611741605632,HD124553,HIP69564,-,TIC147757234,-,-,J14144-0557A,F8V,PM*,213.5888,-5.9477,4.017,1.335,1.794,6100.0,4.036,0.19,3.35,0.312,0.09,0.034,69.0,0.03,0.03,0.3,0.312,0.02,0.034,51.0,0.02,0.03,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,910,1688,0.0442,0.0543,3.6,-4.85,22.8,16.2
871,HD125455,Gaia DR3 3642413746280598784,HD125455,HIP70016,GJ544A,TIC203230367,-,-,J14196-0509A,K1V,PM*,214.8953,-5.1512,0.379,0.775,0.764,5180.0,4.558,-0.18,8.05,0.038,0.02,0.022,68.0,0.02,0.02,4.3,0.038,0.02,0.022,44.0,0.03,0.02,3.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,153,361,0.106,0.141,0.1,-4.942,8.9,38.6
872,HD122040,Gaia DR3 3644581708332456192,HD122040,HIP68348,-,TIC119144235,-,-,-,F6V,PM*,209.8654,-5.4239,2.36,1.115,1.254,6390.0,4.288,-0.16,3.15,0.196,0.02,0.024,73.0,0.02,0.01,0.6,0.196,0.03,0.024,68.0,0.02,0.01,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,549,1096,0.0575,0.0724,9.4,,,4.7
873,HD124292,Gaia DR3 3646061719703116032,HD124292,HIP69414,GJ3830,TIC147718994,-,-,-,G8/K0V,PM*,213.1885,-3.3201,0.649,0.865,0.881,5520.0,4.479,-0.1,7.35,0.063,0.02,0.023,71.0,0.03,0.02,3.1,0.063,0.03,0.023,48.0,0.03,0.02,3.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,215,502,0.0883,0.1172,0.1,-5.002,10.8,30.9
874,HD126053,Gaia DR3 3654496279558010624,HD126053,HIP70319,GJ547,TIC446436963,-,-,J14233+0114A,G1.5V,PM*,215.8137,1.2416,0.794,0.835,0.927,5660.0,4.425,-0.4,10.15,0.07,0.02,0.008,102.0,0.016,0.04,2.23,0.07,0.025,0.007,102.0,0.02,0.04,1.94,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,190,449,0.0938,0.1251,0.4,-4.987,27.0,25.5
875,HD126961,Gaia DR3 3656209284314369664,HD126961,HIP70782,-,TIC402202339,-,-,J14153+0308C,G0V,PM*,217.1298,2.7888,2.037,1.205,1.202,6290.0,4.355,0.11,1.25,0.172,0.03,0.024,75.0,0.02,0.03,0.68,0.172,0.03,0.024,65.0,0.02,0.03,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,694,1334,0.0512,0.0636,4.0,-4.73,,5.6
876,HD118330,Gaia DR3 3662563220276768640,HD118330,HIP66367,-,TIC157838901,-,-,-,F7V,PM*,204.061,-0.931,3.221,1.005,1.618,6080.0,4.02,-0.34,7.45,0.249,0.03,0.03,41.0,0.02,0.01,0.7,0.249,0.02,0.03,80.0,0.01,0.07,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,373,813,0.0681,0.0883,6.1,,,9.4
877,HD122603,Gaia DR3 3670763725889736832,HD122603,HIP68619,-,TIC420652395,-,-,-,F8/G0IV,PM*,210.6984,3.5455,3.793,1.185,1.814,5980.0,3.991,0.05,5.25,0.297,0.03,0.035,50.0,0.02,0.05,1.4,0.297,0.11,0.035,69.0,0.03,0.05,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,661,1281,0.0525,0.0654,5.1,-4.954,,14.8
878,HD110223,Gaia DR3 3675297081050489088,HD110223,HIP61858,-,TIC32479528,-,-,-,F5V,PM*,190.1696,-8.4485,3.516,1.205,1.579,6290.0,4.109,-0.12,3.75,0.286,0.07,0.03,80.0,0.02,0.0,0.4,0.286,0.02,0.03,58.0,0.02,0.01,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,694,1334,0.0512,0.0636,12.2,,,4.6
879,38Vir,Gaia DR3 3679242575447826432,HD111998,HIP62875,GJ9421,TIC53304943,-,38Vir,J12532-0333AB,F6V,**,193.2965,-3.5531,3.264,1.355,1.386,6590.0,4.286,0.2,0.88,0.277,0.03,0.028,95.0,0.02,0.04,0.4,0.277,0.03,0.028,50.0,0.02,0.04,0.48,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,944,1743,0.0433,0.0531,30.0,-4.85,22.4,2.6
880,HD109756,Gaia DR3 3683160646477904512,HD109756,HIP61578,-,TIC175378162,-,-,-,F5V,PM*,189.2785,-2.3221,3.063,1.075,1.428,6390.0,4.156,-0.33,4.85,0.264,0.03,0.03,73.0,0.02,0.03,0.7,0.264,0.04,0.03,68.0,0.02,0.01,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,487,991,0.061,0.0772,,,,
881,HD114783,Gaia DR3 3684934540986187776,HD114783,HIP64457,GJ3769,TIC292113181,-,-,-,K1V,PM*,198.1824,-2.265,0.409,0.855,0.804,5150.0,4.546,0.1,5.55,0.029,0.03,0.015,52.0,0.02,0.01,3.2,0.029,0.02,0.015,32.0,0.02,0.01,4.0,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,206,485,0.0901,0.1197,0.1,-4.915,8.5,37.9
882,HD109098,Gaia DR3 3695295342134266368,HD109098,HIP61173,-,TIC130637818,-,-,-,G3/5V,*,188.0185,-1.7724,3.3,1.145,1.733,5910.0,4.011,0.06,6.25,0.247,0.03,0.03,57.0,0.01,0.05,0.7,0.247,0.03,0.03,60.0,0.02,0.05,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,597,1174,0.0552,0.0692,3.1,-4.953,,16.7
883,HD111470,Gaia DR3 3705830175356997632,HD111470,HIP62585,-,TIC380698607,-,-,-,F8,PM*,192.3629,5.1721,2.244,1.125,1.311,6170.0,4.245,0.0,4.25,0.176,0.03,0.024,68.0,0.01,0.05,0.7,0.176,0.03,0.024,61.0,0.02,0.05,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,565,1122,0.0568,0.0713,5.8,-4.395,,2.2
884,HD116442,Gaia DR3 3712538708114516736,HD116442,HIP65352,GJ3781,TIC393713800,-,-,J13237+0243A,G9V,PM*,200.9132,2.7233,0.393,0.725,0.761,5240.0,4.552,-0.39,11.65,0.03,0.01,0.016,38.0,0.01,0.03,2.5,0.03,0.02,0.016,54.0,0.01,0.03,1.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,124,306,0.1171,0.1583,,-4.972,,38.7
885,HD116443,Gaia DR3 3712538811193759744,HD116443,HIP65355,GJ3782,TIC393713801,-,-,J13237+0243B,K2V,PM*,200.9202,2.7253,0.32,0.695,0.744,5030.0,4.572,-0.39,12.25,0.026,0.01,0.016,39.0,0.01,0.02,2.1,0.026,0.01,0.016,57.0,0.02,0.02,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,106,273,0.125,0.1712,3.2,-4.908,,40.0
886,HD120066,Gaia DR3 3721126409323324416,HD120066,HIP67246,-,TIC379117362,-,-,-,G0V,PM*,206.738,6.3504,2.328,1.206,1.502,5818.0,4.167,0.23,4.93,0.201,0.053,0.014,101.0,0.022,0.06,0.76,0.201,0.028,0.012,101.0,0.019,0.06,1.35,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,694,1334,0.0512,0.0636,4.9,-4.97,17.6,23.0
887,HD122742,Gaia DR3 3724242219117947904,HD122742,HIP68682,GJ538,TIC457880598,-,-,J14035+1047AB,G6V,SB*,210.8848,10.7868,0.722,0.918,0.91,5578.0,4.481,0.1,6.66,0.069,0.039,0.009,105.0,0.026,0.09,3.79,0.069,0.046,0.009,105.0,0.03,0.09,3.37,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,260,593,0.0805,0.106,3.5,-4.969,,27.6
888,HD119825A,Gaia DR3 3725137908777154432,HD119825A,-,-,-,-,-,J13453+0903A,-,PM*,206.3369,9.0577,3.046,1.065,1.705,5840.0,4.001,-0.06,7.65,0.233,0.02,0.03,60.0,0.02,0.01,0.5,0.233,0.01,0.03,60.0,0.01,0.03,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,471,966,0.0619,0.0786,,,,
889,HD114174,Gaia DR3 3729017810434416128,HD114174,HIP64150,GJ9429,TIC381726125,-,-,J13088+0513AB,G3IV+D,**,197.2126,5.2072,1.157,0.975,1.076,5770.0,4.36,0.05,7.45,0.099,0.02,0.024,65.0,0.02,0.02,1.6,0.099,0.03,0.024,53.0,0.02,0.02,1.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,330,738,0.0717,0.0938,1.9,-4.99,27.8,21.9
890,HD115383,Gaia DR3 3732539683617410816,HD115383,HIP64792,GJ504,TIC397587084,-,59Vir+59VirA+EVir+eVir,J13168+0925A,G0IV,PM*,199.1938,9.4242,2.001,1.145,1.292,6041.0,4.27,0.15,4.15,0.238,0.02,0.07,16.0,0.04,0.02,0.4,0.238,0.02,0.07,16.0,0.04,0.02,0.2,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,S2022,S2022,S2022,BRILLIANT_ISO_v005_logginput,597,1174,0.0552,0.0692,8.2,-4.371,12.3,3.9
891,HD91789,Gaia DR3 3750828405982624768,HD91789,HIP51860,-,TIC296940878,-,-,-,F7V,PM*,158.9311,-13.9566,2.566,1.155,1.271,6480.0,4.286,-0.15,2.45,0.217,0.06,0.025,81.0,0.03,0.25,1.1,0.217,0.07,0.025,64.0,0.03,0.02,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,613,1201,0.0545,0.0682,,,,
892,HD92719,Gaia DR3 3750995604764854400,HD92719,HIP52369,-,TIC391844777,-,-,-,G1.5V,PM*,160.5555,-13.7877,0.935,0.965,0.945,5840.0,4.459,-0.11,3.25,0.089,0.03,0.024,72.0,0.03,0.02,1.8,0.089,0.04,0.024,60.0,0.03,0.02,2.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,318,714,0.0731,0.0956,1.9,-4.876,13.5,18.1
893,HD94268,Gaia DR3 3757749354938381824,HD94268,HIP53186,-,TIC55222124,-,-,-,G0VFe-0.7CH-,PM*,163.1851,-11.423,1.129,0.875,0.983,6000.0,4.386,-0.42,7.75,0.109,0.04,0.025,60.0,0.03,0.05,2.2,0.109,0.03,0.025,80.0,0.03,0.05,2.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,224,520,0.0866,0.1147,3.6,-4.656,,8.3
