,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,Ls,Ms,Rs,teff,logg,feh,age,Ls_lerr,Ms_lerr,Rs_lerr,teff_lerr,logg_lerr,feh_lerr,age_lerr,Ls_uerr,Ms_uerr,Rs_uerr,teff_uerr,logg_uerr,feh_uerr,age_uerr,Ls_origin,Ms_origin,Rs_origin,teff_origin,logg_origin,feh_origin,age_origin,HZ_period_inf,HZ_period_sup,HZ_amp_inf,HZ_amp_sup,vsini,logRHK,pmag,prot
894,HD91962A,Gaia DR3 3762120497774235648,HD91962A,HIP51966,-,TIC321289619,-,-,J10370-0850A,G1V,SB*,159.25,-8.8399,1.931,1.005,1.42,5710.0,4.126,0.09,10.25,0.153,0.03,0.028,56.0,0.02,0.07,1.1,0.153,0.03,0.028,58.0,0.02,0.07,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,373,813,0.0681,0.0883,11.7,,,4.3
895,HD94280,Gaia DR3 3764461667267464192,HD94280,HIP53196,-,TIC55172317,-,-,-,G0/1V,PM*,163.2039,-6.822,2.099,1.135,1.301,6090.0,4.265,0.09,4.35,0.189,0.03,0.029,62.0,0.02,0.03,0.7,0.189,0.02,0.029,76.0,0.02,0.03,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,581,1148,0.056,0.0703,6.8,-4.842,,8.5
896,20Sex,Gaia DR3 3772450512596239616,HD88697,HIP50100,GJ9321,TIC26261696,-,20Sex,-,F7V,PM*,153.4349,-7.384,3.046,1.335,1.393,6460.0,4.276,0.27,1.25,0.265,0.03,0.029,80.0,0.02,0.04,0.48,0.265,0.03,0.029,69.0,0.02,0.04,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,910,1688,0.0442,0.0543,21.7,-4.509,,2.2
897,HD87359,Gaia DR3 3773112865272176512,HD87359,HIP49350,-,TIC26074881,-,-,-,G6V,SB*,151.1116,-7.2184,0.87,0.945,0.98,5630.0,4.426,0.07,7.05,0.074,0.03,0.022,55.0,0.03,0.03,2.2,0.074,0.03,0.022,62.0,0.02,0.03,2.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,295,665,0.0758,0.0995,1.4,-4.825,4.6,20.7
898,HD91638,Gaia DR3 3777944634761425792,HD91638,HIP51784,-,TIC124534956,-,-,-,F7V,PM*,158.7092,-3.8997,2.285,1.015,1.273,6290.0,4.23,-0.32,5.45,0.19,0.02,0.025,81.0,0.02,0.03,0.9,0.19,0.03,0.025,56.0,0.02,0.03,0.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,389,838,0.067,0.0865,5.9,-4.902,,7.5
899,HD97037,Gaia DR3 3784271568265259904,HD97037,HIP54582,-,TIC143046056,-,-,-,G1V,PM*,167.5556,-7.3894,1.703,0.945,1.284,5820.0,4.189,-0.1,10.45,0.133,0.02,0.025,48.0,0.01,0.02,1.0,0.133,0.02,0.025,65.0,0.02,0.02,1.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,295,665,0.0758,0.0995,1.9,-4.972,,11.4
900,HD99126,Gaia DR3 3785617095619705856,HD99126,HIP55666,-,TIC285930023,-,-,-,G0V,PM*,171.0907,-5.91,3.421,1.105,1.588,6230.0,4.078,-0.2,5.25,0.298,0.03,0.033,76.0,0.02,0.03,1.2,0.298,0.07,0.033,67.0,0.02,0.03,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,534,1069,0.0584,0.0736,,,,
901,HD99865A,Gaia DR3 3786240278194454144,HD99865A,HIP56049,-,-,-,-,J11292-0427A,F8/G0V,PM*,172.3104,-4.4517,2.795,1.245,1.463,6170.0,4.201,0.2,3.35,0.26,0.02,0.035,55.0,0.02,0.01,0.4,0.26,0.02,0.035,84.0,0.02,0.0,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,760,1442,0.0488,0.0604,,,,
902,HD98281,Gaia DR3 3786697056556771584,HD98281,HIP55210,GJ423.1+GJ9357,TIC38086286,-,-,-,G8V,PM*,169.5917,-5.0673,0.55,0.785,0.841,5420.0,4.49,-0.26,11.45,0.047,0.01,0.019,49.0,0.02,0.02,2.7,0.047,0.02,0.019,61.0,0.02,0.02,1.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,159,372,0.1041,0.1381,0.1,-4.947,12.2,32.7
903,HD96064,Gaia DR3 3789271459953459328,HD96064,HIP54155,-,TIC53178075,-,-,J11047-0413A,G8V,BY*,166.1728,-4.2211,0.569,0.905,0.843,5460.0,4.526,0.03,3.15,0.056,0.02,0.024,70.0,0.03,0.03,2.1,0.056,0.03,0.024,39.0,0.03,0.03,3.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,251,574,0.082,0.1081,5.5,-4.316,,3.0
904,HD98427A,Gaia DR3 3790864411783833600,HD98427A,HIP55288,-,TIC38114367,-,-,J11194-0139A,F6V,PM*,169.8443,-1.6549,2.981,1.205,1.468,6260.0,4.175,0.02,3.65,0.264,0.03,0.03,49.0,0.02,0.05,0.5,0.264,0.03,0.03,98.0,0.02,0.05,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,694,1334,0.0512,0.0636,,,,
905,HD101093,Gaia DR3 3793829313607800064,HD101093,HIP56738,-,TIC49454591,-,-,-,G3V,PM*,174.4963,-1.5994,1.256,1.005,1.023,6040.0,4.408,-0.16,3.55,0.112,0.03,0.023,60.0,0.02,0.01,1.5,0.112,0.03,0.023,72.0,0.03,0.01,1.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,373,813,0.0681,0.0883,3.5,-4.852,,11.4
906,HD102634,Gaia DR3 3794824028033991936,HD102634,HIP57629,-,TIC78272071,-,-,J11490-0019A,F8V,PM*,177.2553,-0.3187,3.106,1.285,1.483,6293.0,4.2,0.2,2.75,0.371,0.03,0.08,18.0,0.04,0.02,0.2,0.371,0.03,0.08,18.0,0.04,0.02,0.1,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,S2022,S2022,S2022,BRILLIANT_ISO_v005_logginput,826,1551,0.0466,0.0575,,-4.833,,6.7
907,HD99739,Gaia DR3 3800325090865568640,HD99739,HIP55982,-,TIC363573014,-,-,-,F6V,PM*,172.1043,2.783,2.636,1.145,1.329,6380.0,4.216,-0.07,3.25,0.215,0.12,0.025,72.0,0.05,0.3,1.4,0.215,0.11,0.025,67.0,0.05,0.3,2.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,597,1174,0.0552,0.0692,2.2,,,
908,HD92788,Gaia DR3 3802549437248150656,HD92788,HIP52409,-,TIC169248301,-,-,-,G6V,PM*,160.7022,-2.1838,1.219,1.065,1.116,5740.0,4.366,0.29,5.45,0.107,0.03,0.026,78.0,0.02,0.01,1.4,0.107,0.02,0.026,42.0,0.02,0.01,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,471,966,0.0619,0.0786,2.2,-4.939,8.7,22.0
909,HD96937,Gaia DR3 3811594088617869056,HD96937,HIP54541,GJ3644,TIC301560849,-,-,J11097+0227A,G8V,PM*,167.4176,2.4562,0.661,0.915,0.919,5430.0,4.466,0.13,7.65,0.05,0.04,0.018,55.0,0.03,0.05,2.9,0.05,0.03,0.018,41.0,0.02,0.05,3.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,260,593,0.0805,0.106,0.9,-4.856,,27.5
910,83LeoB,Gaia DR3 3812355294262255104,HD99492,HIP55848,GJ429.0B+GJ429B,TIC363549734,-,83LeoB,J11268+0301B,K3,PM*,171.6928,3.0063,0.338,0.835,0.803,4910.0,4.546,0.32,7.65,0.022,0.02,0.015,50.0,0.02,0.03,3.7,0.022,0.03,0.015,21.0,0.02,0.03,3.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,190,449,0.0938,0.1251,0.5,-4.915,9.6,42.7
911,83LeoA,Gaia DR3 3812355328621651328,HD99491,HIP55846,GJ429A,TIC363549733,-,83LeoA,J11268+0301A,G9IV-V,PM*,171.6888,3.0131,0.751,1.005,0.951,5510.0,4.476,0.3,3.75,0.057,0.03,0.019,60.0,0.03,0.02,1.9,0.057,0.02,0.019,40.0,0.02,0.02,2.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,373,813,0.0681,0.0883,3.5,-4.888,,26.6
912,HD85380,Gaia DR3 3820160280630444672,HD85380,HIP48351,-,TIC56555398,-,-,-,G1V,PM*,147.8401,-6.1819,4.071,1.305,1.772,6160.0,4.035,0.11,3.45,0.332,0.09,0.035,73.0,0.02,0.02,0.3,0.332,0.03,0.035,57.0,0.03,0.02,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,860,1605,0.0456,0.0562,7.2,-5.008,,10.0
913,HD88072,Gaia DR3 3835743693290897152,HD88072,HIP49756,-,TIC344988456,-,-,-,G3V,PM*,152.3476,2.3711,1.067,0.985,1.03,5780.0,4.4,0.04,5.85,0.091,0.03,0.023,48.0,0.03,0.02,1.9,0.091,0.03,0.023,70.0,0.03,0.02,1.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,342,763,0.0705,0.0921,1.4,-4.971,23.8,21.1
914,HD81997B,Gaia DR3 3837746380705638656,HD81997B,-,GJ348B,TIC77549396,-,31HyaB+tau01HyaB,J09291-0246B,K0,PM*,142.2884,-2.7508,0.424,0.875,0.793,5230.0,4.566,0.37,2.65,0.031,0.04,0.015,50.0,0.03,0.17,1.92,0.031,0.03,0.015,38.0,0.01,0.17,4.0,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,224,520,0.0866,0.1147,2.1,,,
915,HD82267,Gaia DR3 3850860191466416768,HD82267,HIP46690,-,TIC383217678,-,-,-,F6V,PM*,142.7758,3.0798,2.195,0.945,1.186,6450.0,4.226,-0.66,6.05,0.182,0.11,0.023,83.0,0.04,0.44,3.3,0.182,0.14,0.023,57.0,0.05,0.44,3.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,295,665,0.0758,0.0995,30.0,,,1.4
916,HD82106,Gaia DR3 3852570413083923072,HD82106,HIP46580,GJ349,TIC383188202,-,-,-,K3V,PM*,142.4784,5.6551,0.245,0.765,0.709,4820.0,4.6,0.01,4.55,0.02,0.02,0.016,57.0,0.02,0.03,3.0,0.02,0.01,0.016,30.0,0.02,0.03,4.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,148,350,0.1081,0.1441,2.9,-4.603,21.6,23.2
917,HD90905,Gaia DR3 3855524182352238336,HD90905,HIP51386,-,TIC277895096,-,-,J10297+0129,G1V,PM*,157.426,1.4911,1.411,1.125,1.05,6140.0,4.435,0.08,0.72,0.126,0.02,0.024,77.0,0.02,0.03,0.46,0.126,0.02,0.024,59.0,0.01,0.03,0.82,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,565,1122,0.0568,0.0713,9.6,-4.315,6.0,2.5
918,HD93081,Gaia DR3 3857486741888336768,HD93081,HIP52574,-,TIC374364247,-,-,-,F6V,PM*,161.2595,3.3067,2.952,1.225,1.363,6480.0,4.246,-0.01,2.35,0.235,0.07,0.025,81.0,0.03,0.18,1.0,0.235,0.08,0.025,58.0,0.03,0.18,0.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,727,1388,0.05,0.062,,-4.892,,4.9
919,HD94765,Gaia DR3 3865002247461685248,HD94765,HIP53486,GJ3633,TIC365006720,-,-,-,K0V,BY*,164.1283,7.3885,0.345,0.815,0.767,5050.0,4.566,0.04,5.65,0.024,0.02,0.015,57.0,0.02,0.03,3.5,0.024,0.02,0.015,22.0,0.02,0.03,4.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,177,415,0.0979,0.13,2.2,-4.499,10.5,15.1
920,HD89307,Gaia DR3 3886688327612984704,HD89307,HIP50473,-,TIC61125572,-,-,-,G0V,PM*,154.5887,12.6211,1.327,0.965,1.091,5930.0,4.339,-0.12,7.05,0.111,0.03,0.023,54.0,0.02,0.02,1.5,0.111,0.03,0.023,68.0,0.03,0.02,1.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,318,714,0.0731,0.0956,,-4.816,,13.0
921,HD89906A,Gaia DR3 3887696579776144512,HD89906A,-,-,-,-,-,J10227+1521A,-,PM*,155.6825,15.3444,0.915,0.875,0.963,5752.0,4.409,-0.18,9.05,0.162,0.04,0.02,125.0,0.001,0.1,3.0,0.162,0.07,0.03,236.0,0.001,0.03,3.0,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,GaiaDR3_gspspec,GaiaDR3_gspphot,GaiaDR3_gspspec,BRILLIANT_ISO_v005_logginput,224,520,0.0866,0.1147,,,,
922,HD101690,Gaia DR3 3897069641524877184,HD101690,HIP57083,-,TIC281909755,-,-,-,G0,PM*,175.5306,4.7473,1.497,0.915,1.151,5950.0,4.268,-0.24,9.45,0.13,0.03,0.025,52.0,0.02,0.04,1.4,0.13,0.03,0.025,76.0,0.03,0.04,1.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,260,593,0.0805,0.106,,-4.558,,6.9
923,17Vir,Gaia DR3 3900151160301345152,HD107705,HIP60353,-,TIC377227654,-,17Vir,J12225+0518A,F8V,PM*,185.6335,5.3054,1.923,1.215,1.149,6340.0,4.385,0.13,0.52,0.176,0.02,0.025,89.0,0.02,0.02,0.32,0.176,0.02,0.025,63.0,0.01,0.02,0.52,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,710,1361,0.0506,0.0628,5.4,-4.8,,5.7
924,HD106423,Gaia DR3 3904895793493364608,HD106423,HIP59690,-,TIC397583143,-,-,J12145+0847A,G0,PM*,183.6139,8.7824,2.159,1.175,1.355,6010.0,4.236,0.35,4.25,0.182,0.03,0.028,64.0,0.02,0.11,0.6,0.182,0.03,0.028,65.0,0.02,0.11,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,645,1254,0.0531,0.0663,,-4.955,,14.1
925,HD106252,Gaia DR3 3905603054348141440,HD106252,HIP59610,-,TIC397558558,-,-,-,G0,PM*,183.373,10.0416,1.323,0.965,1.108,5880.0,4.331,-0.06,7.65,0.127,0.03,0.027,62.0,0.03,0.01,1.5,0.127,0.03,0.027,75.0,0.02,0.01,1.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,318,714,0.0731,0.0956,3.7,-4.98,4.1,18.2
926,HD106210,Gaia DR3 3906535027891367040,HD106210,HIP59589,-,TIC397558463,-,-,-,G3V,PM*,183.3047,10.8217,1.099,0.885,1.09,5660.0,4.309,-0.1,12.55,0.085,0.02,0.022,45.0,0.02,0.04,1.2,0.085,0.02,0.022,61.0,0.02,0.04,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,233,538,0.085,0.1124,,-4.694,,15.4
927,HD101242,Gaia DR3 3909362834358280576,HD101242,HIP56832,-,TIC388907349,-,-,-,G5,PM*,174.7542,6.0579,0.931,1.015,0.962,5780.0,4.465,0.06,2.45,0.071,0.03,0.019,63.0,0.02,0.04,1.48,0.071,0.03,0.019,44.0,0.03,0.04,1.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,389,838,0.067,0.0865,1.4,-4.549,,8.8
928,HD101676,Gaia DR3 3916887136024599296,HD101676,HIP57080,-,TIC82546579,-,-,-,F6V,PM*,175.5165,12.2849,3.096,0.975,1.506,6240.0,4.079,-0.47,7.15,0.389,0.02,0.065,72.0,0.04,0.03,0.7,0.389,0.03,0.065,51.0,0.03,0.03,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,330,738,0.0717,0.0938,,-4.528,,3.6
929,HD102988,Gaia DR3 3919566955099316352,HD102988,HIP57821,-,TIC291073912,-,-,J11514+1148AB,F6V,**,177.853,11.8051,3.628,1.105,1.64,6220.0,4.036,-0.25,5.45,0.304,0.08,0.033,47.0,0.04,0.39,1.7,0.304,0.12,0.033,90.0,0.04,0.01,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,534,1069,0.0584,0.0736,,,,
930,HD111398,Gaia DR3 3928040444539772800,HD111398,HIP62536,-,TIC402133995,-,-,J12489+1206A,G5V,PM*,192.2184,12.0964,1.639,0.995,1.281,5770.0,4.216,0.07,9.75,0.126,0.03,0.025,62.0,0.02,0.03,1.3,0.126,0.02,0.025,47.0,0.02,0.03,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,357,788,0.0693,0.0902,0.0,-4.913,,19.7
931,HD115404A,Gaia DR3 3936909723803146368,HD115404A,HIP64797,GJ505A,TIC373765355,-,-,J13169+1701A,K2V,PM*,199.2127,17.0172,0.356,0.79,0.79,5016.0,4.536,-0.1,10.55,0.036,0.017,0.007,105.0,0.01,0.13,3.72,0.036,0.029,0.007,105.0,0.019,0.13,2.1,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,159,372,0.1041,0.1381,,-4.491,,14.8
932,HD114762A,Gaia DR3 3937211745905473024,HD114762A,HIP64426,-,TIC138172859,-,-,J13123+1731A,F9VgF8mF4+M6,SB*,198.0823,17.5171,1.497,0.795,1.163,5920.0,4.205,-0.72,13.45,0.119,0.01,0.024,50.0,0.02,0.01,0.6,0.119,0.01,0.024,64.0,0.02,0.01,0.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,165,384,0.1022,0.1353,1.7,,,
933,HD112735,Gaia DR3 3944391934790362496,HD112735,HIP63330,-,TIC149508202,-,-,-,G0,PM*,194.6706,22.0429,3.957,1.275,1.799,6070.0,4.016,0.1,3.95,0.318,0.08,0.035,50.0,0.02,0.05,0.5,0.318,0.05,0.035,75.0,0.03,0.05,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,809,1523,0.0472,0.0582,2.1,-4.877,,11.2
934,HD107146,Gaia DR3 3946438125929224320,HD107146,HIP60074,-,TIC72408098,-,-,-,G2V,PM*,184.7771,16.5483,0.975,0.975,0.965,5840.0,4.449,-0.07,3.65,0.07,0.02,0.017,47.0,0.02,0.03,1.6,0.07,0.03,0.017,58.0,0.03,0.03,1.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,330,738,0.0717,0.0938,,-4.276,,1.0
935,HD112196,Gaia DR3 3954927249048246272,HD112196,HIP63008,-,TIC198285529,-,-,J12547+2206A,F8V,PM*,193.6667,22.1079,1.644,1.085,1.195,5980.0,4.316,0.12,4.85,0.129,0.05,0.023,49.0,0.03,0.11,1.4,0.129,0.04,0.023,71.0,0.02,0.11,1.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,503,1017,0.0601,0.076,18.9,,,2.2
936,HD110789,Gaia DR3 3955472984773776256,HD110789,HIP62162,-,TIC263639099,-,-,J12444+2200AB,F6V,**,191.0944,21.9934,3.251,0.895,1.636,6060.0,3.958,-0.71,9.55,0.244,0.03,0.03,43.0,0.02,0.06,0.8,0.244,0.02,0.03,73.0,0.02,0.06,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,242,556,0.0835,0.1102,,,,
937,HD111066,Gaia DR3 3956336822955595776,HD111066,HIP62349,-,TIC199459496,-,-,J12465+2409A,F8V,PM*,191.6362,24.145,2.906,1.155,1.487,6180.0,4.14,-0.05,4.55,0.204,0.06,0.025,50.0,0.02,0.04,0.5,0.204,0.03,0.025,62.0,0.02,0.04,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,613,1201,0.0545,0.0682,,-4.977,,10.5
938,HD111395,Gaia DR3 3957887649746830976,HD111395,HIP62523,GJ486.1,TIC160010717,-,-,-,G5V,BY*,192.196,24.8402,0.809,0.959,0.948,5622.0,4.466,0.08,4.92,0.074,0.054,0.009,102.0,0.03,0.13,2.92,0.074,0.049,0.01,102.0,0.028,0.13,3.5,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,306,689,0.0744,0.0975,,-4.525,,10.1
939,HD108956,Gaia DR3 3959079382912168320,HD108956,HIP61075,-,TIC446169305,-,-,-,F8V,PM*,187.7637,23.7731,3.827,1.005,1.898,5860.0,3.882,-0.38,7.45,0.309,0.02,0.037,59.0,0.02,0.01,0.5,0.309,0.02,0.037,63.0,0.01,0.01,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,373,813,0.0681,0.0883,,-4.955,,18.2
940,HD98388,Gaia DR3 3965063921622777856,HD98388,HIP55262,-,TIC239208476,-,-,-,F8V,PM*,169.7776,13.3908,2.593,1.255,1.293,6440.0,4.305,0.1,1.35,0.199,0.03,0.023,77.0,0.01,0.03,0.52,0.199,0.03,0.023,58.0,0.02,0.03,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,776,1469,0.0482,0.0597,9.2,-4.761,,4.6
941,88Leo,Gaia DR3 3966121308211393920,HD100180,HIP56242,GJ3669,TIC219030951,-,88Leo,"J11317+1422Aa,Ab",F9.5V,**,172.9373,14.3645,1.423,1.055,1.079,6070.0,4.391,-0.06,3.25,0.101,0.03,0.019,60.0,0.02,0.0,1.1,0.101,0.02,0.019,49.0,0.02,0.01,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,454,940,0.0628,0.0801,,-4.847,,10.7
942,HD96574,Gaia DR3 3968325657226210048,HD96574,HIP54383,-,TIC77072856,-,-,-,F9V,PM*,166.9008,13.8588,2.47,1.155,1.407,6100.0,4.196,0.05,4.55,0.196,0.04,0.027,51.0,0.03,0.03,0.5,0.196,0.02,0.027,73.0,0.02,0.03,0.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,613,1201,0.0545,0.0682,3.8,-4.922,,11.4
943,HD100339,Gaia DR3 3974220242141965056,HD100339,HIP56321,-,TIC462539054,-,-,-,F7V,PM*,173.2075,18.0023,2.195,1.185,1.216,6370.0,4.326,0.07,1.55,0.192,0.07,0.025,85.0,0.03,0.18,0.98,0.192,0.07,0.025,62.0,0.03,0.18,1.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,661,1281,0.0525,0.0654,3.7,-5.039,,7.7
944,HD99505,Gaia DR3 3980413791141148672,HD99505,HIP55868,-,TIC3902250,-,-,-,G5,PM*,171.7635,21.8522,0.853,0.865,0.957,5670.0,4.411,-0.15,9.95,0.063,0.03,0.019,50.0,0.02,0.05,2.4,0.063,0.04,0.019,50.0,0.02,0.05,2.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,215,502,0.0883,0.1172,3.6,-4.636,,13.2
945,51LMi,Gaia DR3 3996424359773549568,HD96094,HIP54196,-,TIC393790653,-,51LMi,-,G0,PM*,166.3145,25.2019,2.931,0.945,1.638,5900.0,3.982,-0.38,9.25,0.237,0.02,0.033,47.0,0.02,0.03,0.7,0.237,0.02,0.033,71.0,0.02,0.03,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,295,665,0.0758,0.0995,,,,
