,ra_j2000,dec_j2000,primary_name,gaiaedr3_source_id,hip,hd,tic,parallax,pmra,pmdec,gmag,bp_rp,radial_velocity,spectrum_harps_1d,spectrum_harps_2d,spectrum_sophie_1d,spectrum_sophie_2d,Teff(K),Teff_err(K),logg,logg_err,Fe/H,Fe/H_err,alpha,alpha_err,vmic,vmic_err,vmac,vmac_err,vsini,vsini_err,Notes,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,Bmag,e_Bmag,Vmag,e_Vmag,Mass,Mass-err,Mass+err,Radius,Radius-err,Radius+err,Age,Age-err,Age+err,MIST logg,MIST logg-err,MIST logg+err,Density,Density-err,density+err,MIST Teff,MIST Teff-err,MIST Teff+err,logLuminosity,logLuminosity-err,logLuminosity+err,deltanu,deltanu-err,deltanu+err,numax,numax-err,numax+err,Unnamed: 75,Unnamed: 76,Unnamed: 77,ra,dec,season_length,airmass_min,airmass_mean,tyr_rise,tyr_set,eff_nights,eff_airmass_mean,eff_seeing,nb_subexp,snr_550,snr_550_texp15,sig_rv_texp15,texp_snr_250,sig_rv_osc_texp15,sig_rv_osc+gr_texp15,HZ_period_inf,HZ_period_sup,HZ_amp_inf,HZ_amp_sup,HZ_mp_min_texp15,HZ_mp_min_osc_texp15,HZ_mp_min_osc+gr_texp15,NIGHTS,FIRST_NIGHT,LAST_NIGHT,ruwe,Teff_spec,Fe/H_spec,logg_spec,vsini_spec,Teff_phot,logRHK,Teff_gspphot,logg_gspphot,logRHK_BoroSaika+18,RHK,HJ,BDW,Teff,dist,log_ruwe,index,HWO
5,85.86187,52.48878,HD37693,215599288018509824,26974.0,37693,311223680,32.324,246.578,22.351,6.993804,0.782615,-25.67,,,True,True,5612.65784600156,101.901356740775,4.39469936870799,0.0605208513770686,-0.0920000000000005,0.0710976359509225,0.0396177167484781,0.0,0.747790047632757,0.112354923294438,3.86,0.0,0.0,0.0,,5.725,0.107,5.579,0.047,5.666,0.017,5.992,0.019,5.71,0.021,5.648,0.02,7.755,0.022,7.152,0.023,0.971849168177859,-0.0340497665526812,0.0386927098727707,1.03657302950667,-0.0099883375808522,0.00972892552213,9.78811932665083,-0.167091638122365,0.120310764219479,4.39469936870799,-0.0222917594418259,0.0235170283936075,1.23210251749378,-0.071252125913122,0.0793279973063983,5822.33634184437,-71.3495855702058,73.5757418423464,0.0454744303454029,-0.0147255451246407,0.0157270407680619,133.085019286571,-3.5167874657202,3.81086815402492,2796.7159950774,-3.5167874657202,3.81086815402492,,,,5.7241246666666665,52.48878,273,1.0924790466157153,1.1415604182699206,2025.6118457813373,2026.3125018775647,181.34630299482785,1.149674614584521,0.9924944846812608,1.0,320.0,320.0,0.1702,13.258252147247768,0.4470170618847907,0.9527704410964616,318.1119076325314,713.7715223240443,0.0730553818518328,0.0956412650706562,4.035082674271333,10.597830796210314,22.58817567230428,249,2020-08-15,2020-04-19,0.9709804,5612.65784600156,-0.0920000000000005,3.93637349238075,0.0,5830,-4.901119413001855,5745.7373,4.3599,,-4.901119,0,0,5612.65784600156,30.93676525182527,-0.012789536577841862,60,0
18,263.00412,34.27115,HD159222,1335880415564253312,85810.0,159222,39464221,41.318,-240.516,63.524,6.377123,0.793056,-51.71,,,True,True,5662.1998484187,102.809691164656,4.4204696349792,0.0788487187386387,0.179,0.112744965049002,0.0,0.0,1.00366645287958,0.0562452640443238,3.7,0.0,0.0,0.0,,5.066,0.175,4.873,0.085,5.066,0.016,5.342,0.021,5.076,0.027,4.998,0.016,7.183,0.058,6.544,0.02,1.1038508624876,-0.0500995377854552,0.0366077572193344,1.07301640055408,-0.0088793522299592,0.0089817295947225,9.34324601900365,-0.411821950145859,0.274102913616479,4.4204696349792,-0.0260608048363959,0.0182576190762305,1.26247003676026,-0.079796454187844,0.0640184054472306,5872.42210202715,-68.6410251532934,69.1108970585337,0.0906303878757056,-0.0148944171776617,0.014670347633684,134.130766714248,-3.9816829450059,3.10141063160162,2953.20038868217,-3.9816829450059,3.10141063160162,,,,17.533608,34.27115,311,1.004626132521418,1.0729001983291098,2025.0427634148243,2025.8585577899407,238.6970435593207,1.0642204901272017,0.8923584695506118,1.0,445.0,445.0,0.1277,11.24297533493792,0.3848221368453773,0.8929541225465244,518.0826590560929,1043.3254634862217,0.0591949581377173,0.0747523702867211,3.2567326590318366,9.814117627116358,22.77300590379313,287,2021-01-22,2020-11-03,0.9464635,5662.1998484187,0.179,3.94591480010237,0.0,5790,-4.902473988159859,5755.445,4.2861,-4.847743057186666,-4.875109,0,0,5662.1998484187,24.202526743792053,-0.023896129776511777,358,0
7,66.852936,46.853153,HD28005,257134507991047936,20800.0,28005,27936849,33.1264,81.452,-302.287,6.57104,0.826358,34.85,,,True,True,5599.62207102244,104.168410089201,4.30357958277204,0.0756372373357032,0.311,0.0838308100457155,0.0,0.0,0.972857082110054,0.0493380996858269,3.35,0.0,0.0,0.0,,5.151,0.177,5.06,0.073,5.215,0.016,5.506,0.02,6.85,,5.183,0.018,7.412,0.022,6.731,0.023,1.13454079036603,-0.0351104023802089,0.0307120299333072,1.24500852592727,-0.0118133324500527,0.0112505979790472,9.66792736059048,-0.115981522153875,0.10746095218162,4.30357958277204,-0.0193880512249427,0.0178414233585489,0.836127749768462,-0.0455214609915988,0.0461675071369442,5840.19755665311,-68.3261533076484,77.2031437065025,0.209828976654142,-0.0144838025130819,0.0155931611413243,109.717676351256,-2.71841021041963,2.64328351217402,2268.16983057617,-2.71841021041963,2.64328351217402,,,,4.4568624,46.853153,271,1.052406359185647,1.105423848166418,2025.5657928730643,2026.266448969292,184.9238428557211,1.1128231193674896,0.963857470541762,1.0,406.0,406.0,0.1084,11.770590385768958,0.4269194667456499,0.927600565286962,565.2603879094048,1121.7395576901213,0.056754913931785,0.0713210886724966,3.275886209073333,12.90165676657764,28.032416045684386,250,2020-07-29,2020-04-03,0.8593116,5599.62207102244,0.311,3.93994589723534,0.0,5690,-4.924871151945197,5663.0337,4.1937,-4.998346305695,-4.961609,0,0,5599.62207102244,30.187403400309123,-0.06584932554956102,76,0
2,49.416862,31.127045,HD20367,122704230645584768,15323.0,20367,101349357,38.3758,-101.95,-58.033,6.270825,0.720617,6.46,,,True,True,5814.62722198966,102.848267351474,4.3900275088948,0.0694013628160628,0.0659999999999998,0.106364898108625,0.0,0.0,1.15991358746124,0.0481637524565869,4.4,0.0,0.0,0.0,,5.164,0.125,4.899,0.108,5.078,0.015,5.325,0.023,5.117,0.026,5.039,0.02,7.864,0.128,6.41,0.023,1.12769364989374,-0.0458771367613531,0.0405739335479103,1.12218536035633,-0.0088621986203909,0.009934174962652,9.33064556474469,-0.379882127301034,0.238328602876724,4.3900275088948,-0.0237725470811343,0.0203897171159948,1.12561248354882,-0.0672996946391999,0.0634704199459411,6036.3389406676,-69.1234376244947,74.9045579342446,0.177584839108452,-0.0148518028023816,0.0157717882423821,126.573521352237,-3.47990978141107,3.12661523854035,2718.115325054,-3.47990978141107,3.12661523854035,,,,3.2944574666666666,31.127045,265,1.0009448985394584,1.057459666836508,2025.529608445136,2026.2203960610195,185.5362598780507,1.0641458576019691,0.9324974040554912,1.0,461.0,461.0,0.1234,11.046146548872857,0.4073439277066077,0.9364787998899956,565.2603879094048,1121.7395576901213,0.056754913931785,0.0713210886724966,3.7230317621517295,12.289743768001124,28.25397339199504,246,2020-07-16,2020-03-17,0.9785039,5814.62722198966,0.0659999999999998,3.98519373922097,0.0,6130,-5.6609375396827,5964.0015,4.2276,-4.42132923858,-5.041133,0,0,5814.62722198966,26.058088691310672,-0.009437439045219636,35,0
23,187.7089,53.076607,HD108954,1569335115284976000,61053.0,108954,141249230,44.8247,18.936,181.697,6.072821,0.726724,-21.82,,,True,True,5850.87839395109,113.861909392661,4.40104727270608,0.208168892985136,0.0679999999999996,0.18058267497167,0.0,0.0,0.770879227368382,0.0483119358351418,4.58,0.0,0.0,0.0,,4.793,0.266,4.63,0.124,4.861,0.014,5.116,8.888,4.891,0.024,4.82,0.016,6.755,0.115,6.208,0.018,1.05990298580701,-0.0659272388261084,0.0588000264858302,1.07399105634855,-0.0101163432747304,0.0111405123707031,9.55866426483866,-0.417503337250022,0.242976426537675,4.40104727270608,-0.0337812872692353,0.0295984026472453,1.20518374425849,-0.0986822079508804,0.0969186009194436,5888.21285651945,-97.90958783308,98.3418242899925,0.0963110451809266,-0.0214629347515708,0.0220552421213585,131.282218485392,-4.99024606999261,4.6928966475935,2819.91389281854,-4.99024606999261,4.6928966475935,,,,12.513926666666666,53.076607,284,1.0961652837577172,1.1499508929978457,2025.855268296493,2026.5756613534088,200.405189257022,1.1557594721675386,1.0156558568682337,1.0,480.0,480.0,0.119,10.825317547305485,0.5598657197055185,1.1688665018449096,454.0599634503632,940.0102258517256,0.0628210234324772,0.080065385073481,3.120950801193959,14.683305600638404,30.65525080186261,254,2020-11-13,2020-07-23,0.8895326,5850.87839395109,0.0679999999999996,3.92823887760849,0.0,6140,-5.086294952821111,5959.8086,4.344,-4.82365103431,-4.954973,0,0,5850.87839395109,22.309128672361442,-0.05083813106440418,414,0
17,249.10834,30.941683,HD149890,1312210782076778624,81312.0,149890,57011334,26.003,-2.537,-465.493,6.969695,0.714095,-4.81,,,True,True,5795.13987563614,104.678079815127,4.3024190820932,0.110411990439209,-0.182,0.118516137210041,0.0761656598636787,0.0,0.717775884101697,0.0483866444294637,4.62,0.0,0.0,0.0,,7.869,,5.639,0.075,5.79,0.018,6.03,0.023,5.801,0.02,5.757,0.016,7.652,0.105,7.113,0.008,1.05777210666334,-0.0451842595372098,0.0433423415326324,1.20254584592487,-0.0100340904139855,0.0108763111863031,9.71679613326813,-0.126433638398701,0.109211882028184,4.3024190820932,-0.0234840489848098,0.0221104562778214,0.858153049979052,-0.0512360450095142,0.0520079942526724,6037.76929433466,-72.8740521559539,80.0426042656254,0.23801029669423,-0.0154885229731901,0.0164900919371045,111.265379318803,-3.0604007110405,2.92973898909111,2217.90747635752,-3.0604007110405,2.92973898909111,,,,16.60722266666667,30.941683,307,1.0007080277782252,1.070004379944876,2025.0065789868963,2025.8092153882203,235.63905466498144,1.063516204326156,0.8974627809183717,1.0,338.0,338.0,0.1683,12.9003921778834,0.6764019734009018,1.27187934760129,454.0599634503632,940.0102258517256,0.0628210234324772,0.080065385073481,4.070567142122064,16.359712702271146,30.762152591143547,282,2021-01-08,2020-10-15,0.9813877,5795.13987563614,-0.182,3.8936332258426,0.0,6060,-5.158426286020301,5960.1816,4.2534,,-5.158426,0,0,5795.13987563614,38.4571011037188,-0.008159389452313974,346,0
12,164.86655,40.430256,47UMa,777254360337133312,53721.0,95128,21535479,72.007,-316.85,55.18,4.866588,0.795862,11.42,,,True,True,5673.92485517569,102.687610253736,4.27226975916421,0.101847455862611,0.112,0.0863118761090669,0.0,0.0,0.785866481738686,0.0540179100372776,3.86,0.0,0.0,0.0,,3.556,0.353,3.143,0.314,3.586,0.015,3.96,0.296,3.736,0.224,3.75,0.34,5.646,0.021,5.034,0.023,0.997170331438636,-0.0417037769737674,0.0447616982706165,1.20773625036123,-0.0121680116552267,0.0126155738081519,9.96025977020605,-0.110088903111457,0.0903970831643992,4.27226975916421,-0.0241963765508073,0.0255110627999251,0.797318419271975,-0.0489975699627013,0.055350947493543,5696.09802762827,-87.2341237868659,93.1575447520427,0.140727154710817,-0.0212964723934899,0.0222265415404541,108.000571629916,-3.03463402635199,3.26511593891219,2133.56409915926,-3.03463402635199,3.26511593891219,,,,10.991103333333331,40.430256,272,1.0206353195008575,1.078744468605299,2025.802636401324,2026.503292497552,187.49849582110232,1.0858010234073197,0.9848731236300374,3.0,497.0,861.0,0.0663,8.082760076419545,0.6909283381319116,1.2682212370749322,357.2449270932882,788.1094082093332,0.0692613479610505,0.0901635674147161,1.6305087912087608,16.99192653724496,31.18922890268969,249,2020-10-24,2020-06-28,0.85005933,5673.92485517569,0.112,3.86084275155137,0.0,5850,-5.126344698145407,5763.587,4.2777,-4.925288030823333,-5.025816,0,0,5673.92485517569,13.887538711514157,-0.07055076158877123,221,1
45,260.6152,24.879427,HD157466,4570293086432167168,85007.0,157466,286377115,33.5684,74.258,-176.618,6.747256,0.705533,34.19,,,True,True,5849.89925593932,105.28895387957,4.41350341097723,0.1281196468565,-0.274,0.183807484303089,0.115256678991648,0.0,0.790838205172305,0.0597945794412753,4.96,0.0,0.0,0.0,,5.502,0.157,5.353,0.056,5.513,0.015,5.781,0.024,5.547,0.051,5.463,0.018,7.802,0.0,6.884,0.023,1.05475857977212,-0.0625792071655974,0.0485023011463901,1.05738565193451,-0.0091866425242661,0.009865009221152,9.44554433671058,-0.375492062448494,0.27026738523544,4.41350341097723,-0.0321126499910465,0.0232894329746554,1.26035384770925,-0.0980147437323207,0.0784738344162632,6019.45653852337,-74.1359691613043,77.6569591802008,0.121240582036649,-0.015362744635591,0.0161574501316158,133.919230025748,-4.80678085546811,3.77398025197957,2867.73887494965,-4.80678085546811,3.77398025197957,,,,17.374346666666668,24.879427,304,1.002328448926218,1.0695430058032034,2025.0460529082727,2025.8388208292529,233.50342954201383,1.0594090033521548,0.8891327624809746,1.0,370.0,370.0,0.1981,12.329924047901796,0.7469056319289067,1.3522452943343732,437.6247334879743,914.4226139116208,0.0638035130104803,0.0815692165488893,4.739065399496687,17.867918409709684,32.349211943524686,281,2021-01-22,2020-10-28,1.0570524,5849.89925593932,-0.274,3.88494861465065,0.0,6060,-5.203960995764178,6000.989,4.3341,-4.781021038585,-4.992491,0,0,5849.89925593932,29.789921473767,0.024096516604293596,1061,0
20,261.35022,52.790688,HD158259,1416050859226670848,85268.0,158259,188768068,37.0177,-90.678,-49.702,6.320388,0.778639,13.39,,,True,True,5684.10939469905,101.158292159701,4.28015492091678,0.0704567756028247,-0.0259999999999998,0.0757849122965015,0.0099060739057963,0.0,0.945605988786306,0.0650039494253581,4.06,0.0,0.0,0.0,,4.998,0.204,4.828,0.094,5.0,0.015,5.269,0.029,5.026,0.026,4.965,0.023,7.073,0.022,6.479,0.023,1.03715790847516,-0.0397821623000759,0.0392587211244082,1.22136072029419,-0.0111277138437531,0.0123267600725971,9.82950816047755,-0.106144454506216,0.0904427625088164,4.28015492091678,-0.0232901731315538,0.021606633053584,0.803119412105149,-0.0486237419184584,0.0477045261860823,5892.49444909934,-82.3382031685569,78.938284168421,0.20934211890857,-0.0174306667171132,0.016711394421949,108.044345987617,-2.98727302056463,2.82174673764122,2134.58466137291,-2.98727302056463,2.82174673764122,,,,17.423347999999997,52.790688,319,1.0947240899926016,1.1529888781087156,2025.0361844279284,2025.855268296493,239.41223237463817,1.145306441723445,0.9332878259134002,1.0,444.0,444.0,0.1283,11.255629222268706,0.8360050744181287,1.413000937625415,421.3031025565775,888.9382417334455,0.0648197006034179,0.0831379538247918,2.9836365411097594,19.441428593820053,32.85955752238145,289,2021-01-19,2020-11-02,0.96956354,5684.10939469905,-0.0259999999999998,3.83850991259881,0.0,5900,-4.85871254240404,5754.2856,4.2531,-4.75086859947,-4.804791,0,0,5684.10939469905,27.014104063731676,-0.01342372431901092,384,0
16,90.68809,47.80953,HD40650,969752767321089792,28634.0,40650,440462174,36.2358,35.561,95.239,6.358743,0.72874,-76.81,,,True,True,5785.54718122884,101.017713774119,4.30543175489654,0.0604572097430258,-0.0860000000000003,0.0644323517022948,0.0374940884618312,0.0,0.981803172158671,0.0392145696508918,4.49,0.0,0.0,0.0,,5.081,0.178,4.897,0.081,5.098,0.015,5.391,0.024,5.151,0.192,5.086,0.026,7.053,0.023,6.503,0.023,1.02951554792906,-0.0340979480142707,0.0357612661153845,1.18239264924533,-0.0108830660705226,0.0113887137869915,9.78325622696315,-0.113887102496346,0.0933661055743986,4.30543175489654,-0.0212137390734206,0.0212734724959436,0.878693654691693,-0.0489129103867374,0.0516929113950244,5965.70176379352,-77.3780831898221,77.4704894055076,0.202084486177537,-0.0163256293287969,0.0164710332706319,112.754193820851,-2.85186002832461,2.9228112455495,2247.86962297683,-2.85186002832461,2.9228112455495,,,,6.045872666666667,47.80953,272,1.057963904185541,1.110485826830444,2025.6217142616813,2026.322370357909,180.88279474234685,1.118659013891845,0.9777320261989408,1.0,431.0,431.0,0.1324,11.424116632600825,0.7197332412037006,1.3093653844765505,405.0994934553517,863.5607807252334,0.0658714651874486,0.084776287407615,3.4857118398907887,18.948509670896616,34.471830992545826,249,2020-08-19,2020-04-23,0.944747,5785.54718122884,-0.0860000000000003,3.8719994056935,0.0,6070,-4.898700456447429,5940.171,4.1949,-4.85388869363,-4.876295,0,0,5785.54718122884,27.597017314368664,-0.02468447849061375,273,0
42,346.37982,14.451673,HD218133,2815678171532956288,114028.0,218133,217856007,25.0718,386.336,91.025,6.963414,0.747048,-49.34,,,True,True,5927.19458209654,116.305244867038,4.28030381345301,0.223070275677315,0.217,0.211404091405415,0.0,0.0,0.85000796384715,0.0578886651868699,4.79,0.0,0.0,0.0,,5.678,0.148,5.5,0.055,5.663,0.015,5.97,0.018,5.731,0.016,5.681,0.018,7.659,0.0,7.1,0.03,1.16245373961317,-0.0548085008026566,0.0605612380081493,1.29447991125176,-0.0113224241454968,0.0108634385368844,9.56603680227182,-0.196499039511833,0.130485079130768,4.28030381345301,-0.0251151724628897,0.0268460301511757,0.763164024640777,-0.0478780393075006,0.0583966560551129,6085.67927487669,-76.7439220025117,83.1409310448062,0.314505940297845,-0.0163064068077801,0.017350871313442,104.540868784409,-2.93942338330325,3.29226099804663,2105.11910482054,-2.93942338330325,3.29226099804663,,,,23.091988,14.451673,265,1.031370267704378,1.086033115682924,2025.3717127596296,2026.0559213886168,198.654396185208,1.0872971391473218,0.8905009610430603,1.0,336.0,336.0,0.1786,12.938729237669142,0.6262532290979883,1.268808123757331,613.0614155474395,1200.8679031881722,0.0545191870899612,0.0682149852378093,5.421037887627069,19.0086365184154,38.512076769414925,241,2020-05-21,2021-01-16,0.9116632,5927.19458209654,0.217,3.91529913337641,0.0,5930,-4.873329416315888,5859.08,4.2284,-4.95110115646,-4.912215,0,0,5927.19458209654,39.885448990499285,-0.040165575483923736,679,0
24,216.31596,53.58495,HD126675,1608397975984282368,70499.0,126675,441708762,24.8308,85.653,-74.376,6.999436,0.661261,-3.56,,,True,True,5935.69053153015,102.487052941088,4.33246748161845,0.116227815772838,-0.04,0.109873773766551,0.0175927032280434,0.0,1.11140813966076,0.0367211284743984,5.15,0.0,0.0,0.0,,5.852,0.13,5.772,0.047,5.886,0.015,6.148,0.024,5.912,0.017,5.876,0.024,7.617,0.023,7.11,0.03,1.1058765900405,-0.043669865890104,0.0515474314901416,1.18752609130962,-0.0108730975212892,0.0110931337422571,9.55875603694984,-0.223029776627692,0.139931240268361,4.33246748161845,-0.023064387405876,0.0257154560522066,0.932376039338364,-0.0556291478012327,0.0655652488934225,6100.52441804922,-82.898598521946,82.3763646891021,0.244528085104574,-0.0169583145790763,0.0170761935107525,115.508055850394,-3.12260604920597,3.47794268156368,2368.79962123862,-3.12260604920597,3.47794268156368,,,,14.421064,53.58495,300,1.100856100304522,1.1587236401653995,2025.924347658902,2026.6842146371944,219.99229759341944,1.1582785370399762,0.9822352104056196,1.0,315.0,315.0,0.1914,13.36306209562122,0.8429161328938904,1.496194096015549,533.735421590162,1069.3798881893963,0.0583571114295575,0.0735691574567209,5.157554888354121,22.71361662319456,40.31715346829452,268,2020-12-08,2020-08-31,0.9821577,5935.69053153015,-0.04,3.87199717633863,0.0,6300,-5.002219873321735,6168.7495,4.2354,,-5.00222,0,0,5935.69053153015,40.2725647180115,-0.007818774187490248,422,0
33,290.89172,33.221966,HD182488,2046207670631964928,95319.0,182488,394547839,64.0703,81.966,160.158,6.161308,0.95756,-21.6,,,True,True,5068.20010909704,116.981577652829,4.45944344903825,0.175882888465233,0.285,0.146334222923384,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,,4.49,0.199,4.208,0.129,4.54,0.014,5.369,0.218,4.743,0.096,4.493,0.036,7.18,0.091,6.376,0.015,0.889776407905191,-0.0206064035447369,0.0376168262265472,0.918770425250155,-0.0084832748230351,0.0074711594432942,10.02571267677,-0.164076159686784,0.0757115435202174,4.45944344903825,-0.0126629043073025,0.0223998010093718,1.61376195125787,-0.0537221248669546,0.0963758119846019,5220.42674715699,-63.9749653917152,80.2913813932428,-0.248027670653822,-0.0179732889652385,0.0205040840691946,151.963646708139,-2.41059641876282,4.12387192147696,3435.26965743007,-2.41059641876282,4.12387192147696,,,,19.39278133333333,33.221966,308,1.0031309672020985,1.071767979823434,2025.1348692313704,2025.9375056326944,233.53007204806104,1.0601395888116325,0.8769907985596148,1.0,525.0,525.0,0.0808,10.350983390135314,1.8596566484161408,2.336735927771372,232.77585734860773,538.1384931417552,0.085008382554668,0.1124036621143793,1.45070013340465,33.38866519732847,41.95424656125455,283,2020-02-25,2020-12-03,0.97614366,5068.20010909704,0.285,3.56705027449786,0.0,5300,-4.976589287312128,5305.309,4.4263,-5.045917631263333,-5.011253,0,0,5068.20010909704,15.607855745954053,-0.010486262093562269,532,0
40,334.31308,12.898491,HD211476,2733790256348020608,110035.0,211476,404487000,32.6807,850.096,98.503,6.89919,0.771885,-25.39,,,True,True,5583.5260449131,109.607269540687,4.38574248628075,0.15411014261998,-0.0860000000000003,0.118620595834055,0.0333369982695139,0.0,0.614483385157029,0.0602050529328365,3.85,0.0,0.0,0.0,,5.515,0.16,5.412,0.052,5.579,0.015,5.88,0.018,5.585,0.016,5.542,0.017,7.661,0.024,7.061,0.023,1.01311918742788,-0.0456717330852355,0.0452391867370585,1.06903493013937,-0.0093743225648499,0.0095366163061556,9.71163755592529,-0.200299829268257,0.142440600166241,4.38574248628075,-0.025003778756175,0.0243040007347934,1.16890472985054,-0.0715776492392595,0.0768832150960395,5869.46589680697,-71.7825742118957,71.4555254671132,0.0864272964192891,-0.0148485743470403,0.0148581161275985,129.541495321862,-3.64191209707046,3.8417410281246,2728.69892692053,-3.64191209707046,3.8417410281246,,,,22.287538666666663,12.898491,270,1.0389100704647098,1.0958046241617765,2025.332238838253,2026.023026454136,202.04684433279257,1.0907193821785073,0.8836026520760923,1.0,352.0,352.0,0.1539,12.64124742118579,1.1886110918778237,1.7454368118399888,373.0653118788716,813.1422084169923,0.0680900039476034,0.0882830315111676,3.7087595226061865,28.643747275355526,42.06241323599052,244,2020-05-07,2021-01-05,1.0199426,5583.5260449131,-0.0860000000000003,3.77406347033529,0.0,5870,-4.948773291437281,5789.645,4.2914,-4.86109944444,-4.904936,0,0,5583.5260449131,30.599099774484632,0.008575731365145797,661,0
35,273.88525,45.209316,HD168009,2115351387048328832,89474.0,168009,416117806,42.9348,-77.29,-114.748,6.149785,0.802115,-64.59,,,True,True,5590.84178360625,105.483285806988,4.3014985773118,0.108438416820138,0.0679999999999996,0.0901189150730968,0.0,0.0,0.935064220223544,0.0495065853054709,3.73,0.0,0.0,0.0,,4.792,0.216,4.599,0.091,4.795,0.015,5.12,0.037,4.836,0.023,4.756,0.021,6.93,0.123,6.295,0.006,1.00240038641353,-0.0430136667991395,0.0422684398788638,1.17160799077183,-0.0122067147211424,0.0118045679886611,9.91274015441408,-0.114352389380544,0.102555473919114,4.3014985773118,-0.0252268514111487,0.0242632831682439,0.880029889084025,-0.0574983995536563,0.0588069736167819,5735.58366516204,-86.1353339156049,88.0488534921433,0.126335825453862,-0.0196143451996202,0.018972156388083,113.15608856295,-3.3746372961798,3.3743358783501,2273.66810146621,-3.3746372961798,3.3743358783501,,,,18.259016666666664,45.209316,317,1.0427622184379275,1.1067424600485518,2025.072368855857,2025.8947422178687,239.40237471302115,1.0966251594649477,0.9044459831346324,1.0,494.0,494.0,0.1098,10.670819872958855,1.442680516076848,2.016660277186144,357.2449270932882,788.1094082093332,0.0692613479610505,0.0901635674147161,2.3897178274192283,31.39890117066682,43.89115679635639,290,2020-02-02,2020-11-17,0.95885587,5590.84178360625,0.0679999999999996,3.71837593308676,0.0,5870,-5.111938064625472,5697.6694,4.2976,-4.97450254604,-5.04322,0,0,5590.84178360625,23.291129806124633,-0.018246668708273572,558,0
3,72.87268,35.81514,HD30708,174156255225869440,22576.0,30708,96211765,33.2938,20.606,-117.851,6.617842,0.838979,-55.68,,,True,True,5478.13904247548,102.039914499866,4.27209113612878,0.0675783808945395,0.236,0.0605552936440711,0.0,0.0,0.796728282071547,0.0477419643103227,3.33,0.0,0.0,0.0,,5.199,0.171,5.062,0.084,5.216,0.015,5.551,0.02,5.267,0.021,5.173,0.018,7.458,0.023,6.786,0.023,1.06366344043867,-0.0336651833111341,0.0342678257932736,1.24948090315959,-0.0113151810898331,0.0114329698166789,9.86987383399343,-0.0925652346088093,0.0832576337947213,4.27209113612878,-0.0214746980174647,0.0199273303486338,0.770715924235673,-0.0434927324065839,0.0437509864459669,5706.78528366692,-68.6849631043615,68.6125778337528,0.173170945223724,-0.0142870065824933,0.0146002269799722,105.912718420291,-2.73879572323014,2.70941446116399,2128.32680252401,-2.73879572323014,2.70941446116399,,,,4.858178666666666,35.81514,267,1.0077449224533284,1.0641703886084282,2025.582240340305,2026.279606943084,182.7827754310688,1.073739093526917,0.9455897099474478,1.0,394.0,394.0,0.1378,11.948493522696864,2.189591774216524,2.771723328561505,454.0599634503632,940.0102258517256,0.0628210234324772,0.080065385073481,3.784216947465589,60.12982801176644,76.11612767509563,247,2020-08-05,2020-04-07,0.8566804,5478.13904247548,0.236,3.625756374091,0.0,5760,-4.844596723396023,5607.158,4.1753,-5.041121974175,-4.942859,0,0,5478.13904247548,30.035622247986115,-0.06718116921356868,49,0
8,47.107372,57.01292,HD19256,460050169170768128,14592.0,19256,251808762,30.8296,130.091,-107.834,6.507787,0.752752,4.19,,,True,True,5722.56613814959,101.511279052456,4.28839343307547,0.0641605553900146,0.284,0.0624161550972106,0.0,0.0,1.10878855451907,0.0467578623788188,3.91,0.0,0.0,0.0,,5.252,0.181,5.108,0.079,5.28,0.018,5.546,0.023,5.326,0.021,5.254,0.016,7.264,0.022,6.652,0.023,1.1703423890224,-0.0282941572280442,0.0307935848175409,1.28764898795638,-0.0117705956393848,0.0114506746269614,9.60213481447936,-0.123546412599623,0.094284199052435,4.28839343307547,-0.0171699162239056,0.0178101746250778,0.786603345046533,-0.0388591291820749,0.0410977227976844,5921.40330585617,-73.2899478732725,76.499135377755,0.261541502729335,-0.015021244970173,0.0164484451021604,106.191284659153,-2.31096283218743,2.41086186118115,2180.572151861,-2.31096283218743,2.41086186118115,,,,3.1404914666666666,57.01292,272,1.1363599015072026,1.1800747415811277,2025.52302945824,2026.217106567572,187.75731508251985,1.187174754186218,0.9952577712330956,1.0,402.0,402.0,0.1135,11.829005585184596,1.991526303968439,2.6197626799560783,629.123423447308,1227.3915903061502,0.0538147699307149,0.067243542388052,3.590007784837704,62.99202585864101,82.86315784554719,246,2020-07-14,2020-03-15,1.0048776,5722.56613814959,0.284,3.70123767573498,0.0,6050,-4.939525781054077,5874.301,4.2527,,-4.939526,0,0,5722.56613814959,32.436359861950855,0.0021131653565968503,138,0
